county,precinct,office,district,party,candidate,votes,election_day
Georgetown,ANDREWS,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,26,26
Georgetown,ANDREWS OUTSIDE,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,6,6
Georgetown,BETHEL,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,4,4
Georgetown,BLACK RIVER,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,19,19
Georgetown,BROWN'S FERRY,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,92,92
Georgetown,CARVER'S BAY,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,1,1
Georgetown,LAMBERT TOWN,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,1,1
Georgetown,CHOPPEE,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,40,40
Georgetown,DREAM KEEPERS,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,79,79
Georgetown,FOLLY GROVE,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,0,0
Georgetown,GEORGETOWN NO. 1,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,48,48
Georgetown,GEORGETOWN NO. 3,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,36,36
Georgetown,GEORGETOWN NO. 4,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,12,12
Georgetown,GEORGETOWN NO. 5,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,15,15
Georgetown,PEE DEE,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,13,13
Georgetown,KENSINGTON,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,26,26
Georgetown,MURRELL'S INLET NO. 1,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,28,28
Georgetown,MURRELL'S INLET NO. 2,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,13,13
Georgetown,MURRELL'S INLET NO. 3,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,6,6
Georgetown,MURRELL'S INLET NO. 4,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,11,11
Georgetown,MYERSVILLE,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,45,45
Georgetown,PAWLEY'S ISLAND NO. 1,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,65,65
Georgetown,PAWLEY'S ISLAND NO. 2,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,89,89
Georgetown,PAWLEY'S ISLAND NO. 3,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,51,51
Georgetown,PAWLEY'S ISLAND NO. 4,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,54,54
Georgetown,PAWLEY'S ISLAND NO. 5,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,48,48
Georgetown,PENNY ROYAL,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,8,8
Georgetown,PLANTERSVILLE,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,23,23
Georgetown,PLEASANT HILL,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,0,0
Georgetown,POTATO BED FERRY,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,6,6
Georgetown,SAMPIT,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,33,33
Georgetown,SANTEE,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,55,55
Georgetown,SPRING GULLY,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,37,37
Georgetown,WINYAH BAY,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,2,2
Georgetown,Absentee,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,246,246
Georgetown,Emergency,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,0,0
Georgetown,Failsafe,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,1,1
Georgetown,Provisional,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,0,0
Georgetown,Failsafe Provisional,"U.S.  House of Representatives, District  7",7,DEM,Mal Hyman,0,0
Georgetown,ANDREWS,"U.S.  House of Representatives, District  7",7,DEM,Robert Williams,32,32
Georgetown,ANDREWS OUTSIDE,"U.S.  House of Representatives, District  7",7,DEM,Robert Williams,6,6
Georgetown,BETHEL,"U.S.  House of Representatives, District  7",7,DEM,Robert Williams,0,0
Georgetown,BLACK RIVER,"U.S.  House of Representatives, District  7",7,DEM,Robert Williams,5,5
Georgetown,BROWN'S FERRY,"U.S.  House of Representatives, District  7",7,DEM,Robert Williams,45,45
Georgetown,CARVER'S BAY,"U.S.  House of Representatives, District  7",7,DEM,Robert Williams,1,1
Georgetown,LAMBERT TOWN,"U.S.  House of Representatives, District  7",7,DEM,Robert Williams,1,1
