county,precinct,office,district,party,candidate,votes,election_day
Hampton,BRUNSON,Governor,,REP,Henry McMaster,8,8
Hampton,HAMPTON COURTHOUSE NO.1,Governor,,REP,Henry McMaster,7,7
Hampton,HAMPTON COURTHOUSE NO.2,Governor,,REP,Henry McMaster,21,21
Hampton,VARNVILLE,Governor,,REP,Henry McMaster,26,26
Hampton,EARLY BRANCH,Governor,,REP,Henry McMaster,8,8
Hampton,GARNETT,Governor,,REP,Henry McMaster,0,0
Hampton,ESTILL,Governor,,REP,Henry McMaster,15,15
Hampton,BONNETT,Governor,,REP,Henry McMaster,14,14
Hampton,FURMAN,Governor,,REP,Henry McMaster,2,2
Hampton,SCOTIA,Governor,,REP,Henry McMaster,2,2
Hampton,YEMASSEE,Governor,,REP,Henry McMaster,8,8
Hampton,HORSE GALL,Governor,,REP,Henry McMaster,4,4
Hampton,RIVERS MILL,Governor,,REP,Henry McMaster,1,1
Hampton,HOPEWELL,Governor,,REP,Henry McMaster,12,12
Hampton,CROCKET-MILEY,Governor,,REP,Henry McMaster,20,20
Hampton,CUMMINGS,Governor,,REP,Henry McMaster,9,9
Hampton,BLACK CREEK,Governor,,REP,Henry McMaster,4,4
Hampton,GIFFORD,Governor,,REP,Henry McMaster,3,3
Hampton,Absentee,Governor,,REP,Henry McMaster,10,10
Hampton,Emergency,Governor,,REP,Henry McMaster,0,0
Hampton,Failsafe,Governor,,REP,Henry McMaster,0,0
Hampton,Provisional,Governor,,REP,Henry McMaster,1,1
Hampton,Failsafe Provisional,Governor,,REP,Henry McMaster,0,0
Hampton,BRUNSON,Governor,,REP,John Warren,0,0
Hampton,HAMPTON COURTHOUSE NO.1,Governor,,REP,John Warren,4,4
Hampton,HAMPTON COURTHOUSE NO.2,Governor,,REP,John Warren,14,14
Hampton,VARNVILLE,Governor,,REP,John Warren,12,12
Hampton,EARLY BRANCH,Governor,,REP,John Warren,10,10
Hampton,GARNETT,Governor,,REP,John Warren,0,0
Hampton,ESTILL,Governor,,REP,John Warren,10,10
Hampton,BONNETT,Governor,,REP,John Warren,11,11
Hampton,FURMAN,Governor,,REP,John Warren,1,1
Hampton,SCOTIA,Governor,,REP,John Warren,1,1
Hampton,YEMASSEE,Governor,,REP,John Warren,8,8
Hampton,HORSE GALL,Governor,,REP,John Warren,0,0
Hampton,RIVERS MILL,Governor,,REP,John Warren,2,2
Hampton,HOPEWELL,Governor,,REP,John Warren,0,0
Hampton,CROCKET-MILEY,Governor,,REP,John Warren,5,5
Hampton,CUMMINGS,Governor,,REP,John Warren,3,3
Hampton,BLACK CREEK,Governor,,REP,John Warren,1,1
Hampton,GIFFORD,Governor,,REP,John Warren,2,2
Hampton,Absentee,Governor,,REP,John Warren,4,4
Hampton,Emergency,Governor,,REP,John Warren,0,0
Hampton,Failsafe,Governor,,REP,John Warren,0,0
Hampton,Provisional,Governor,,REP,John Warren,2,2
Hampton,Failsafe Provisional,Governor,,REP,John Warren,0,0
Hampton,BRUNSON,Attorney General,,REP,Todd Atwater,6,6
Hampton,HAMPTON COURTHOUSE NO.1,Attorney General,,REP,Todd Atwater,7,7
Hampton,HAMPTON COURTHOUSE NO.2,Attorney General,,REP,Todd Atwater,12,12
Hampton,VARNVILLE,Attorney General,,REP,Todd Atwater,16,16
Hampton,EARLY BRANCH,Attorney General,,REP,Todd Atwater,8,8
Hampton,GARNETT,Attorney General,,REP,Todd Atwater,0,0
Hampton,ESTILL,Attorney General,,REP,Todd Atwater,8,8
Hampton,BONNETT,Attorney General,,REP,Todd Atwater,9,9
Hampton,FURMAN,Attorney General,,REP,Todd Atwater,1,1
Hampton,SCOTIA,Attorney General,,REP,Todd Atwater,1,1
Hampton,YEMASSEE,Attorney General,,REP,Todd Atwater,6,6
Hampton,HORSE GALL,Attorney General,,REP,Todd Atwater,0,0
Hampton,RIVERS MILL,Attorney General,,REP,Todd Atwater,0,0
Hampton,HOPEWELL,Attorney General,,REP,Todd Atwater,7,7
Hampton,CROCKET-MILEY,Attorney General,,REP,Todd Atwater,12,12
Hampton,CUMMINGS,Attorney General,,REP,Todd Atwater,8,8
Hampton,BLACK CREEK,Attorney General,,REP,Todd Atwater,2,2
Hampton,GIFFORD,Attorney General,,REP,Todd Atwater,1,1
Hampton,Absentee,Attorney General,,REP,Todd Atwater,4,4
Hampton,Emergency,Attorney General,,REP,Todd Atwater,0,0
Hampton,Failsafe,Attorney General,,REP,Todd Atwater,0,0
Hampton,Provisional,Attorney General,,REP,Todd Atwater,0,0
Hampton,Failsafe Provisional,Attorney General,,REP,Todd Atwater,0,0
Hampton,BRUNSON,Attorney General,,REP,Alan Wilson,2,2
Hampton,HAMPTON COURTHOUSE NO.1,Attorney General,,REP,Alan Wilson,2,2
Hampton,HAMPTON COURTHOUSE NO.2,Attorney General,,REP,Alan Wilson,21,21
Hampton,VARNVILLE,Attorney General,,REP,Alan Wilson,18,18
Hampton,EARLY BRANCH,Attorney General,,REP,Alan Wilson,10,10
Hampton,GARNETT,Attorney General,,REP,Alan Wilson,0,0
Hampton,ESTILL,Attorney General,,REP,Alan Wilson,15,15
Hampton,BONNETT,Attorney General,,REP,Alan Wilson,14,14
Hampton,FURMAN,Attorney General,,REP,Alan Wilson,2,2
Hampton,SCOTIA,Attorney General,,REP,Alan Wilson,2,2
Hampton,YEMASSEE,Attorney General,,REP,Alan Wilson,10,10
Hampton,HORSE GALL,Attorney General,,REP,Alan Wilson,4,4
Hampton,RIVERS MILL,Attorney General,,REP,Alan Wilson,2,2
Hampton,HOPEWELL,Attorney General,,REP,Alan Wilson,5,5
Hampton,CROCKET-MILEY,Attorney General,,REP,Alan Wilson,12,12
Hampton,CUMMINGS,Attorney General,,REP,Alan Wilson,4,4
Hampton,BLACK CREEK,Attorney General,,REP,Alan Wilson,1,1
Hampton,GIFFORD,Attorney General,,REP,Alan Wilson,4,4
Hampton,Absentee,Attorney General,,REP,Alan Wilson,8,8
Hampton,Emergency,Attorney General,,REP,Alan Wilson,0,0
Hampton,Failsafe,Attorney General,,REP,Alan Wilson,0,0
Hampton,Provisional,Attorney General,,REP,Alan Wilson,3,3
Hampton,Failsafe Provisional,Attorney General,,REP,Alan Wilson,0,0
