county,precinct,office,district,party,candidate,votes,election_day
Dorchester,Rosinville,Governor,,DEM,Phil Noble,6,6
Dorchester,St. George No. 2,Governor,,DEM,Phil Noble,5,5
Dorchester,St. George No. 1,Governor,,DEM,Phil Noble,4,4
Dorchester,Grover,Governor,,DEM,Phil Noble,5,5
Dorchester,Reevesville,Governor,,DEM,Phil Noble,7,7
Dorchester,Harleyville,Governor,,DEM,Phil Noble,2,2
Dorchester,Four Hole,Governor,,DEM,Phil Noble,4,4
Dorchester,Rosses,Governor,,DEM,Phil Noble,0,0
Dorchester,Ridgeville,Governor,,DEM,Phil Noble,6,6
Dorchester,Givhans,Governor,,DEM,Phil Noble,2,2
Dorchester,Delemars,Governor,,DEM,Phil Noble,11,11
Dorchester,Saul Dam,Governor,,DEM,Phil Noble,3,3
Dorchester,Coastal,Governor,,DEM,Phil Noble,6,6
Dorchester,Trolley,Governor,,DEM,Phil Noble,9,9
Dorchester,Tranquil,Governor,,DEM,Phil Noble,2,2
Dorchester,Beech Hill,Governor,,DEM,Phil Noble,3,3
Dorchester,Flowertown,Governor,,DEM,Phil Noble,8,8
Dorchester,Knightsville,Governor,,DEM,Phil Noble,4,4
Dorchester,Clemson,Governor,,DEM,Phil Noble,7,7
Dorchester,Germantown,Governor,,DEM,Phil Noble,13,13
Dorchester,Greenwave,Governor,,DEM,Phil Noble,3,3
Dorchester,Newington,Governor,,DEM,Phil Noble,7,7
Dorchester,Carolina,Governor,,DEM,Phil Noble,5,5
Dorchester,Dorchester,Governor,,DEM,Phil Noble,11,11
Dorchester,Archdale,Governor,,DEM,Phil Noble,6,6
Dorchester,Stallsville,Governor,,DEM,Phil Noble,5,5
Dorchester,Indian Field,Governor,,DEM,Phil Noble,7,7
Dorchester,Spann,Governor,,DEM,Phil Noble,6,6
Dorchester,North Summerville,Governor,,DEM,Phil Noble,5,5
Dorchester,Tupperway,Governor,,DEM,Phil Noble,2,2
Dorchester,Irongate,Governor,,DEM,Phil Noble,2,2
Dorchester,Greenhurst,Governor,,DEM,Phil Noble,9,9
Dorchester,Ashborough East,Governor,,DEM,Phil Noble,5,5
Dorchester,Ashborough West,Governor,,DEM,Phil Noble,1,1
Dorchester,Ashley River,Governor,,DEM,Phil Noble,20,20
Dorchester,Windsor,Governor,,DEM,Phil Noble,15,15
Dorchester,Bacons Bridge,Governor,,DEM,Phil Noble,10,10
Dorchester,Brandymill,Governor,,DEM,Phil Noble,9,9
Dorchester,Briarwood,Governor,,DEM,Phil Noble,3,3
Dorchester,Butternut,Governor,,DEM,Phil Noble,3,3
Dorchester,Central,Governor,,DEM,Phil Noble,3,3
Dorchester,Coosaw,Governor,,DEM,Phil Noble,14,14
Dorchester,Cypress,Governor,,DEM,Phil Noble,9,9
Dorchester,King's Grant,Governor,,DEM,Phil Noble,8,8
Dorchester,Lincoln,Governor,,DEM,Phil Noble,5,5
Dorchester,Miles/Jamison,Governor,,DEM,Phil Noble,8,8
Dorchester,Oakbrook,Governor,,DEM,Phil Noble,13,13
Dorchester,Patriot,Governor,,DEM,Phil Noble,12,12
Dorchester,Sawmill Branch,Governor,,DEM,Phil Noble,9,9
Dorchester,Coastal 2,Governor,,DEM,Phil Noble,13,13
Dorchester,Coastal 3,Governor,,DEM,Phil Noble,1,1
Dorchester,Archdale 2,Governor,,DEM,Phil Noble,8,8
Dorchester,Ashborough East 2,Governor,,DEM,Phil Noble,9,9
Dorchester,Ashborough West 2,Governor,,DEM,Phil Noble,7,7
Dorchester,Beech Hill 2,Governor,,DEM,Phil Noble,9,9
Dorchester,Brandymill 2,Governor,,DEM,Phil Noble,9,9
Dorchester,Briarwood 2,Governor,,DEM,Phil Noble,3,3
Dorchester,Briarwood 3,Governor,,DEM,Phil Noble,3,3
Dorchester,Central 2,Governor,,DEM,Phil Noble,6,6
Dorchester,Clemson 2,Governor,,DEM,Phil Noble,12,12
Dorchester,Clemson 3,Governor,,DEM,Phil Noble,1,1
Dorchester,Coosaw 2,Governor,,DEM,Phil Noble,17,17
Dorchester,Dorchester 2,Governor,,DEM,Phil Noble,10,10
Dorchester,Flowertown 2,Governor,,DEM,Phil Noble,7,7
Dorchester,Givhans 2,Governor,,DEM,Phil Noble,1,1
Dorchester,Indian Field 2,Governor,,DEM,Phil Noble,2,2
Dorchester,Irongate 2,Governor,,DEM,Phil Noble,4,4
Dorchester,Irongate 3,Governor,,DEM,Phil Noble,3,3
Dorchester,King's Grant 2,Governor,,DEM,Phil Noble,16,16
Dorchester,Newington 2,Governor,,DEM,Phil Noble,3,3
Dorchester,North Summerville 2,Governor,,DEM,Phil Noble,12,12
Dorchester,Ridgeville 2,Governor,,DEM,Phil Noble,7,7
Dorchester,Tranquil 2,Governor,,DEM,Phil Noble,12,12
Dorchester,Tupperway 2,Governor,,DEM,Phil Noble,1,1
Dorchester,Tranquil 3,Governor,,DEM,Phil Noble,4,4
Dorchester,Bacons Bridge 2,Governor,,DEM,Phil Noble,6,6
Dorchester,Coosaw 3,Governor,,DEM,Phil Noble,6,6
Dorchester,Cypress 2,Governor,,DEM,Phil Noble,4,4
Dorchester,Flowertown 3,Governor,,DEM,Phil Noble,5,5
Dorchester,Oakbrook 2,Governor,,DEM,Phil Noble,9,9
Dorchester,Windsor 2,Governor,,DEM,Phil Noble,8,8
Dorchester,Absentee,Governor,,DEM,Phil Noble,51,51
Dorchester,Emergency,Governor,,DEM,Phil Noble,0,0
Dorchester,Failsafe,Governor,,DEM,Phil Noble,0,0
