county,precinct,office,district,party,candidate,votes,election_day
Anderson,Appleton-Equinox,Governor,,REP,Henry McMaster,19,19
Anderson,Barker's Creek-McAdams,Governor,,REP,Henry McMaster,37,37
Anderson,Belton,Governor,,REP,Henry McMaster,98,98
Anderson,Broadview,Governor,,REP,Henry McMaster,28,28
Anderson,Bishop's Branch,Governor,,REP,Henry McMaster,115,115
Anderson,Bowling Green,Governor,,REP,Henry McMaster,39,39
Anderson,Broadway,Governor,,REP,Henry McMaster,60,60
Anderson,Brushy Creek,Governor,,REP,Henry McMaster,120,120
Anderson,Cedar Grove,Governor,,REP,Henry McMaster,80,80
Anderson,Centerville Station A,Governor,,REP,Henry McMaster,144,144
Anderson,Chiquola Mill,Governor,,REP,Henry McMaster,15,15
Anderson,Concrete,Governor,,REP,Henry McMaster,146,146
Anderson,Craytonville,Governor,,REP,Henry McMaster,69,69
Anderson,Denver-Sandy Springs,Governor,,REP,Henry McMaster,104,104
Anderson,Edgewood Station A,Governor,,REP,Henry McMaster,89,89
Anderson,Five Forks,Governor,,REP,Henry McMaster,134,134
Anderson,Flat Rock,Governor,,REP,Henry McMaster,88,88
Anderson,Fork No.1,Governor,,REP,Henry McMaster,118,118
Anderson,Fork No.2,Governor,,REP,Henry McMaster,136,136
Anderson,Friendship,Governor,,REP,Henry McMaster,75,75
Anderson,Gluck Mill,Governor,,REP,Henry McMaster,10,10
Anderson,Green Pond Station A,Governor,,REP,Henry McMaster,139,139
Anderson,Grove School,Governor,,REP,Henry McMaster,39,39
Anderson,Hall,Governor,,REP,Henry McMaster,75,75
Anderson,Hammond School,Governor,,REP,Henry McMaster,120,120
Anderson,High Point,Governor,,REP,Henry McMaster,43,43
Anderson,Homeland Park,Governor,,REP,Henry McMaster,80,80
Anderson,Honea Path,Governor,,REP,Henry McMaster,112,112
Anderson,Hopewell,Governor,,REP,Henry McMaster,100,100
Anderson,Iva,Governor,,REP,Henry McMaster,127,127
Anderson,Jackson Mill,Governor,,REP,Henry McMaster,51,51
Anderson,La France,Governor,,REP,Henry McMaster,57,57
Anderson,Melton,Governor,,REP,Henry McMaster,34,34
Anderson,Mount Tabor,Governor,,REP,Henry McMaster,188,188
Anderson,Mountain Creek,Governor,,REP,Henry McMaster,50,50
Anderson,Neal's Creek,Governor,,REP,Henry McMaster,86,86
Anderson,North Pointe,Governor,,REP,Henry McMaster,135,135
Anderson,Pelzer,Governor,,REP,Henry McMaster,26,26
Anderson,Pendleton,Governor,,REP,Henry McMaster,150,150
Anderson,Piedmont,Governor,,REP,Henry McMaster,36,36
Anderson,Piercetown,Governor,,REP,Henry McMaster,137,137
Anderson,Rock Mill,Governor,,REP,Henry McMaster,108,108
Anderson,Rock Spring,Governor,,REP,Henry McMaster,46,46
Anderson,Shirley's Store,Governor,,REP,Henry McMaster,78,78
Anderson,Simpsonville,Governor,,REP,Henry McMaster,144,144
Anderson,Starr,Governor,,REP,Henry McMaster,70,70
Anderson,Three and Twenty,Governor,,REP,Henry McMaster,132,132
Anderson,Toney Creek,Governor,,REP,Henry McMaster,36,36
Anderson,Townville,Governor,,REP,Henry McMaster,57,57
Anderson,Town Creek,Governor,,REP,Henry McMaster,106,106
Anderson,West Pelzer,Governor,,REP,Henry McMaster,85,85
Anderson,West Savannah,Governor,,REP,Henry McMaster,33,33
Anderson,White Plains,Governor,,REP,Henry McMaster,144,144
Anderson,Williamston,Governor,,REP,Henry McMaster,93,93
Anderson,Williamston Mill,Governor,,REP,Henry McMaster,119,119
Anderson,Wright's School,Governor,,REP,Henry McMaster,49,49
Anderson,Anderson 1/1,Governor,,REP,Henry McMaster,60,60
Anderson,Anderson 1/2,Governor,,REP,Henry McMaster,125,125
Anderson,Anderson 2/1,Governor,,REP,Henry McMaster,85,85
Anderson,Anderson 2/2,Governor,,REP,Henry McMaster,117,117
Anderson,Anderson 3/1,Governor,,REP,Henry McMaster,17,17
Anderson,Anderson 3/2,Governor,,REP,Henry McMaster,74,74
Anderson,Anderson 4/1,Governor,,REP,Henry McMaster,8,8
Anderson,Anderson 4/2,Governor,,REP,Henry McMaster,1,1
Anderson,Anderson 5/A,Governor,,REP,Henry McMaster,18,18
Anderson,Anderson 5/B,Governor,,REP,Henry McMaster,6,6
Anderson,Anderson 6/1,Governor,,REP,Henry McMaster,106,106
Anderson,Anderson 6/2,Governor,,REP,Henry McMaster,4,4
Anderson,Varennes,Governor,,REP,Henry McMaster,53,53
Anderson,Lakeside,Governor,,REP,Henry McMaster,93,93
Anderson,Centerville Station B,Governor,,REP,Henry McMaster,156,156
Anderson,Edgewood Station B,Governor,,REP,Henry McMaster,146,146
Anderson,Cox's Creek,Governor,,REP,Henry McMaster,58,58
Anderson,Mt. Airy,Governor,,REP,Henry McMaster,128,128
Anderson,Belton Annex,Governor,,REP,Henry McMaster,96,96
Anderson,Powdersville,Governor,,REP,Henry McMaster,147,147
Anderson,Glenview,Governor,,REP,Henry McMaster,96,96
Anderson,Hammond Annex,Governor,,REP,Henry McMaster,120,120
Anderson,Center Rock,Governor,,REP,Henry McMaster,161,161
Anderson,Hunt Meadows,Governor,,REP,Henry McMaster,185,185
Anderson,Absentee,Governor,,REP,Henry McMaster,328,328
Anderson,Emergency,Governor,,REP,Henry McMaster,0,0
Anderson,Failsafe,Governor,,REP,Henry McMaster,1,1
Anderson,Provisional,Governor,,REP,Henry McMaster,2,2
Anderson,Failsafe Provisional,Governor,,REP,Henry McMaster,2,2
Anderson,Appleton-Equinox,Governor,,REP,John Warren,19,19
Anderson,Barker's Creek-McAdams,Governor,,REP,John Warren,50,50
Anderson,Belton,Governor,,REP,John Warren,111,111
Anderson,Broadview,Governor,,REP,John Warren,17,17
Anderson,Bishop's Branch,Governor,,REP,John Warren,162,162
Anderson,Bowling Green,Governor,,REP,John Warren,48,48
Anderson,Broadway,Governor,,REP,John Warren,63,63
Anderson,Brushy Creek,Governor,,REP,John Warren,281,281
Anderson,Cedar Grove,Governor,,REP,John Warren,96,96
Anderson,Centerville Station A,Governor,,REP,John Warren,207,207
Anderson,Chiquola Mill,Governor,,REP,John Warren,26,26
Anderson,Concrete,Governor,,REP,John Warren,332,332
Anderson,Craytonville,Governor,,REP,John Warren,79,79
Anderson,Denver-Sandy Springs,Governor,,REP,John Warren,128,128
Anderson,Edgewood Station A,Governor,,REP,John Warren,109,109
Anderson,Five Forks,Governor,,REP,John Warren,176,176
Anderson,Flat Rock,Governor,,REP,John Warren,73,73
Anderson,Fork No.1,Governor,,REP,John Warren,107,107
Anderson,Fork No.2,Governor,,REP,John Warren,140,140
Anderson,Friendship,Governor,,REP,John Warren,85,85
Anderson,Gluck Mill,Governor,,REP,John Warren,18,18
Anderson,Green Pond Station A,Governor,,REP,John Warren,165,165
Anderson,Grove School,Governor,,REP,John Warren,41,41
Anderson,Hall,Governor,,REP,John Warren,73,73
Anderson,Hammond School,Governor,,REP,John Warren,191,191
Anderson,High Point,Governor,,REP,John Warren,62,62
Anderson,Homeland Park,Governor,,REP,John Warren,69,69
Anderson,Honea Path,Governor,,REP,John Warren,102,102
Anderson,Hopewell,Governor,,REP,John Warren,159,159
Anderson,Iva,Governor,,REP,John Warren,86,86
Anderson,Jackson Mill,Governor,,REP,John Warren,50,50
Anderson,La France,Governor,,REP,John Warren,55,55
Anderson,Melton,Governor,,REP,John Warren,67,67
Anderson,Mount Tabor,Governor,,REP,John Warren,178,178
Anderson,Mountain Creek,Governor,,REP,John Warren,55,55
Anderson,Neal's Creek,Governor,,REP,John Warren,100,100
Anderson,North Pointe,Governor,,REP,John Warren,183,183
Anderson,Pelzer,Governor,,REP,John Warren,46,46
Anderson,Pendleton,Governor,,REP,John Warren,192,192
Anderson,Piedmont,Governor,,REP,John Warren,70,70
Anderson,Piercetown,Governor,,REP,John Warren,176,176
