county,precinct,office,district,party,candidate,votes,election_day
Barnwell,BARNWELL 1,Governor,,DEM,Phil Noble,1,1
Barnwell,BARNWELL 2,Governor,,DEM,Phil Noble,8,8
Barnwell,BARNWELL 3,Governor,,DEM,Phil Noble,12,12
Barnwell,BARNWELL 4,Governor,,DEM,Phil Noble,13,13
Barnwell,BLACKVILLE 1,Governor,,DEM,Phil Noble,9,9
Barnwell,BLACKVILLE 2,Governor,,DEM,Phil Noble,9,9
Barnwell,ELKO,Governor,,DEM,Phil Noble,2,2
Barnwell,FRIENDSHIP,Governor,,DEM,Phil Noble,1,1
Barnwell,KLINE,Governor,,DEM,Phil Noble,4,4
Barnwell,HEALING SPRINGS,Governor,,DEM,Phil Noble,15,15
Barnwell,HILDA,Governor,,DEM,Phil Noble,0,0
Barnwell,SNELLING,Governor,,DEM,Phil Noble,6,6
Barnwell,WILLISTON 1,Governor,,DEM,Phil Noble,17,17
Barnwell,WILLISTON 2,Governor,,DEM,Phil Noble,0,0
Barnwell,WILLISTON 3,Governor,,DEM,Phil Noble,4,4
Barnwell,Absentee,Governor,,DEM,Phil Noble,8,8
Barnwell,Emergency,Governor,,DEM,Phil Noble,0,0
Barnwell,Failsafe,Governor,,DEM,Phil Noble,0,0
Barnwell,Provisional,Governor,,DEM,Phil Noble,0,0
Barnwell,Failsafe Provisional,Governor,,DEM,Phil Noble,0,0
Barnwell,BARNWELL 1,Governor,,DEM,James Smith,29,29
Barnwell,BARNWELL 2,Governor,,DEM,James Smith,31,31
Barnwell,BARNWELL 3,Governor,,DEM,James Smith,40,40
Barnwell,BARNWELL 4,Governor,,DEM,James Smith,47,47
Barnwell,BLACKVILLE 1,Governor,,DEM,James Smith,36,36
Barnwell,BLACKVILLE 2,Governor,,DEM,James Smith,36,36
Barnwell,ELKO,Governor,,DEM,James Smith,28,28
Barnwell,FRIENDSHIP,Governor,,DEM,James Smith,0,0
Barnwell,KLINE,Governor,,DEM,James Smith,26,26
Barnwell,HEALING SPRINGS,Governor,,DEM,James Smith,47,47
Barnwell,HILDA,Governor,,DEM,James Smith,5,5
Barnwell,SNELLING,Governor,,DEM,James Smith,52,52
Barnwell,WILLISTON 1,Governor,,DEM,James Smith,50,50
Barnwell,WILLISTON 2,Governor,,DEM,James Smith,10,10
Barnwell,WILLISTON 3,Governor,,DEM,James Smith,13,13
Barnwell,Absentee,Governor,,DEM,James Smith,74,74
Barnwell,Emergency,Governor,,DEM,James Smith,0,0
Barnwell,Failsafe,Governor,,DEM,James Smith,0,0
Barnwell,Provisional,Governor,,DEM,James Smith,0,0
Barnwell,Failsafe Provisional,Governor,,DEM,James Smith,0,0
Barnwell,BARNWELL 1,Governor,,DEM,Marguerite Willis,10,10
Barnwell,BARNWELL 2,Governor,,DEM,Marguerite Willis,13,13
Barnwell,BARNWELL 3,Governor,,DEM,Marguerite Willis,15,15
Barnwell,BARNWELL 4,Governor,,DEM,Marguerite Willis,17,17
Barnwell,BLACKVILLE 1,Governor,,DEM,Marguerite Willis,20,20
Barnwell,BLACKVILLE 2,Governor,,DEM,Marguerite Willis,13,13
Barnwell,ELKO,Governor,,DEM,Marguerite Willis,9,9
Barnwell,FRIENDSHIP,Governor,,DEM,Marguerite Willis,0,0
Barnwell,KLINE,Governor,,DEM,Marguerite Willis,5,5
Barnwell,HEALING SPRINGS,Governor,,DEM,Marguerite Willis,20,20
Barnwell,HILDA,Governor,,DEM,Marguerite Willis,0,0
Barnwell,SNELLING,Governor,,DEM,Marguerite Willis,17,17
Barnwell,WILLISTON 1,Governor,,DEM,Marguerite Willis,27,27
Barnwell,WILLISTON 2,Governor,,DEM,Marguerite Willis,1,1
Barnwell,WILLISTON 3,Governor,,DEM,Marguerite Willis,13,13
Barnwell,Absentee,Governor,,DEM,Marguerite Willis,22,22
Barnwell,Emergency,Governor,,DEM,Marguerite Willis,0,0
Barnwell,Failsafe,Governor,,DEM,Marguerite Willis,0,0
Barnwell,Provisional,Governor,,DEM,Marguerite Willis,0,0
Barnwell,Failsafe Provisional,Governor,,DEM,Marguerite Willis,0,0
Barnwell,BARNWELL 1,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,10,10
Barnwell,BARNWELL 2,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,17,17
Barnwell,BARNWELL 3,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,25,25
Barnwell,BARNWELL 4,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,20,20
Barnwell,BLACKVILLE 1,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,18,18
Barnwell,BLACKVILLE 2,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,10,10
Barnwell,ELKO,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,9,9
Barnwell,FRIENDSHIP,"U.S.  House of Representatives, District  2",2,DEM,Phil Black,0,0
