county,precinct,office,district,party,candidate,votes,election_day
Lee,ASHLAND/STOKES BRIDGE,Governor,,DEM,Phil Noble,3,3
Lee,ASHWOOD,Governor,,DEM,Phil Noble,7,7
Lee,BISHOPVILLE 1,Governor,,DEM,Phil Noble,9,9
Lee,BISHOPVILLE 2,Governor,,DEM,Phil Noble,10,10
Lee,BISHOPVILLE 3,Governor,,DEM,Phil Noble,10,10
Lee,BISHOPVILLE 4,Governor,,DEM,Phil Noble,8,8
Lee,CEDAR CREEK,Governor,,DEM,Phil Noble,0,0
Lee,CYPRESS,Governor,,DEM,Phil Noble,4,4
Lee,ELLIOTT,Governor,,DEM,Phil Noble,6,6
Lee,HICKORY HILL,Governor,,DEM,Phil Noble,0,0
Lee,IONIA,Governor,,DEM,Phil Noble,6,6
Lee,LYNCHBURG,Governor,,DEM,Phil Noble,7,7
Lee,MANVILLE,Governor,,DEM,Phil Noble,6,6
Lee,MT. CLIO,Governor,,DEM,Phil Noble,4,4
Lee,RATTLESNAKE SPRINGS,Governor,,DEM,Phil Noble,2,2
Lee,SCHROCKS MILL/LUCKNOW,Governor,,DEM,Phil Noble,8,8
Lee,SOUTH LYNCHBURG,Governor,,DEM,Phil Noble,5,5
Lee,SPRING HILL,Governor,,DEM,Phil Noble,9,9
Lee,ST. CHARLES,Governor,,DEM,Phil Noble,13,13
Lee,ST. MATTHEWS,Governor,,DEM,Phil Noble,2,2
Lee,TURKEY CREEK,Governor,,DEM,Phil Noble,1,1
Lee,WOODROW,Governor,,DEM,Phil Noble,3,3
Lee,Absentee,Governor,,DEM,Phil Noble,6,6
Lee,Emergency,Governor,,DEM,Phil Noble,0,0
Lee,Failsafe,Governor,,DEM,Phil Noble,0,0
Lee,Provisional,Governor,,DEM,Phil Noble,0,0
Lee,Failsafe Provisional,Governor,,DEM,Phil Noble,0,0
Lee,ASHLAND/STOKES BRIDGE,Governor,,DEM,James Smith,13,13
Lee,ASHWOOD,Governor,,DEM,James Smith,22,22
Lee,BISHOPVILLE 1,Governor,,DEM,James Smith,97,97
Lee,BISHOPVILLE 2,Governor,,DEM,James Smith,85,85
Lee,BISHOPVILLE 3,Governor,,DEM,James Smith,68,68
Lee,BISHOPVILLE 4,Governor,,DEM,James Smith,108,108
Lee,CEDAR CREEK,Governor,,DEM,James Smith,28,28
Lee,CYPRESS,Governor,,DEM,James Smith,27,27
Lee,ELLIOTT,Governor,,DEM,James Smith,125,125
Lee,HICKORY HILL,Governor,,DEM,James Smith,13,13
Lee,IONIA,Governor,,DEM,James Smith,31,31
Lee,LYNCHBURG,Governor,,DEM,James Smith,119,119
Lee,MANVILLE,Governor,,DEM,James Smith,60,60
Lee,MT. CLIO,Governor,,DEM,James Smith,51,51
Lee,RATTLESNAKE SPRINGS,Governor,,DEM,James Smith,18,18
Lee,SCHROCKS MILL/LUCKNOW,Governor,,DEM,James Smith,31,31
Lee,SOUTH LYNCHBURG,Governor,,DEM,James Smith,55,55
Lee,SPRING HILL,Governor,,DEM,James Smith,85,85
Lee,ST. CHARLES,Governor,,DEM,James Smith,127,127
Lee,ST. MATTHEWS,Governor,,DEM,James Smith,6,6
Lee,TURKEY CREEK,Governor,,DEM,James Smith,10,10
Lee,WOODROW,Governor,,DEM,James Smith,36,36
Lee,Absentee,Governor,,DEM,James Smith,156,156
Lee,Emergency,Governor,,DEM,James Smith,0,0
Lee,Failsafe,Governor,,DEM,James Smith,0,0
Lee,Provisional,Governor,,DEM,James Smith,0,0
Lee,Failsafe Provisional,Governor,,DEM,James Smith,0,0
Lee,ASHLAND/STOKES BRIDGE,Governor,,DEM,Marguerite Willis,2,2
Lee,ASHWOOD,Governor,,DEM,Marguerite Willis,7,7
Lee,BISHOPVILLE 1,Governor,,DEM,Marguerite Willis,29,29
Lee,BISHOPVILLE 2,Governor,,DEM,Marguerite Willis,13,13
Lee,BISHOPVILLE 3,Governor,,DEM,Marguerite Willis,20,20
Lee,BISHOPVILLE 4,Governor,,DEM,Marguerite Willis,44,44
Lee,CEDAR CREEK,Governor,,DEM,Marguerite Willis,5,5
Lee,CYPRESS,Governor,,DEM,Marguerite Willis,20,20
Lee,ELLIOTT,Governor,,DEM,Marguerite Willis,28,28
Lee,HICKORY HILL,Governor,,DEM,Marguerite Willis,4,4
Lee,IONIA,Governor,,DEM,Marguerite Willis,20,20
Lee,LYNCHBURG,Governor,,DEM,Marguerite Willis,52,52
Lee,MANVILLE,Governor,,DEM,Marguerite Willis,15,15
Lee,MT. CLIO,Governor,,DEM,Marguerite Willis,11,11
Lee,RATTLESNAKE SPRINGS,Governor,,DEM,Marguerite Willis,8,8
Lee,SCHROCKS MILL/LUCKNOW,Governor,,DEM,Marguerite Willis,11,11
Lee,SOUTH LYNCHBURG,Governor,,DEM,Marguerite Willis,11,11
Lee,SPRING HILL,Governor,,DEM,Marguerite Willis,26,26
Lee,ST. CHARLES,Governor,,DEM,Marguerite Willis,48,48
Lee,ST. MATTHEWS,Governor,,DEM,Marguerite Willis,7,7
Lee,TURKEY CREEK,Governor,,DEM,Marguerite Willis,3,3
Lee,WOODROW,Governor,,DEM,Marguerite Willis,14,14
Lee,Absentee,Governor,,DEM,Marguerite Willis,37,37
Lee,Emergency,Governor,,DEM,Marguerite Willis,0,0
Lee,Failsafe,Governor,,DEM,Marguerite Willis,0,0
Lee,Provisional,Governor,,DEM,Marguerite Willis,0,0
Lee,Failsafe Provisional,Governor,,DEM,Marguerite Willis,0,0
Lee,ASHLAND/STOKES BRIDGE,"U.S.  House of Representatives, District  5",5,DEM,Mark Ali,0,0
Lee,ASHWOOD,"U.S.  House of Representatives, District  5",5,DEM,Mark Ali,2,2
