county,precinct,office,district,party,candidate,votes,election_day
Colleton,BELLS,Governor,,REP,Henry McMaster,17,17
Colleton,CANADYS,Governor,,REP,Henry McMaster,29,29
Colleton,COTTAGEVILLE,Governor,,REP,Henry McMaster,82,82
Colleton,EDISTO,Governor,,REP,Henry McMaster,16,16
Colleton,GREEN POND,Governor,,REP,Henry McMaster,20,20
Colleton,HENDERSONVILLE,Governor,,REP,Henry McMaster,27,27
Colleton,HORSE PEN,Governor,,REP,Henry McMaster,35,35
Colleton,HUDSON MILL,Governor,,REP,Henry McMaster,35,35
Colleton,JACKSONBORO,Governor,,REP,Henry McMaster,12,12
Colleton,MAPLE CANE,Governor,,REP,Henry McMaster,65,65
Colleton,MASHAWVILLE,Governor,,REP,Henry McMaster,35,35
Colleton,PEEPLES,Governor,,REP,Henry McMaster,42,42
Colleton,PETITS,Governor,,REP,Henry McMaster,10,10
Colleton,PENIEL,Governor,,REP,Henry McMaster,30,30
Colleton,RITTER,Governor,,REP,Henry McMaster,24,24
Colleton,ROUND O,Governor,,REP,Henry McMaster,61,61
Colleton,RICE PATCH,Governor,,REP,Henry McMaster,41,41
Colleton,RUFFIN,Governor,,REP,Henry McMaster,21,21
Colleton,SIDNEYS,Governor,,REP,Henry McMaster,37,37
Colleton,STOKES,Governor,,REP,Henry McMaster,53,53
Colleton,SNIDERS,Governor,,REP,Henry McMaster,27,27
Colleton,WALTERBORO NO. 1,Governor,,REP,Henry McMaster,51,51
Colleton,WALTERBORO NO. 2,Governor,,REP,Henry McMaster,26,26
Colleton,WALTERBORO NO. 3,Governor,,REP,Henry McMaster,11,11
Colleton,WALTERBORO NO. 4,Governor,,REP,Henry McMaster,60,60
Colleton,WILLIAMS,Governor,,REP,Henry McMaster,9,9
Colleton,WOLF CREEK,Governor,,REP,Henry McMaster,33,33
Colleton,EDISTO BEACH,Governor,,REP,Henry McMaster,133,133
Colleton,WALTERBORO NO. 5,Governor,,REP,Henry McMaster,89,89
Colleton,ASHTON-LODGE,Governor,,REP,Henry McMaster,37,37
Colleton,BEREA-SMOAKS,Governor,,REP,Henry McMaster,31,31
Colleton,WALTERBORO NO. 6,Governor,,REP,Henry McMaster,22,22
Colleton,Absentee,Governor,,REP,Henry McMaster,97,97
Colleton,Emergency,Governor,,REP,Henry McMaster,1,1
Colleton,Failsafe,Governor,,REP,Henry McMaster,1,1
Colleton,Provisional,Governor,,REP,Henry McMaster,0,0
Colleton,Failsafe Provisional,Governor,,REP,Henry McMaster,0,0
Colleton,BELLS,Governor,,REP,John Warren,5,5
Colleton,CANADYS,Governor,,REP,John Warren,8,8
Colleton,COTTAGEVILLE,Governor,,REP,John Warren,29,29
Colleton,EDISTO,Governor,,REP,John Warren,5,5
Colleton,GREEN POND,Governor,,REP,John Warren,14,14
Colleton,HENDERSONVILLE,Governor,,REP,John Warren,15,15
Colleton,HORSE PEN,Governor,,REP,John Warren,15,15
Colleton,HUDSON MILL,Governor,,REP,John Warren,16,16
Colleton,JACKSONBORO,Governor,,REP,John Warren,11,11
Colleton,MAPLE CANE,Governor,,REP,John Warren,36,36
Colleton,MASHAWVILLE,Governor,,REP,John Warren,9,9
Colleton,PEEPLES,Governor,,REP,John Warren,11,11
Colleton,PETITS,Governor,,REP,John Warren,2,2
Colleton,PENIEL,Governor,,REP,John Warren,18,18
Colleton,RITTER,Governor,,REP,John Warren,9,9
Colleton,ROUND O,Governor,,REP,John Warren,24,24
