county,precinct,office,district,party,candidate,votes,election_day
McCormick,Mt. Carmel,Governor,,REP,Henry McMaster,3,3
McCormick,Monticello,Governor,,REP,Henry McMaster,66,66
McCormick,Savannah,Governor,,REP,Henry McMaster,234,234
McCormick,Willington,Governor,,REP,Henry McMaster,14,14
McCormick,McCormick No. 1,Governor,,REP,Henry McMaster,40,40
McCormick,Bethany,Governor,,REP,Henry McMaster,15,15
McCormick,McCormick No. 2,Governor,,REP,Henry McMaster,21,21
McCormick,Plum Branch,Governor,,REP,Henry McMaster,31,31
McCormick,Parksville,Governor,,REP,Henry McMaster,24,24
McCormick,Modoc,Governor,,REP,Henry McMaster,54,54
McCormick,Clark's Hill,Governor,,REP,Henry McMaster,38,38
McCormick,Absentee,Governor,,REP,Henry McMaster,54,54
McCormick,Emergency,Governor,,REP,Henry McMaster,0,0
McCormick,Failsafe,Governor,,REP,Henry McMaster,2,2
McCormick,Provisional,Governor,,REP,Henry McMaster,0,0
McCormick,Failsafe Provisional,Governor,,REP,Henry McMaster,0,0
McCormick,Mt. Carmel,Governor,,REP,John Warren,2,2
McCormick,Monticello,Governor,,REP,John Warren,52,52
McCormick,Savannah,Governor,,REP,John Warren,137,137
McCormick,Willington,Governor,,REP,John Warren,6,6
McCormick,McCormick No. 1,Governor,,REP,John Warren,20,20
McCormick,Bethany,Governor,,REP,John Warren,2,2
McCormick,McCormick No. 2,Governor,,REP,John Warren,17,17
McCormick,Plum Branch,Governor,,REP,John Warren,21,21
McCormick,Parksville,Governor,,REP,John Warren,17,17
McCormick,Modoc,Governor,,REP,John Warren,11,11
McCormick,Clark's Hill,Governor,,REP,John Warren,10,10
McCormick,Absentee,Governor,,REP,John Warren,31,31
McCormick,Emergency,Governor,,REP,John Warren,0,0
McCormick,Failsafe,Governor,,REP,John Warren,0,0
McCormick,Provisional,Governor,,REP,John Warren,0,0
McCormick,Failsafe Provisional,Governor,,REP,John Warren,0,0
McCormick,Mt. Carmel,Attorney General,,REP,Todd Atwater,2,2
McCormick,Monticello,Attorney General,,REP,Todd Atwater,31,31
McCormick,Savannah,Attorney General,,REP,Todd Atwater,134,134
McCormick,Willington,Attorney General,,REP,Todd Atwater,9,9
McCormick,McCormick No. 1,Attorney General,,REP,Todd Atwater,17,17
McCormick,Bethany,Attorney General,,REP,Todd Atwater,6,6
McCormick,McCormick No. 2,Attorney General,,REP,Todd Atwater,14,14
McCormick,Plum Branch,Attorney General,,REP,Todd Atwater,15,15
McCormick,Parksville,Attorney General,,REP,Todd Atwater,18,18
McCormick,Modoc,Attorney General,,REP,Todd Atwater,16,16
McCormick,Clark's Hill,Attorney General,,REP,Todd Atwater,15,15
McCormick,Absentee,Attorney General,,REP,Todd Atwater,16,16
McCormick,Emergency,Attorney General,,REP,Todd Atwater,0,0
McCormick,Failsafe,Attorney General,,REP,Todd Atwater,0,0
McCormick,Provisional,Attorney General,,REP,Todd Atwater,0,0
McCormick,Failsafe Provisional,Attorney General,,REP,Todd Atwater,0,0
McCormick,Mt. Carmel,Attorney General,,REP,Alan Wilson,3,3
McCormick,Monticello,Attorney General,,REP,Alan Wilson,78,78
McCormick,Savannah,Attorney General,,REP,Alan Wilson,220,220
McCormick,Willington,Attorney General,,REP,Alan Wilson,10,10
McCormick,McCormick No. 1,Attorney General,,REP,Alan Wilson,38,38
McCormick,Bethany,Attorney General,,REP,Alan Wilson,11,11
McCormick,McCormick No. 2,Attorney General,,REP,Alan Wilson,23,23
McCormick,Plum Branch,Attorney General,,REP,Alan Wilson,35,35
McCormick,Parksville,Attorney General,,REP,Alan Wilson,22,22
McCormick,Modoc,Attorney General,,REP,Alan Wilson,46,46
McCormick,Clark's Hill,Attorney General,,REP,Alan Wilson,30,30
McCormick,Absentee,Attorney General,,REP,Alan Wilson,65,65
McCormick,Emergency,Attorney General,,REP,Alan Wilson,0,0
McCormick,Failsafe,Attorney General,,REP,Alan Wilson,2,2
McCormick,Provisional,Attorney General,,REP,Alan Wilson,0,0
McCormick,Failsafe Provisional,Attorney General,,REP,Alan Wilson,0,0
