county,precinct,office,district,party,candidate,votes,election_day
Newberry,Newberry Ward 1,Governor,,REP,Henry McMaster,19,19
Newberry,Newberry Ward 2,Governor,,REP,Henry McMaster,102,102
Newberry,Newberry Ward 3,Governor,,REP,Henry McMaster,41,41
Newberry,Newberry Ward 4,Governor,,REP,Henry McMaster,11,11
Newberry,Newberry Ward 5,Governor,,REP,Henry McMaster,10,10
Newberry,Newberry Ward 6,Governor,,REP,Henry McMaster,79,79
Newberry,Beth - Eden,Governor,,REP,Henry McMaster,58,58
Newberry,Bush River,Governor,,REP,Henry McMaster,21,21
Newberry,Chappells,Governor,,REP,Henry McMaster,65,65
Newberry,Fairview,Governor,,REP,Henry McMaster,225,225
Newberry,Hartford,Governor,,REP,Henry McMaster,82,82
Newberry,Helena,Governor,,REP,Henry McMaster,32,32
Newberry,Kinards-Jalapa,Governor,,REP,Henry McMaster,46,46
Newberry,Johnstone,Governor,,REP,Henry McMaster,45,45
Newberry,Little Mountain,Governor,,REP,Henry McMaster,118,118
Newberry,Maybinton,Governor,,REP,Henry McMaster,5,5
Newberry,Mt. Bethel-Garmany,Governor,,REP,Henry McMaster,60,60
Newberry,Consolidated Number 5,Governor,,REP,Henry McMaster,87,87
Newberry,O'Neal,Governor,,REP,Henry McMaster,167,167
Newberry,Oakland,Governor,,REP,Henry McMaster,17,17
Newberry,Peak,Governor,,REP,Henry McMaster,13,13
Newberry,Pomaria,Governor,,REP,Henry McMaster,56,56
Newberry,Prosperity City,Governor,,REP,Henry McMaster,58,58
Newberry,Silverstreet,Governor,,REP,Henry McMaster,62,62
Newberry,Stoney Hill,Governor,,REP,Henry McMaster,100,100
Newberry,St. Phillips-Jolly Street,Governor,,REP,Henry McMaster,80,80
Newberry,Wheeland,Governor,,REP,Henry McMaster,53,53
Newberry,Whitmire City,Governor,,REP,Henry McMaster,48,48
Newberry,Whitmire Outside,Governor,,REP,Henry McMaster,62,62
Newberry,Prosperity Outside,Governor,,REP,Henry McMaster,53,53
Newberry,Absentee,Governor,,REP,Henry McMaster,93,93
Newberry,Emergency,Governor,,REP,Henry McMaster,0,0
Newberry,Failsafe,Governor,,REP,Henry McMaster,2,2
Newberry,Provisional,Governor,,REP,Henry McMaster,0,0
Newberry,Failsafe Provisional,Governor,,REP,Henry McMaster,0,0
Newberry,Newberry Ward 1,Governor,,REP,John Warren,14,14
Newberry,Newberry Ward 2,Governor,,REP,John Warren,56,56
Newberry,Newberry Ward 3,Governor,,REP,John Warren,37,37
Newberry,Newberry Ward 4,Governor,,REP,John Warren,11,11
Newberry,Newberry Ward 5,Governor,,REP,John Warren,4,4
Newberry,Newberry Ward 6,Governor,,REP,John Warren,55,55
Newberry,Beth - Eden,Governor,,REP,John Warren,27,27
Newberry,Bush River,Governor,,REP,John Warren,12,12
Newberry,Chappells,Governor,,REP,John Warren,43,43
Newberry,Fairview,Governor,,REP,John Warren,115,115
Newberry,Hartford,Governor,,REP,John Warren,31,31
Newberry,Helena,Governor,,REP,John Warren,7,7
Newberry,Kinards-Jalapa,Governor,,REP,John Warren,15,15
Newberry,Johnstone,Governor,,REP,John Warren,16,16
Newberry,Little Mountain,Governor,,REP,John Warren,77,77
Newberry,Maybinton,Governor,,REP,John Warren,0,0
Newberry,Mt. Bethel-Garmany,Governor,,REP,John Warren,38,38
Newberry,Consolidated Number 5,Governor,,REP,John Warren,64,64
Newberry,O'Neal,Governor,,REP,John Warren,65,65
Newberry,Oakland,Governor,,REP,John Warren,6,6
Newberry,Peak,Governor,,REP,John Warren,17,17
Newberry,Pomaria,Governor,,REP,John Warren,31,31
Newberry,Prosperity City,Governor,,REP,John Warren,17,17
Newberry,Silverstreet,Governor,,REP,John Warren,17,17
Newberry,Stoney Hill,Governor,,REP,John Warren,39,39
Newberry,St. Phillips-Jolly Street,Governor,,REP,John Warren,44,44
Newberry,Wheeland,Governor,,REP,John Warren,22,22
Newberry,Whitmire City,Governor,,REP,John Warren,23,23
Newberry,Whitmire Outside,Governor,,REP,John Warren,31,31
Newberry,Prosperity Outside,Governor,,REP,John Warren,22,22
Newberry,Absentee,Governor,,REP,John Warren,117,117
Newberry,Emergency,Governor,,REP,John Warren,0,0
Newberry,Failsafe,Governor,,REP,John Warren,0,0
Newberry,Provisional,Governor,,REP,John Warren,1,1
Newberry,Failsafe Provisional,Governor,,REP,John Warren,0,0
Newberry,Newberry Ward 1,Attorney General,,REP,Todd Atwater,4,4
Newberry,Newberry Ward 2,Attorney General,,REP,Todd Atwater,55,55
Newberry,Newberry Ward 3,Attorney General,,REP,Todd Atwater,25,25
Newberry,Newberry Ward 4,Attorney General,,REP,Todd Atwater,5,5
Newberry,Newberry Ward 5,Attorney General,,REP,Todd Atwater,4,4
Newberry,Newberry Ward 6,Attorney General,,REP,Todd Atwater,36,36
Newberry,Beth - Eden,Attorney General,,REP,Todd Atwater,28,28
Newberry,Bush River,Attorney General,,REP,Todd Atwater,7,7
Newberry,Chappells,Attorney General,,REP,Todd Atwater,35,35
Newberry,Fairview,Attorney General,,REP,Todd Atwater,116,116
Newberry,Hartford,Attorney General,,REP,Todd Atwater,35,35
Newberry,Helena,Attorney General,,REP,Todd Atwater,8,8
Newberry,Kinards-Jalapa,Attorney General,,REP,Todd Atwater,19,19
Newberry,Johnstone,Attorney General,,REP,Todd Atwater,17,17
Newberry,Little Mountain,Attorney General,,REP,Todd Atwater,49,49
Newberry,Maybinton,Attorney General,,REP,Todd Atwater,0,0
Newberry,Mt. Bethel-Garmany,Attorney General,,REP,Todd Atwater,30,30
Newberry,Consolidated Number 5,Attorney General,,REP,Todd Atwater,35,35
Newberry,O'Neal,Attorney General,,REP,Todd Atwater,72,72
Newberry,Oakland,Attorney General,,REP,Todd Atwater,6,6
Newberry,Peak,Attorney General,,REP,Todd Atwater,11,11
Newberry,Pomaria,Attorney General,,REP,Todd Atwater,28,28
Newberry,Prosperity City,Attorney General,,REP,Todd Atwater,16,16
Newberry,Silverstreet,Attorney General,,REP,Todd Atwater,24,24
Newberry,Stoney Hill,Attorney General,,REP,Todd Atwater,45,45
Newberry,St. Phillips-Jolly Street,Attorney General,,REP,Todd Atwater,40,40
Newberry,Wheeland,Attorney General,,REP,Todd Atwater,21,21
Newberry,Whitmire City,Attorney General,,REP,Todd Atwater,20,20
Newberry,Whitmire Outside,Attorney General,,REP,Todd Atwater,21,21
Newberry,Prosperity Outside,Attorney General,,REP,Todd Atwater,18,18
Newberry,Absentee,Attorney General,,REP,Todd Atwater,76,76
Newberry,Emergency,Attorney General,,REP,Todd Atwater,0,0
Newberry,Failsafe,Attorney General,,REP,Todd Atwater,1,1
Newberry,Provisional,Attorney General,,REP,Todd Atwater,0,0
Newberry,Failsafe Provisional,Attorney General,,REP,Todd Atwater,0,0
Newberry,Newberry Ward 1,Attorney General,,REP,Alan Wilson,27,27
Newberry,Newberry Ward 2,Attorney General,,REP,Alan Wilson,98,98
Newberry,Newberry Ward 3,Attorney General,,REP,Alan Wilson,52,52
Newberry,Newberry Ward 4,Attorney General,,REP,Alan Wilson,16,16
Newberry,Newberry Ward 5,Attorney General,,REP,Alan Wilson,10,10
Newberry,Newberry Ward 6,Attorney General,,REP,Alan Wilson,93,93
Newberry,Beth - Eden,Attorney General,,REP,Alan Wilson,53,53
Newberry,Bush River,Attorney General,,REP,Alan Wilson,26,26
Newberry,Chappells,Attorney General,,REP,Alan Wilson,64,64
Newberry,Fairview,Attorney General,,REP,Alan Wilson,219,219
Newberry,Hartford,Attorney General,,REP,Alan Wilson,75,75
Newberry,Helena,Attorney General,,REP,Alan Wilson,30,30
Newberry,Kinards-Jalapa,Attorney General,,REP,Alan Wilson,42,42
Newberry,Johnstone,Attorney General,,REP,Alan Wilson,43,43
Newberry,Little Mountain,Attorney General,,REP,Alan Wilson,144,144
Newberry,Maybinton,Attorney General,,REP,Alan Wilson,5,5
Newberry,Mt. Bethel-Garmany,Attorney General,,REP,Alan Wilson,66,66
Newberry,Consolidated Number 5,Attorney General,,REP,Alan Wilson,112,112
Newberry,O'Neal,Attorney General,,REP,Alan Wilson,154,154
Newberry,Oakland,Attorney General,,REP,Alan Wilson,16,16
Newberry,Peak,Attorney General,,REP,Alan Wilson,19,19
Newberry,Pomaria,Attorney General,,REP,Alan Wilson,57,57
Newberry,Prosperity City,Attorney General,,REP,Alan Wilson,59,59
Newberry,Silverstreet,Attorney General,,REP,Alan Wilson,54,54
Newberry,Stoney Hill,Attorney General,,REP,Alan Wilson,89,89
Newberry,St. Phillips-Jolly Street,Attorney General,,REP,Alan Wilson,84,84
Newberry,Wheeland,Attorney General,,REP,Alan Wilson,52,52
Newberry,Whitmire City,Attorney General,,REP,Alan Wilson,45,45
Newberry,Whitmire Outside,Attorney General,,REP,Alan Wilson,70,70
Newberry,Prosperity Outside,Attorney General,,REP,Alan Wilson,55,55
Newberry,Absentee,Attorney General,,REP,Alan Wilson,132,132
Newberry,Emergency,Attorney General,,REP,Alan Wilson,0,0
Newberry,Failsafe,Attorney General,,REP,Alan Wilson,0,0
Newberry,Provisional,Attorney General,,REP,Alan Wilson,1,1
Newberry,Failsafe Provisional,Attorney General,,REP,Alan Wilson,0,0
