county,precinct,office,district,party,candidate,votes,election_day
Richland,Ward 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,74,74
Richland,Ward 4,"State  Senate, District  20",20,DEM,Dick Harpootlian,91,91
Richland,Ward 5,"State  Senate, District  20",20,DEM,Dick Harpootlian,15,15
Richland,Ward 10,"State  Senate, District  20",20,DEM,Dick Harpootlian,201,201
Richland,Ward 11,"State  Senate, District  20",20,DEM,Dick Harpootlian,59,59
Richland,Ward 12,"State  Senate, District  20",20,DEM,Dick Harpootlian,137,137
Richland,Ward 13,"State  Senate, District  20",20,DEM,Dick Harpootlian,145,145
Richland,Ward 14,"State  Senate, District  20",20,DEM,Dick Harpootlian,187,187
Richland,Ward 30,"State  Senate, District  20",20,DEM,Dick Harpootlian,17,17
Richland,Ballentine 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,23,23
Richland,Ballentine 2,"State  Senate, District  20",20,DEM,Dick Harpootlian,29,29
Richland,Brandon 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,6,6
Richland,Dutch Fork 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,15,15
Richland,Dutch Fork 2,"State  Senate, District  20",20,DEM,Dick Harpootlian,29,29
Richland,Dutch Fork 3,"State  Senate, District  20",20,DEM,Dick Harpootlian,52,52
Richland,Dutch Fork 4,"State  Senate, District  20",20,DEM,Dick Harpootlian,37,37
Richland,Friarsgate 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,50,50
Richland,Friarsgate 2,"State  Senate, District  20",20,DEM,Dick Harpootlian,39,39
Richland,Old Friarsgate,"State  Senate, District  20",20,DEM,Dick Harpootlian,46,46
Richland,Hampton,"State  Senate, District  20",20,DEM,Dick Harpootlian,48,48
Richland,Meadowfield,"State  Senate, District  20",20,DEM,Dick Harpootlian,56,56
Richland,Oak Pointe 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,38,38
Richland,Oak Pointe 2,"State  Senate, District  20",20,DEM,Dick Harpootlian,15,15
Richland,Oak Pointe 3,"State  Senate, District  20",20,DEM,Dick Harpootlian,41,41
Richland,Parkridge 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,23,23
Richland,Pennington 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,40,40
Richland,Pennington 2,"State  Senate, District  20",20,DEM,Dick Harpootlian,75,75
Richland,Riverside,"State  Senate, District  20",20,DEM,Dick Harpootlian,0,0
Richland,Riversprings 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,25,25
Richland,Riversprings 2,"State  Senate, District  20",20,DEM,Dick Harpootlian,39,39
Richland,Riversprings 3,"State  Senate, District  20",20,DEM,Dick Harpootlian,44,44
Richland,Riverwalk,"State  Senate, District  20",20,DEM,Dick Harpootlian,0,0
Richland,St. Andrews,"State  Senate, District  20",20,DEM,Dick Harpootlian,63,63
Richland,Skyland,"State  Senate, District  20",20,DEM,Dick Harpootlian,25,25
Richland,South Beltline,"State  Senate, District  20",20,DEM,Dick Harpootlian,32,32
Richland,Spring Hill,"State  Senate, District  20",20,DEM,Dick Harpootlian,35,35
Richland,Springville 1,"State  Senate, District  20",20,DEM,Dick Harpootlian,14,14
Richland,Springville 2,"State  Senate, District  20",20,DEM,Dick Harpootlian,22,22
Richland,Woodlands,"State  Senate, District  20",20,DEM,Dick Harpootlian,130,130
Richland,Absentee,"State  Senate, District  20",20,DEM,Dick Harpootlian,181,181
Richland,Emergency,"State  Senate, District  20",20,DEM,Dick Harpootlian,1,1
Richland,Failsafe,"State  Senate, District  20",20,DEM,Dick Harpootlian,2,2
Richland,Provisional,"State  Senate, District  20",20,DEM,Dick Harpootlian,0,0
Richland,Ward 1,"State  Senate, District  20",20,DEM,Kyle Lacio,8,8
Richland,Ward 4,"State  Senate, District  20",20,DEM,Kyle Lacio,12,12
Richland,Ward 5,"State  Senate, District  20",20,DEM,Kyle Lacio,9,9
Richland,Ward 10,"State  Senate, District  20",20,DEM,Kyle Lacio,7,7
Richland,Ward 11,"State  Senate, District  20",20,DEM,Kyle Lacio,19,19
Richland,Ward 12,"State  Senate, District  20",20,DEM,Kyle Lacio,12,12
Richland,Ward 13,"State  Senate, District  20",20,DEM,Kyle Lacio,37,37
Richland,Ward 14,"State  Senate, District  20",20,DEM,Kyle Lacio,10,10
Richland,Ward 30,"State  Senate, District  20",20,DEM,Kyle Lacio,7,7
Richland,Ballentine 1,"State  Senate, District  20",20,DEM,Kyle Lacio,5,5
Richland,Ballentine 2,"State  Senate, District  20",20,DEM,Kyle Lacio,2,2
Richland,Brandon 1,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,Dutch Fork 1,"State  Senate, District  20",20,DEM,Kyle Lacio,1,1
Richland,Dutch Fork 2,"State  Senate, District  20",20,DEM,Kyle Lacio,1,1
Richland,Dutch Fork 3,"State  Senate, District  20",20,DEM,Kyle Lacio,5,5
Richland,Dutch Fork 4,"State  Senate, District  20",20,DEM,Kyle Lacio,8,8
Richland,Friarsgate 1,"State  Senate, District  20",20,DEM,Kyle Lacio,7,7
Richland,Friarsgate 2,"State  Senate, District  20",20,DEM,Kyle Lacio,4,4
Richland,Old Friarsgate,"State  Senate, District  20",20,DEM,Kyle Lacio,1,1
Richland,Hampton,"State  Senate, District  20",20,DEM,Kyle Lacio,15,15
Richland,Meadowfield,"State  Senate, District  20",20,DEM,Kyle Lacio,6,6
Richland,Oak Pointe 1,"State  Senate, District  20",20,DEM,Kyle Lacio,5,5
Richland,Oak Pointe 2,"State  Senate, District  20",20,DEM,Kyle Lacio,1,1
Richland,Oak Pointe 3,"State  Senate, District  20",20,DEM,Kyle Lacio,2,2
Richland,Parkridge 1,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,Pennington 1,"State  Senate, District  20",20,DEM,Kyle Lacio,4,4
Richland,Pennington 2,"State  Senate, District  20",20,DEM,Kyle Lacio,8,8
Richland,Riverside,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,Riversprings 1,"State  Senate, District  20",20,DEM,Kyle Lacio,2,2
Richland,Riversprings 2,"State  Senate, District  20",20,DEM,Kyle Lacio,2,2
Richland,Riversprings 3,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,Riverwalk,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,St. Andrews,"State  Senate, District  20",20,DEM,Kyle Lacio,3,3
Richland,Skyland,"State  Senate, District  20",20,DEM,Kyle Lacio,4,4
Richland,South Beltline,"State  Senate, District  20",20,DEM,Kyle Lacio,6,6
Richland,Spring Hill,"State  Senate, District  20",20,DEM,Kyle Lacio,2,2
Richland,Springville 1,"State  Senate, District  20",20,DEM,Kyle Lacio,1,1
Richland,Springville 2,"State  Senate, District  20",20,DEM,Kyle Lacio,1,1
Richland,Woodlands,"State  Senate, District  20",20,DEM,Kyle Lacio,9,9
Richland,Absentee,"State  Senate, District  20",20,DEM,Kyle Lacio,12,12
Richland,Emergency,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,Failsafe,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,Provisional,"State  Senate, District  20",20,DEM,Kyle Lacio,0,0
Richland,Ward 1,"State  Senate, District  20",20,DEM,Dayna Alane Smith,4,4
