county,precinct,office,district,party,candidate,votes,election_day
Barnwell,BARNWELL 1,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,7,7
Barnwell,BARNWELL 2,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,12,12
Barnwell,BARNWELL 3,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,12,12
Barnwell,BARNWELL 4,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,9,9
Barnwell,BLACKVILLE 1,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,14,14
Barnwell,BLACKVILLE 2,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,18,18
Barnwell,ELKO,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,30,30
Barnwell,FRIENDSHIP,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,0,0
Barnwell,KLINE,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,13,13
Barnwell,HEALING SPRINGS,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,14,14
Barnwell,HILDA,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,0,0
Barnwell,SNELLING,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,4,4
Barnwell,WILLISTON 1,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,17,17
Barnwell,WILLISTON 2,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,0,0
Barnwell,WILLISTON 3,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,10,10
Barnwell,Absentee,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,35,35
Barnwell,Emergency,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,0,0
Barnwell,Failsafe,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,0,0
Barnwell,Provisional,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,0,0
Barnwell,Failsafe Provisional,"U.S. House of Representatives, District 2",2,DEM,Sean Carrigan,0,0
Barnwell,BARNWELL 1,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,3,3
Barnwell,BARNWELL 2,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,2,2
Barnwell,BARNWELL 3,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,7,7
Barnwell,BARNWELL 4,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,8,8
Barnwell,BLACKVILLE 1,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,4,4
Barnwell,BLACKVILLE 2,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,2,2
Barnwell,ELKO,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,11,11
Barnwell,FRIENDSHIP,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,0,0
Barnwell,KLINE,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,2,2
Barnwell,HEALING SPRINGS,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,10,10
Barnwell,HILDA,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,0,0
Barnwell,SNELLING,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,3,3
Barnwell,WILLISTON 1,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,9,9
Barnwell,WILLISTON 2,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,1,1
Barnwell,WILLISTON 3,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,5,5
Barnwell,Absentee,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,12,12
Barnwell,Emergency,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,0,0
Barnwell,Failsafe,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,0,0
Barnwell,Provisional,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,0,0
Barnwell,Failsafe Provisional,"U.S. House of Representatives, District 2",2,DEM,Annabelle Robertson,0,0
Barnwell,BARNWELL 1,Governor,,REP,Henry McMaster,28,28
Barnwell,BARNWELL 2,Governor,,REP,Henry McMaster,90,90
Barnwell,BARNWELL 3,Governor,,REP,Henry McMaster,94,94
Barnwell,BARNWELL 4,Governor,,REP,Henry McMaster,40,40
Barnwell,BLACKVILLE 1,Governor,,REP,Henry McMaster,26,26
Barnwell,BLACKVILLE 2,Governor,,REP,Henry McMaster,17,17
Barnwell,ELKO,Governor,,REP,Henry McMaster,29,29
Barnwell,FRIENDSHIP,Governor,,REP,Henry McMaster,56,56
Barnwell,KLINE,Governor,,REP,Henry McMaster,26,26
Barnwell,HEALING SPRINGS,Governor,,REP,Henry McMaster,16,16
Barnwell,HILDA,Governor,,REP,Henry McMaster,63,63
Barnwell,SNELLING,Governor,,REP,Henry McMaster,94,94
Barnwell,WILLISTON 1,Governor,,REP,Henry McMaster,52,52
Barnwell,WILLISTON 2,Governor,,REP,Henry McMaster,34,34
Barnwell,WILLISTON 3,Governor,,REP,Henry McMaster,51,51
Barnwell,Absentee,Governor,,REP,Henry McMaster,62,62
Barnwell,Emergency,Governor,,REP,Henry McMaster,0,0
Barnwell,Failsafe,Governor,,REP,Henry McMaster,2,2
Barnwell,Provisional,Governor,,REP,Henry McMaster,0,0
