county,office,district,party,candidate,votes
ABBEVILLE,GOVERNOR,,REPUBLICAN,Mark Sanford,3112
ABBEVILLE,GOVERNOR,,DEMOCRAT,Tommy Moore,3561
ABBEVILLE,GOVERNOR,,,WRITE-IN,2
AIKEN,GOVERNOR,,REPUBLICAN,Mark Sanford,21992
AIKEN,GOVERNOR,,DEMOCRAT,Tommy Moore,18827
AIKEN,GOVERNOR,,,WRITE-IN,16
ALLENDALE,GOVERNOR,,REPUBLICAN,Mark Sanford,605
ALLENDALE,GOVERNOR,,DEMOCRAT,Tommy Moore,1726
ALLENDALE,GOVERNOR,,,WRITE-IN,2
ANDERSON,GOVERNOR,,REPUBLICAN,Mark Sanford,26629
ANDERSON,GOVERNOR,,DEMOCRAT,Tommy Moore,18011
ANDERSON,GOVERNOR,,,WRITE-IN,38
BAMBERG,GOVERNOR,,REPUBLICAN,Mark Sanford,1221
BAMBERG,GOVERNOR,,DEMOCRAT,Tommy Moore,2685
BAMBERG,GOVERNOR,,,WRITE-IN,2
BARNWELL,GOVERNOR,,REPUBLICAN,Mark Sanford,2474
BARNWELL,GOVERNOR,,DEMOCRAT,Tommy Moore,3367
BARNWELL,GOVERNOR,,,WRITE-IN,4
BEAUFORT,GOVERNOR,,REPUBLICAN,Mark Sanford,24120
BEAUFORT,GOVERNOR,,DEMOCRAT,Tommy Moore,15374
BEAUFORT,GOVERNOR,,,WRITE-IN,28
BERKELEY,GOVERNOR,,REPUBLICAN,Mark Sanford,20422
BERKELEY,GOVERNOR,,DEMOCRAT,Tommy Moore,13025
BERKELEY,GOVERNOR,,,WRITE-IN,27
CALHOUN,GOVERNOR,,REPUBLICAN,Mark Sanford,2156
CALHOUN,GOVERNOR,,DEMOCRAT,Tommy Moore,2275
CALHOUN,GOVERNOR,,,WRITE-IN,5
CHARLESTON,GOVERNOR,,REPUBLICAN,Mark Sanford,52304
CHARLESTON,GOVERNOR,,DEMOCRAT,Tommy Moore,39388
CHARLESTON,GOVERNOR,,,WRITE-IN,128
CHEROKEE,GOVERNOR,,REPUBLICAN,Mark Sanford,7948
CHEROKEE,GOVERNOR,,DEMOCRAT,Tommy Moore,5587
CHEROKEE,GOVERNOR,,,WRITE-IN,5
CHESTER,GOVERNOR,,REPUBLICAN,Mark Sanford,3591
CHESTER,GOVERNOR,,DEMOCRAT,Tommy Moore,4031
CHESTER,GOVERNOR,,,WRITE-IN,5
CHESTERFIELD,GOVERNOR,,REPUBLICAN,Mark Sanford,3811
CHESTERFIELD,GOVERNOR,,DEMOCRAT,Tommy Moore,4708
CHESTERFIELD,GOVERNOR,,,WRITE-IN,2
CLARENDON,GOVERNOR,,REPUBLICAN,Mark Sanford,3655
CLARENDON,GOVERNOR,,DEMOCRAT,Tommy Moore,5176
CLARENDON,GOVERNOR,,,WRITE-IN,1
COLLETON,GOVERNOR,,REPUBLICAN,Mark Sanford,5134
COLLETON,GOVERNOR,,DEMOCRAT,Tommy Moore,4700
COLLETON,GOVERNOR,,,WRITE-IN,7
DARLINGTON,GOVERNOR,,REPUBLICAN,Mark Sanford,7990
DARLINGTON,GOVERNOR,,DEMOCRAT,Tommy Moore,7579
DARLINGTON,GOVERNOR,,,WRITE-IN,14
DILLON,GOVERNOR,,REPUBLICAN,Mark Sanford,2617
DILLON,GOVERNOR,,DEMOCRAT,Tommy Moore,3515
DILLON,GOVERNOR,,,WRITE-IN,4
DORCHESTER,GOVERNOR,,REPUBLICAN,Mark Sanford,18635
DORCHESTER,GOVERNOR,,DEMOCRAT,Tommy Moore,9863
DORCHESTER,GOVERNOR,,,WRITE-IN,19
EDGEFIELD,GOVERNOR,,REPUBLICAN,Mark Sanford,2723
EDGEFIELD,GOVERNOR,,DEMOCRAT,Tommy Moore,4095
EDGEFIELD,GOVERNOR,,,WRITE-IN,6
FAIRFIELD,GOVERNOR,,REPUBLICAN,Mark Sanford,2529
FAIRFIELD,GOVERNOR,,DEMOCRAT,Tommy Moore,4073
FAIRFIELD,GOVERNOR,,,WRITE-IN,8
FLORENCE,GOVERNOR,,REPUBLICAN,Mark Sanford,17548
FLORENCE,GOVERNOR,,DEMOCRAT,Tommy Moore,13930
FLORENCE,GOVERNOR,,,WRITE-IN,22
GEORGETOWN,GOVERNOR,,REPUBLICAN,Mark Sanford,9167
GEORGETOWN,GOVERNOR,,DEMOCRAT,Tommy Moore,7359
GEORGETOWN,GOVERNOR,,,WRITE-IN,7
GREENVILLE,GOVERNOR,,REPUBLICAN,Mark Sanford,71854
GREENVILLE,GOVERNOR,,DEMOCRAT,Tommy Moore,37777
GREENVILLE,GOVERNOR,,,WRITE-IN,83
GREENWOOD,GOVERNOR,,REPUBLICAN,Mark Sanford,9191
GREENWOOD,GOVERNOR,,DEMOCRAT,Tommy Moore,7616
GREENWOOD,GOVERNOR,,,WRITE-IN,20
HAMPTON,GOVERNOR,,REPUBLICAN,Mark Sanford,2028
HAMPTON,GOVERNOR,,DEMOCRAT,Tommy Moore,3970
HAMPTON,GOVERNOR,,,WRITE-IN,5
HORRY,GOVERNOR,,REPUBLICAN,Mark Sanford,34599
HORRY,GOVERNOR,,DEMOCRAT,Tommy Moore,20253
HORRY,GOVERNOR,,,WRITE-IN,59
JASPER,GOVERNOR,,REPUBLICAN,Mark Sanford,1531
JASPER,GOVERNOR,,DEMOCRAT,Tommy Moore,2673
JASPER,GOVERNOR,,,WRITE-IN,3
KERSHAW,GOVERNOR,,REPUBLICAN,Mark Sanford,9678
KERSHAW,GOVERNOR,,DEMOCRAT,Tommy Moore,7983
KERSHAW,GOVERNOR,,,WRITE-IN,11
LANCASTER,GOVERNOR,,REPUBLICAN,Mark Sanford,8012
LANCASTER,GOVERNOR,,DEMOCRAT,Tommy Moore,7534
LANCASTER,GOVERNOR,,,WRITE-IN,1
LAURENS,GOVERNOR,,REPUBLICAN,Mark Sanford,8407
LAURENS,GOVERNOR,,DEMOCRAT,Tommy Moore,6752
LAURENS,GOVERNOR,,,WRITE-IN,13
LEE,GOVERNOR,,REPUBLICAN,Mark Sanford,1698
LEE,GOVERNOR,,DEMOCRAT,Tommy Moore,3069
LEE,GOVERNOR,,,WRITE-IN,2
LEXINGTON,GOVERNOR,,REPUBLICAN,Mark Sanford,40016
LEXINGTON,GOVERNOR,,DEMOCRAT,Tommy Moore,27480
LEXINGTON,GOVERNOR,,,WRITE-IN,221
MCCORMICK,GOVERNOR,,REPUBLICAN,Mark Sanford,1432
MCCORMICK,GOVERNOR,,DEMOCRAT,Tommy Moore,1876
MCCORMICK,GOVERNOR,,,WRITE-IN,
MARION,GOVERNOR,,REPUBLICAN,Mark Sanford,2902
MARION,GOVERNOR,,DEMOCRAT,Tommy Moore,4496
MARION,GOVERNOR,,,WRITE-IN,2
MARLBORO,GOVERNOR,,REPUBLICAN,Mark Sanford,1996
MARLBORO,GOVERNOR,,DEMOCRAT,Tommy Moore,3405
MARLBORO,GOVERNOR,,,WRITE-IN,4
NEWBERRY,GOVERNOR,,REPUBLICAN,Mark Sanford,4789
NEWBERRY,GOVERNOR,,DEMOCRAT,Tommy Moore,5214
NEWBERRY,GOVERNOR,,,WRITE-IN,6
OCONEE,GOVERNOR,,REPUBLICAN,Mark Sanford,11980
OCONEE,GOVERNOR,,DEMOCRAT,Tommy Moore,7607
OCONEE,GOVERNOR,,,WRITE-IN,7
ORANGEBURG,GOVERNOR,,REPUBLICAN,Mark Sanford,8014
ORANGEBURG,GOVERNOR,,DEMOCRAT,Tommy Moore,15553
ORANGEBURG,GOVERNOR,,,WRITE-IN,12
PICKENS,GOVERNOR,,REPUBLICAN,Mark Sanford,18922
PICKENS,GOVERNOR,,DEMOCRAT,Tommy Moore,8712
PICKENS,GOVERNOR,,,WRITE-IN,29
RICHLAND,GOVERNOR,,REPUBLICAN,Mark Sanford,36044
RICHLAND,GOVERNOR,,DEMOCRAT,Tommy Moore,53363
RICHLAND,GOVERNOR,,,WRITE-IN,97
SALUDA,GOVERNOR,,REPUBLICAN,Mark Sanford,2658
SALUDA,GOVERNOR,,DEMOCRAT,Tommy Moore,2902
SALUDA,GOVERNOR,,,WRITE-IN,1
SPARTANBURG,GOVERNOR,,REPUBLICAN,Mark Sanford,37986
SPARTANBURG,GOVERNOR,,DEMOCRAT,Tommy Moore,24681
SPARTANBURG,GOVERNOR,,,WRITE-IN,39
SUMTER,GOVERNOR,,REPUBLICAN,Mark Sanford,10196
SUMTER,GOVERNOR,,DEMOCRAT,Tommy Moore,12510
SUMTER,GOVERNOR,,,WRITE-IN,6
UNION,GOVERNOR,,REPUBLICAN,Mark Sanford,3249
UNION,GOVERNOR,,DEMOCRAT,Tommy Moore,4650
UNION,GOVERNOR,,,WRITE-IN,6
WILLIAMSBURG,GOVERNOR,,REPUBLICAN,Mark Sanford,2869
WILLIAMSBURG,GOVERNOR,,DEMOCRAT,Tommy Moore,5949
WILLIAMSBURG,GOVERNOR,,,WRITE-IN,7
YORK,GOVERNOR,,REPUBLICAN,Mark Sanford,31434
YORK,GOVERNOR,,DEMOCRAT,Tommy Moore,20196
YORK,GOVERNOR,,,WRITE-IN,26
Totals,GOVERNOR,,REPUBLICAN,Mark Sanford,601868
Totals,GOVERNOR,,DEMOCRAT,Tommy Moore,489076
Totals,GOVERNOR,,,WRITE-IN,1012
ABBEVILLE,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,3240
ABBEVILLE,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,3441
ABBEVILLE,LIEUTENANT GOVERNOR,,,WRITE-IN,5
AIKEN,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,20695
AIKEN,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,19551
AIKEN,LIEUTENANT GOVERNOR,,,WRITE-IN,22
ALLENDALE,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,589
ALLENDALE,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,1684
ALLENDALE,LIEUTENANT GOVERNOR,,,WRITE-IN,1
ANDERSON,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,26785
ANDERSON,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,17850
ANDERSON,LIEUTENANT GOVERNOR,,,WRITE-IN,43
BAMBERG,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,1245
BAMBERG,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,2624
BAMBERG,LIEUTENANT GOVERNOR,,,WRITE-IN,1
BARNWELL,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,2459
BARNWELL,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,3305
BARNWELL,LIEUTENANT GOVERNOR,,,WRITE-IN,7
BEAUFORT,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,21612
BEAUFORT,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,17520
BEAUFORT,LIEUTENANT GOVERNOR,,,WRITE-IN,37
BERKELEY,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,17111
BERKELEY,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,16411
BERKELEY,LIEUTENANT GOVERNOR,,,WRITE-IN,39
CALHOUN,LIEUTENANT GOVERNOR,,REPUBLICAN,Andre Bauer,1987
CALHOUN,LIEUTENANT GOVERNOR,,DEMOCRAT,Robert Barber,2423
CALHOUN,LIEUTENANT GOVERNOR,,,WRITE-IN,5
