county,office,district,party,candidate,votes
ABBEVILLE,President,,DEM,Joe Biden,6
ABBEVILLE,President,,DEM,Hillary Clinton,738
ABBEVILLE,President,,DEM,Chris Dodd,1
ABBEVILLE,President,,DEM,John Edwards,802
ABBEVILLE,President,,DEM,Mike Gravel,2
ABBEVILLE,President,,DEM,Dennis Kucinich,2
ABBEVILLE,President,,DEM,Barack Obama,2006
ABBEVILLE,President,,DEM,Bill Richardson,1
AIKEN,President,,DEM,Joe Biden,18
AIKEN,President,,DEM,Hillary Clinton,4901
AIKEN,President,,DEM,Chris Dodd,11
AIKEN,President,,DEM,John Edwards,1866
AIKEN,President,,DEM,Mike Gravel,10
AIKEN,President,,DEM,Dennis Kucinich,15
AIKEN,President,,DEM,Barack Obama,7768
AIKEN,President,,DEM,Bill Richardson,29
ALLENDALE,President,,DEM,Joe Biden,4
ALLENDALE,President,,DEM,Hillary Clinton,392
ALLENDALE,President,,DEM,Chris Dodd,0
ALLENDALE,President,,DEM,John Edwards,92
ALLENDALE,President,,DEM,Mike Gravel,1
ALLENDALE,President,,DEM,Dennis Kucinich,4
ALLENDALE,President,,DEM,Barack Obama,951
ALLENDALE,President,,DEM,Bill Richardson,4
ANDERSON,President,,DEM,Joe Biden,11
ANDERSON,President,,DEM,Hillary Clinton,5485
ANDERSON,President,,DEM,Chris Dodd,5
ANDERSON,President,,DEM,John Edwards,5603
ANDERSON,President,,DEM,Mike Gravel,7
ANDERSON,President,,DEM,Dennis Kucinich,10
ANDERSON,President,,DEM,Barack Obama,6315
ANDERSON,President,,DEM,Bill Richardson,16
BAMBERG,President,,DEM,Joe Biden,11
BAMBERG,President,,DEM,Hillary Clinton,751
BAMBERG,President,,DEM,Chris Dodd,3
BAMBERG,President,,DEM,John Edwards,222
BAMBERG,President,,DEM,Mike Gravel,3
BAMBERG,President,,DEM,Dennis Kucinich,9
BAMBERG,President,,DEM,Barack Obama,1720
BAMBERG,President,,DEM,Bill Richardson,5
BARNWELL,President,,DEM,Joe Biden,5
BARNWELL,President,,DEM,Hillary Clinton,820
BARNWELL,President,,DEM,Chris Dodd,2
BARNWELL,President,,DEM,John Edwards,273
BARNWELL,President,,DEM,Mike Gravel,1
BARNWELL,President,,DEM,Dennis Kucinich,3
BARNWELL,President,,DEM,Barack Obama,1632
BARNWELL,President,,DEM,Bill Richardson,4
BEAUFORT,President,,DEM,Joe Biden,39
BEAUFORT,President,,DEM,Hillary Clinton,5115
BEAUFORT,President,,DEM,Chris Dodd,4
BEAUFORT,President,,DEM,John Edwards,2239
BEAUFORT,President,,DEM,Mike Gravel,5
BEAUFORT,President,,DEM,Dennis Kucinich,15
BEAUFORT,President,,DEM,Barack Obama,9550
BEAUFORT,President,,DEM,Bill Richardson,27
BERKELEY,President,,DEM,Joe Biden,23
BERKELEY,President,,DEM,Hillary Clinton,3880
BERKELEY,President,,DEM,Chris Dodd,14
BERKELEY,President,,DEM,John Edwards,2676
BERKELEY,President,,DEM,Mike Gravel,8
BERKELEY,President,,DEM,Dennis Kucinich,18
BERKELEY,President,,DEM,Barack Obama,9869
BERKELEY,President,,DEM,Bill Richardson,38
CALHOUN,President,,DEM,Joe Biden,4
CALHOUN,President,,DEM,Hillary Clinton,699
CALHOUN,President,,DEM,Chris Dodd,0
CALHOUN,President,,DEM,John Edwards,413
CALHOUN,President,,DEM,Mike Gravel,2
CALHOUN,President,,DEM,Dennis Kucinich,5
CALHOUN,President,,DEM,Barack Obama,1607
CALHOUN,President,,DEM,Bill Richardson,4
CHARLESTON,President,,DEM,Joe Biden,67
CHARLESTON,President,,DEM,Hillary Clinton,11287
CHARLESTON,President,,DEM,Chris Dodd,18
CHARLESTON,President,,DEM,John Edwards,6438
CHARLESTON,President,,DEM,Mike Gravel,39
CHARLESTON,President,,DEM,Dennis Kucinich,56
CHARLESTON,President,,DEM,Barack Obama,30073
CHARLESTON,President,,DEM,Bill Richardson,66
CHEROKEE,President,,DEM,Joe Biden,3
CHEROKEE,President,,DEM,Hillary Clinton,1238
CHEROKEE,President,,DEM,Chris Dodd,3
CHEROKEE,President,,DEM,John Edwards,1495
CHEROKEE,President,,DEM,Mike Gravel,0
CHEROKEE,President,,DEM,Dennis Kucinich,3
CHEROKEE,President,,DEM,Barack Obama,2025
CHEROKEE,President,,DEM,Bill Richardson,3
CHESTER,President,,DEM,Joe Biden,9
CHESTER,President,,DEM,Hillary Clinton,1089
CHESTER,President,,DEM,Chris Dodd,5
CHESTER,President,,DEM,John Edwards,650
CHESTER,President,,DEM,Mike Gravel,0
CHESTER,President,,DEM,Dennis Kucinich,6
CHESTER,President,,DEM,Barack Obama,2558
CHESTER,President,,DEM,Bill Richardson,6
CHESTERFIELD,President,,DEM,Joe Biden,12
CHESTERFIELD,President,,DEM,Hillary Clinton,1468
CHESTERFIELD,President,,DEM,Chris Dodd,8
CHESTERFIELD,President,,DEM,John Edwards,1290
CHESTERFIELD,President,,DEM,Mike Gravel,1
CHESTERFIELD,President,,DEM,Dennis Kucinich,5
CHESTERFIELD,President,,DEM,Barack Obama,2737
CHESTERFIELD,President,,DEM,Bill Richardson,7
CLARENDON,President,,DEM,Joe Biden,9
CLARENDON,President,,DEM,Hillary Clinton,1155
CLARENDON,President,,DEM,Chris Dodd,4
CLARENDON,President,,DEM,John Edwards,803
CLARENDON,President,,DEM,Mike Gravel,1
CLARENDON,President,,DEM,Dennis Kucinich,9
CLARENDON,President,,DEM,Barack Obama,4079
CLARENDON,President,,DEM,Bill Richardson,18
COLLETON,President,,DEM,Joe Biden,5
COLLETON,President,,DEM,Hillary Clinton,1119
COLLETON,President,,DEM,Chris Dodd,2
COLLETON,President,,DEM,John Edwards,855
COLLETON,President,,DEM,Mike Gravel,0
COLLETON,President,,DEM,Dennis Kucinich,9
COLLETON,President,,DEM,Barack Obama,2979
COLLETON,President,,DEM,Bill Richardson,14
DARLINGTON,President,,DEM,Joe Biden,11
DARLINGTON,President,,DEM,Hillary Clinton,1911
DARLINGTON,President,,DEM,Chris Dodd,3
DARLINGTON,President,,DEM,John Edwards,1282
DARLINGTON,President,,DEM,Mike Gravel,5
DARLINGTON,President,,DEM,Dennis Kucinich,16
DARLINGTON,President,,DEM,Barack Obama,5672
DARLINGTON,President,,DEM,Bill Richardson,19
DILLON,President,,DEM,Joe Biden,5
DILLON,President,,DEM,Hillary Clinton,814
DILLON,President,,DEM,Chris Dodd,2
DILLON,President,,DEM,John Edwards,692
DILLON,President,,DEM,Mike Gravel,0
