county,precinct,office,district,party,candidate,votes,failsafe_provisional,failsafe,absentee_by_mail,election_day,in-person_absentee,provisional
Marlboro,BRIGHTSVILLE,Sheriff,,REP,James Pauling,7,0,0,0,7,0,0
Marlboro,BROWNSVILLE,Sheriff,,REP,James Pauling,3,0,0,0,3,0,0
Marlboro,RED HILL,Sheriff,,REP,James Pauling,10,0,0,2,8,0,0
Marlboro,TATUM,Sheriff,,REP,James Pauling,11,0,0,1,6,4,0
Marlboro,WALLACE,Sheriff,,REP,James Pauling,47,0,0,0,44,3,0
Marlboro,QUICKS X ROADS,Sheriff,,REP,James Pauling,17,0,0,0,15,2,0
Marlboro,CLIO,Sheriff,,REP,James Pauling,37,0,0,19,14,4,0
Marlboro,MCCOLL,Sheriff,,REP,James Pauling,56,0,0,31,20,5,0
Marlboro,EAST MCCOLL,Sheriff,,REP,James Pauling,72,0,0,39,29,4,0
Marlboro,E BENNETTSVILLE,Sheriff,,REP,James Pauling,19,0,0,5,9,5,0
Marlboro,W BENNETTSVILLE,Sheriff,,REP,James Pauling,26,0,0,4,7,15,0
Marlboro,S BENNETTSVILLE,Sheriff,,REP,James Pauling,4,0,0,1,0,3,0
Marlboro,N BENNETTSVILLE,Sheriff,,REP,James Pauling,30,0,0,1,18,11,0
Marlboro,Failsafe,Sheriff,,REP,James Pauling,0,0,0,0,0,0,0
Marlboro,Provisional,Sheriff,,REP,James Pauling,0,0,0,0,0,0,0
Marlboro,Failsafe Provisional,Sheriff,,REP,James Pauling,0,0,0,0,0,0,0
Marlboro,ADAMSVILLE,Clerk of Court,,DEM,Kireem Liles,44,0,0,1,36,7,0
Marlboro,BLENHEIM,Clerk of Court,,DEM,Kireem Liles,22,0,0,0,13,9,0
Marlboro,BRIGHTSVILLE,Clerk of Court,,DEM,Kireem Liles,102,0,0,34,49,19,0
Marlboro,BROWNSVILLE,Clerk of Court,,DEM,Kireem Liles,16,0,0,0,12,4,0
Marlboro,RED HILL,Clerk of Court,,DEM,Kireem Liles,121,0,0,10,73,38,0
Marlboro,TATUM,Clerk of Court,,DEM,Kireem Liles,47,0,0,0,40,7,0
Marlboro,WALLACE,Clerk of Court,,DEM,Kireem Liles,69,0,0,4,48,17,0
Marlboro,QUICKS X ROADS,Clerk of Court,,DEM,Kireem Liles,133,0,0,35,63,35,0
Marlboro,CLIO,Clerk of Court,,DEM,Kireem Liles,190,0,0,11,139,40,0
Marlboro,MCCOLL,Clerk of Court,,DEM,Kireem Liles,51,0,0,2,42,7,0
Marlboro,EAST MCCOLL,Clerk of Court,,DEM,Kireem Liles,20,0,0,3,10,7,0
Marlboro,E BENNETTSVILLE,Clerk of Court,,DEM,Kireem Liles,262,0,0,73,108,81,0
Marlboro,W BENNETTSVILLE,Clerk of Court,,DEM,Kireem Liles,333,0,0,81,108,144,0
Marlboro,S BENNETTSVILLE,Clerk of Court,,DEM,Kireem Liles,172,0,0,43,65,64,0
Marlboro,N BENNETTSVILLE,Clerk of Court,,DEM,Kireem Liles,365,0,0,82,152,131,0
Marlboro,Failsafe,Clerk of Court,,DEM,Kireem Liles,10,0,10,0,0,0,0
Marlboro,Provisional,Clerk of Court,,DEM,Kireem Liles,2,0,0,0,0,0,2
Marlboro,Failsafe Provisional,Clerk of Court,,DEM,Kireem Liles,1,1,0,0,0,0,0
Marlboro,ADAMSVILLE,Clerk of Court,,DEM,Anita M Joy Williams,51,0,0,8,31,12,0
Marlboro,BLENHEIM,Clerk of Court,,DEM,Anita M Joy Williams,54,0,0,1,36,17,0
Marlboro,BRIGHTSVILLE,Clerk of Court,,DEM,Anita M Joy Williams,87,0,0,7,60,20,0
Marlboro,BROWNSVILLE,Clerk of Court,,DEM,Anita M Joy Williams,47,0,0,8,29,10,0
Marlboro,RED HILL,Clerk of Court,,DEM,Anita M Joy Williams,220,0,0,23,132,65,0
Marlboro,TATUM,Clerk of Court,,DEM,Anita M Joy Williams,44,0,0,5,31,8,0
Marlboro,WALLACE,Clerk of Court,,DEM,Anita M Joy Williams,139,0,0,8,96,35,0
Marlboro,QUICKS X ROADS,Clerk of Court,,DEM,Anita M Joy Williams,115,0,0,9,74,32,0
Marlboro,CLIO,Clerk of Court,,DEM,Anita M Joy Williams,218,0,0,32,136,50,0
Marlboro,MCCOLL,Clerk of Court,,DEM,Anita M Joy Williams,117,0,0,28,60,29,0
Marlboro,EAST MCCOLL,Clerk of Court,,DEM,Anita M Joy Williams,77,0,0,13,53,11,0
Marlboro,E BENNETTSVILLE,Clerk of Court,,DEM,Anita M Joy Williams,204,0,0,33,83,88,0
Marlboro,W BENNETTSVILLE,Clerk of Court,,DEM,Anita M Joy Williams,261,0,0,49,87,125,0
Marlboro,S BENNETTSVILLE,Clerk of Court,,DEM,Anita M Joy Williams,101,0,0,18,41,42,0
Marlboro,N BENNETTSVILLE,Clerk of Court,,DEM,Anita M Joy Williams,466,0,0,52,186,228,0
Marlboro,Failsafe,Clerk of Court,,DEM,Anita M Joy Williams,3,0,3,0,0,0,0
Marlboro,Provisional,Clerk of Court,,DEM,Anita M Joy Williams,2,0,0,0,0,0,2
Marlboro,Failsafe Provisional,Clerk of Court,,DEM,Anita M Joy Williams,1,1,0,0,0,0,0
Marlboro,ADAMSVILLE,County Council District 2,,DEM,Dwayne Byers,7,0,0,0,6,1,0
Marlboro,BRIGHTSVILLE,County Council District 2,,DEM,Dwayne Byers,17,0,0,5,6,6,0
Marlboro,RED HILL,County Council District 2,,DEM,Dwayne Byers,6,0,0,4,1,1,0
Marlboro,QUICKS X ROADS,County Council District 2,,DEM,Dwayne Byers,15,0,0,3,9,3,0
Marlboro,W BENNETTSVILLE,County Council District 2,,DEM,Dwayne Byers,54,0,0,10,28,16,0
Marlboro,N BENNETTSVILLE,County Council District 2,,DEM,Dwayne Byers,18,0,0,2,1,15,0
Marlboro,Failsafe,County Council District 2,,DEM,Dwayne Byers,1,0,1,0,0,0,0
Marlboro,Provisional,County Council District 2,,DEM,Dwayne Byers,0,0,0,0,0,0,0
Marlboro,Failsafe Provisional,County Council District 2,,DEM,Dwayne Byers,0,0,0,0,0,0,0
Marlboro,ADAMSVILLE,County Council District 2,,DEM,Willie Gladden,16,0,0,2,10,4,0
Marlboro,BRIGHTSVILLE,County Council District 2,,DEM,Willie Gladden,59,0,0,4,38,17,0
Marlboro,RED HILL,County Council District 2,,DEM,Willie Gladden,15,0,0,13,1,1,0
Marlboro,QUICKS X ROADS,County Council District 2,,DEM,Willie Gladden,24,0,0,4,9,11,0
Marlboro,W BENNETTSVILLE,County Council District 2,,DEM,Willie Gladden,74,0,0,30,13,31,0
Marlboro,N BENNETTSVILLE,County Council District 2,,DEM,Willie Gladden,23,0,0,8,5,10,0
Marlboro,Failsafe,County Council District 2,,DEM,Willie Gladden,1,0,1,0,0,0,0
Marlboro,Provisional,County Council District 2,,DEM,Willie Gladden,0,0,0,0,0,0,0
Marlboro,Failsafe Provisional,County Council District 2,,DEM,Willie Gladden,0,0,0,0,0,0,0
Marlboro,ADAMSVILLE,County Council District 2,,DEM,Damien E Johnson,27,0,0,3,14,10,0
Marlboro,BRIGHTSVILLE,County Council District 2,,DEM,Damien E Johnson,86,0,0,29,44,13,0
Marlboro,RED HILL,County Council District 2,,DEM,Damien E Johnson,21,0,0,12,6,3,0
Marlboro,QUICKS X ROADS,County Council District 2,,DEM,Damien E Johnson,38,0,0,20,10,8,0
Marlboro,W BENNETTSVILLE,County Council District 2,,DEM,Damien E Johnson,120,0,0,26,39,55,0
Marlboro,N BENNETTSVILLE,County Council District 2,,DEM,Damien E Johnson,41,0,0,8,13,20,0
Marlboro,Failsafe,County Council District 2,,DEM,Damien E Johnson,1,0,1,0,0,0,0
Marlboro,Provisional,County Council District 2,,DEM,Damien E Johnson,0,0,0,0,0,0,0
Marlboro,Failsafe Provisional,County Council District 2,,DEM,Damien E Johnson,0,0,0,0,0,0,0
Marlboro,ADAMSVILLE,Advisory Question 1,,NON,Yes,27,0,0,2,19,6,0
Marlboro,BLENHEIM,Advisory Question 1,,NON,Yes,26,0,0,1,22,3,0
Marlboro,BRIGHTSVILLE,Advisory Question 1,,NON,Yes,28,0,0,0,27,1,0
Marlboro,BROWNSVILLE,Advisory Question 1,,NON,Yes,17,0,0,1,16,0,0
Marlboro,RED HILL,Advisory Question 1,,NON,Yes,49,0,0,4,33,12,0
Marlboro,TATUM,Advisory Question 1,,NON,Yes,22,0,0,1,18,3,0
Marlboro,WALLACE,Advisory Question 1,,NON,Yes,78,0,0,2,73,3,0
Marlboro,QUICKS X ROADS,Advisory Question 1,,NON,Yes,35,0,0,0,31,4,0
Marlboro,CLIO,Advisory Question 1,,NON,Yes,56,0,0,20,29,7,0
Marlboro,MCCOLL,Advisory Question 1,,NON,Yes,138,0,0,63,64,11,0
Marlboro,EAST MCCOLL,Advisory Question 1,,NON,Yes,121,0,0,51,60,10,0
Marlboro,E BENNETTSVILLE,Advisory Question 1,,NON,Yes,41,0,0,5,23,13,0
Marlboro,W BENNETTSVILLE,Advisory Question 1,,NON,Yes,53,0,0,5,20,28,0
Marlboro,S BENNETTSVILLE,Advisory Question 1,,NON,Yes,14,0,0,1,7,6,0
Marlboro,N BENNETTSVILLE,Advisory Question 1,,NON,Yes,101,0,0,5,56,40,0
Marlboro,Failsafe,Advisory Question 1,,NON,Yes,0,0,0,0,0,0,0
Marlboro,Provisional,Advisory Question 1,,NON,Yes,1,0,0,0,0,0,1
Marlboro,Failsafe Provisional,Advisory Question 1,,NON,Yes,3,3,0,0,0,0,0
Marlboro,ADAMSVILLE,Advisory Question 1,,NON,No,2,0,0,0,2,0,0
Marlboro,BLENHEIM,Advisory Question 1,,NON,No,4,0,0,0,4,0,0
Marlboro,BRIGHTSVILLE,Advisory Question 1,,NON,No,1,0,0,0,1,0,0
Marlboro,BROWNSVILLE,Advisory Question 1,,NON,No,6,0,0,1,5,0,0
Marlboro,RED HILL,Advisory Question 1,,NON,No,4,0,0,0,3,1,0
Marlboro,TATUM,Advisory Question 1,,NON,No,3,0,0,0,2,1,0
Marlboro,WALLACE,Advisory Question 1,,NON,No,7,0,0,0,7,0,0
Marlboro,QUICKS X ROADS,Advisory Question 1,,NON,No,1,0,0,0,1,0,0
Marlboro,CLIO,Advisory Question 1,,NON,No,5,0,0,0,5,0,0
Marlboro,MCCOLL,Advisory Question 1,,NON,No,2,0,0,0,2,0,0
Marlboro,EAST MCCOLL,Advisory Question 1,,NON,No,6,0,0,0,6,0,0
Marlboro,E BENNETTSVILLE,Advisory Question 1,,NON,No,8,0,0,0,4,4,0
Marlboro,W BENNETTSVILLE,Advisory Question 1,,NON,No,3,0,0,0,2,1,0
Marlboro,S BENNETTSVILLE,Advisory Question 1,,NON,No,0,0,0,0,0,0,0
Marlboro,N BENNETTSVILLE,Advisory Question 1,,NON,No,12,0,0,0,7,5,0
Marlboro,Failsafe,Advisory Question 1,,NON,No,1,0,1,0,0,0,0
Marlboro,Provisional,Advisory Question 1,,NON,No,0,0,0,0,0,0,0
Marlboro,Failsafe Provisional,Advisory Question 1,,NON,No,0,0,0,0,0,0,0
Marlboro,ADAMSVILLE,Advisory Question 2,,REP,Yes,23,0,0,2,18,3,0
Marlboro,BLENHEIM,Advisory Question 2,,REP,Yes,27,0,0,0,24,3,0
Marlboro,BRIGHTSVILLE,Advisory Question 2,,REP,Yes,20,0,0,0,19,1,0
Marlboro,BROWNSVILLE,Advisory Question 2,,REP,Yes,13,0,0,0,13,0,0
Marlboro,RED HILL,Advisory Question 2,,REP,Yes,42,0,0,3,29,10,0
Marlboro,TATUM,Advisory Question 2,,REP,Yes,18,0,0,1,14,3,0
Marlboro,WALLACE,Advisory Question 2,,REP,Yes,67,0,0,2,62,3,0
Marlboro,QUICKS X ROADS,Advisory Question 2,,REP,Yes,30,0,0,0,28,2,0
Marlboro,CLIO,Advisory Question 2,,REP,Yes,49,0,0,19,26,4,0
Marlboro,MCCOLL,Advisory Question 2,,REP,Yes,112,0,0,53,53,6,0
Marlboro,EAST MCCOLL,Advisory Question 2,,REP,Yes,96,0,0,43,47,6,0
Marlboro,E BENNETTSVILLE,Advisory Question 2,,REP,Yes,37,0,0,3,19,15,0
Marlboro,W BENNETTSVILLE,Advisory Question 2,,REP,Yes,34,0,0,4,15,15,0
Marlboro,S BENNETTSVILLE,Advisory Question 2,,REP,Yes,12,0,0,1,6,5,0
Marlboro,N BENNETTSVILLE,Advisory Question 2,,REP,Yes,87,0,0,4,46,37,0
Marlboro,Failsafe,Advisory Question 2,,REP,Yes,1,0,1,0,0,0,0
Marlboro,Provisional,Advisory Question 2,,REP,Yes,0,0,0,0,0,0,0
Marlboro,Failsafe Provisional,Advisory Question 2,,REP,Yes,3,3,0,0,0,0,0
Marlboro,ADAMSVILLE,Advisory Question 2,,REP,No,5,0,0,0,3,2,0
Marlboro,BLENHEIM,Advisory Question 2,,REP,No,3,0,0,1,2,0,0
Marlboro,BRIGHTSVILLE,Advisory Question 2,,REP,No,9,0,0,0,9,0,0
Marlboro,BROWNSVILLE,Advisory Question 2,,REP,No,10,0,0,2,8,0,0
Marlboro,RED HILL,Advisory Question 2,,REP,No,13,0,0,1,8,4,0
Marlboro,TATUM,Advisory Question 2,,REP,No,7,0,0,0,6,1,0
Marlboro,WALLACE,Advisory Question 2,,REP,No,19,0,0,0,19,0,0
Marlboro,QUICKS X ROADS,Advisory Question 2,,REP,No,6,0,0,0,4,2,0
Marlboro,CLIO,Advisory Question 2,,REP,No,12,0,0,0,9,3,0
Marlboro,MCCOLL,Advisory Question 2,,REP,No,26,0,0,9,12,5,0
Marlboro,EAST MCCOLL,Advisory Question 2,,REP,No,28,0,0,7,18,3,0
Marlboro,E BENNETTSVILLE,Advisory Question 2,,REP,No,12,0,0,2,7,3,0
Marlboro,W BENNETTSVILLE,Advisory Question 2,,REP,No,19,0,0,1,6,12,0
Marlboro,S BENNETTSVILLE,Advisory Question 2,,REP,No,2,0,0,0,1,1,0
Marlboro,N BENNETTSVILLE,Advisory Question 2,,REP,No,25,0,0,1,16,8,0
Marlboro,Failsafe,Advisory Question 2,,REP,No,0,0,0,0,0,0,0
Marlboro,Provisional,Advisory Question 2,,REP,No,1,0,0,0,0,0,1
Marlboro,Failsafe Provisional,Advisory Question 2,,REP,No,0,0,0,0,0,0,0
McCormick,Mt. Carmel,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,67,0,0,2,62,3,0
McCormick,Monticello,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,46,0,0,13,15,18,0
McCormick,Savannah,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,133,0,0,39,57,37,0
McCormick,Willington,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,48,0,0,16,29,3,0
McCormick,McCormick No. 1,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,257,0,0,36,139,82,0
McCormick,Bethany,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,91,0,0,8,64,19,0
McCormick,McCormick No. 2,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,197,0,0,20,121,56,0
McCormick,Plum Branch,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,202,0,0,27,132,43,0
McCormick,Parksville,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,11,0,0,2,9,0,0
McCormick,Modoc,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,9,0,0,4,4,1,0
McCormick,Clark's Hill,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,50,0,0,0,49,1,0
McCormick,Failsafe,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,3,0,3,0,0,0,0
McCormick,Provisional,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,BALLOTS CAST,,DEM,BALLOTS CAST - Democratic,0,0,0,0,0,0,0
McCormick,Mt. Carmel,BALLOTS CAST,,REP,BALLOTS CAST - Republican,7,0,0,0,7,0,0
McCormick,Monticello,BALLOTS CAST,,REP,BALLOTS CAST - Republican,249,0,0,21,156,72,0
McCormick,Savannah,BALLOTS CAST,,REP,BALLOTS CAST - Republican,698,0,0,104,407,187,0
McCormick,Willington,BALLOTS CAST,,REP,BALLOTS CAST - Republican,26,0,0,0,26,0,0
McCormick,McCormick No. 1,BALLOTS CAST,,REP,BALLOTS CAST - Republican,80,0,0,9,59,12,0
McCormick,Bethany,BALLOTS CAST,,REP,BALLOTS CAST - Republican,27,0,0,4,20,3,0
McCormick,McCormick No. 2,BALLOTS CAST,,REP,BALLOTS CAST - Republican,57,0,0,3,43,11,0
McCormick,Plum Branch,BALLOTS CAST,,REP,BALLOTS CAST - Republican,85,0,0,6,71,8,0
McCormick,Parksville,BALLOTS CAST,,REP,BALLOTS CAST - Republican,45,0,0,0,44,1,0
McCormick,Modoc,BALLOTS CAST,,REP,BALLOTS CAST - Republican,94,0,0,0,92,2,0
McCormick,Clark's Hill,BALLOTS CAST,,REP,BALLOTS CAST - Republican,71,0,0,2,64,5,0
McCormick,Failsafe,BALLOTS CAST,,REP,BALLOTS CAST - Republican,0,0,0,0,0,0,0
McCormick,Provisional,BALLOTS CAST,,REP,BALLOTS CAST - Republican,1,0,0,0,0,0,1
McCormick,Failsafe Provisional,BALLOTS CAST,,REP,BALLOTS CAST - Republican,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,REP,Duke Buckner,0,0,0,0,0,0,0
McCormick,Monticello,U.S. Senate,,REP,Duke Buckner,14,0,0,1,11,2,0
McCormick,Savannah,U.S. Senate,,REP,Duke Buckner,16,0,0,3,11,2,0
McCormick,Willington,U.S. Senate,,REP,Duke Buckner,1,0,0,0,1,0,0
McCormick,McCormick No. 1,U.S. Senate,,REP,Duke Buckner,7,0,0,0,6,1,0
McCormick,Bethany,U.S. Senate,,REP,Duke Buckner,0,0,0,0,0,0,0
McCormick,McCormick No. 2,U.S. Senate,,REP,Duke Buckner,0,0,0,0,0,0,0
McCormick,Plum Branch,U.S. Senate,,REP,Duke Buckner,3,0,0,0,2,1,0
McCormick,Parksville,U.S. Senate,,REP,Duke Buckner,2,0,0,0,2,0,0
McCormick,Modoc,U.S. Senate,,REP,Duke Buckner,4,0,0,0,4,0,0
McCormick,Clark's Hill,U.S. Senate,,REP,Duke Buckner,2,0,0,0,2,0,0
McCormick,Failsafe,U.S. Senate,,REP,Duke Buckner,0,0,0,0,0,0,0
McCormick,Provisional,U.S. Senate,,REP,Duke Buckner,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. Senate,,REP,Duke Buckner,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,REP,Lindsey Graham,5,0,0,0,5,0,0
McCormick,Monticello,U.S. Senate,,REP,Lindsey Graham,194,0,0,16,108,70,0
McCormick,Savannah,U.S. Senate,,REP,Lindsey Graham,595,0,0,84,345,166,0
McCormick,Willington,U.S. Senate,,REP,Lindsey Graham,19,0,0,0,19,0,0
McCormick,McCormick No. 1,U.S. Senate,,REP,Lindsey Graham,62,0,0,9,43,10,0
McCormick,Bethany,U.S. Senate,,REP,Lindsey Graham,21,0,0,3,15,3,0
McCormick,McCormick No. 2,U.S. Senate,,REP,Lindsey Graham,54,0,0,3,40,11,0
McCormick,Plum Branch,U.S. Senate,,REP,Lindsey Graham,68,0,0,6,55,7,0
McCormick,Parksville,U.S. Senate,,REP,Lindsey Graham,39,0,0,0,38,1,0
McCormick,Modoc,U.S. Senate,,REP,Lindsey Graham,81,0,0,0,79,2,0
McCormick,Clark's Hill,U.S. Senate,,REP,Lindsey Graham,56,0,0,0,51,5,0
McCormick,Failsafe,U.S. Senate,,REP,Lindsey Graham,0,0,0,0,0,0,0
McCormick,Provisional,U.S. Senate,,REP,Lindsey Graham,1,0,0,0,0,0,1
McCormick,Failsafe Provisional,U.S. Senate,,REP,Lindsey Graham,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,REP,Michael LaPierre,2,0,0,0,2,0,0
McCormick,Monticello,U.S. Senate,,REP,Michael LaPierre,16,0,0,4,12,0,0
McCormick,Savannah,U.S. Senate,,REP,Michael LaPierre,44,0,0,7,28,9,0
McCormick,Willington,U.S. Senate,,REP,Michael LaPierre,3,0,0,0,3,0,0
McCormick,McCormick No. 1,U.S. Senate,,REP,Michael LaPierre,7,0,0,0,6,1,0
McCormick,Bethany,U.S. Senate,,REP,Michael LaPierre,5,0,0,1,4,0,0
McCormick,McCormick No. 2,U.S. Senate,,REP,Michael LaPierre,2,0,0,0,2,0,0
McCormick,Plum Branch,U.S. Senate,,REP,Michael LaPierre,10,0,0,0,10,0,0
McCormick,Parksville,U.S. Senate,,REP,Michael LaPierre,1,0,0,0,1,0,0
McCormick,Modoc,U.S. Senate,,REP,Michael LaPierre,7,0,0,0,7,0,0
McCormick,Clark's Hill,U.S. Senate,,REP,Michael LaPierre,8,0,0,2,6,0,0
McCormick,Failsafe,U.S. Senate,,REP,Michael LaPierre,0,0,0,0,0,0,0
McCormick,Provisional,U.S. Senate,,REP,Michael LaPierre,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. Senate,,REP,Michael LaPierre,0,0,0,0,0,0,0
McCormick,Mt. Carmel,U.S. Senate,,REP,Joe Reynolds,0,0,0,0,0,0,0
McCormick,Monticello,U.S. Senate,,REP,Joe Reynolds,20,0,0,0,20,0,0
McCormick,Savannah,U.S. Senate,,REP,Joe Reynolds,38,0,0,8,20,10,0
McCormick,Willington,U.S. Senate,,REP,Joe Reynolds,3,0,0,0,3,0,0
McCormick,McCormick No. 1,U.S. Senate,,REP,Joe Reynolds,4,0,0,0,4,0,0
McCormick,Bethany,U.S. Senate,,REP,Joe Reynolds,0,0,0,0,0,0,0
McCormick,McCormick No. 2,U.S. Senate,,REP,Joe Reynolds,1,0,0,0,1,0,0
McCormick,Plum Branch,U.S. Senate,,REP,Joe Reynolds,3,0,0,0,3,0,0
McCormick,Parksville,U.S. Senate,,REP,Joe Reynolds,1,0,0,0,1,0,0
McCormick,Modoc,U.S. Senate,,REP,Joe Reynolds,2,0,0,0,2,0,0
McCormick,Clark's Hill,U.S. Senate,,REP,Joe Reynolds,5,0,0,0,5,0,0
McCormick,Failsafe,U.S. Senate,,REP,Joe Reynolds,0,0,0,0,0,0,0
McCormick,Provisional,U.S. Senate,,REP,Joe Reynolds,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,U.S. Senate,,REP,Joe Reynolds,0,0,0,0,0,0,0
McCormick,Mt. Carmel,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,37,0,0,1,35,1,0
McCormick,Monticello,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,17,0,0,3,5,9,0
McCormick,Savannah,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,52,0,0,12,21,19,0
McCormick,Willington,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,36,0,0,16,17,3,0
McCormick,McCormick No. 1,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,141,0,0,28,69,44,0
McCormick,Bethany,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,41,0,0,5,26,10,0
McCormick,McCormick No. 2,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,84,0,0,10,52,22,0
McCormick,Plum Branch,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,98,0,0,16,58,24,0
McCormick,Parksville,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,1,0,0,0,1,0,0
McCormick,Modoc,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,4,0,0,3,1,0,0
McCormick,Clark's Hill,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,37,0,0,0,36,1,0
McCormick,Failsafe,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,1,0,1,0,0,0,0
McCormick,Provisional,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,"U.S. House of Representatives, District 3",3,DEM,Hosea Cleveland,0,0,0,0,0,0,0
McCormick,Mt. Carmel,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,26,0,0,1,23,2,0
McCormick,Monticello,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,28,0,0,10,10,8,0
McCormick,Savannah,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,79,0,0,26,35,18,0
McCormick,Willington,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,12,0,0,0,12,0,0
McCormick,McCormick No. 1,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,102,0,0,5,64,33,0
McCormick,Bethany,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,38,0,0,2,29,7,0
McCormick,McCormick No. 2,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,100,0,0,5,64,31,0
McCormick,Plum Branch,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,83,0,0,7,57,19,0
McCormick,Parksville,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,6,0,0,0,6,0,0
McCormick,Modoc,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,5,0,0,1,3,1,0
McCormick,Clark's Hill,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,9,0,0,0,9,0,0
McCormick,Failsafe,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,1,0,1,0,0,0,0
McCormick,Provisional,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,"U.S. House of Representatives, District 3",3,DEM,Mark D Welch,0,0,0,0,0,0,0
McCormick,Mt. Carmel,"State Senate, District 10",10,REP,Billy Garrett,6,0,0,0,6,0,0
McCormick,Monticello,"State Senate, District 10",10,REP,Billy Garrett,167,0,0,16,91,60,0
McCormick,Willington,"State Senate, District 10",10,REP,Billy Garrett,10,0,0,0,10,0,0
McCormick,McCormick No. 1,"State Senate, District 10",10,REP,Billy Garrett,57,0,0,5,43,9,0
McCormick,Bethany,"State Senate, District 10",10,REP,Billy Garrett,17,0,0,4,10,3,0
McCormick,Failsafe,"State Senate, District 10",10,REP,Billy Garrett,0,0,0,0,0,0,0
McCormick,Provisional,"State Senate, District 10",10,REP,Billy Garrett,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,"State Senate, District 10",10,REP,Billy Garrett,0,0,0,0,0,0,0
McCormick,Mt. Carmel,"State Senate, District 10",10,REP,Bryan Hope,0,0,0,0,0,0,0
McCormick,Monticello,"State Senate, District 10",10,REP,Bryan Hope,71,0,0,3,56,12,0
McCormick,Willington,"State Senate, District 10",10,REP,Bryan Hope,7,0,0,0,7,0,0
McCormick,McCormick No. 1,"State Senate, District 10",10,REP,Bryan Hope,22,0,0,4,16,2,0
McCormick,Bethany,"State Senate, District 10",10,REP,Bryan Hope,5,0,0,0,5,0,0
McCormick,Failsafe,"State Senate, District 10",10,REP,Bryan Hope,0,0,0,0,0,0,0
McCormick,Provisional,"State Senate, District 10",10,REP,Bryan Hope,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,"State Senate, District 10",10,REP,Bryan Hope,0,0,0,0,0,0,0
McCormick,Mt. Carmel,"State Senate, District 25",25,REP,Shane Massey,1,0,0,0,1,0,0
McCormick,Savannah,"State Senate, District 25",25,REP,Shane Massey,615,0,0,93,356,166,0
McCormick,Willington,"State Senate, District 25",25,REP,Shane Massey,6,0,0,0,6,0,0
McCormick,McCormick No. 2,"State Senate, District 25",25,REP,Shane Massey,48,0,0,2,35,11,0
McCormick,Plum Branch,"State Senate, District 25",25,REP,Shane Massey,68,0,0,5,56,7,0
McCormick,Parksville,"State Senate, District 25",25,REP,Shane Massey,38,0,0,0,37,1,0
