county,office,district,party,candidate,votes
ABBEVILLE,Governor,,REPUBLICAN,Oscar Fred Lovelace,319
AIKEN,Governor,,REPUBLICAN,Oscar Fred Lovelace,1310
ALLENDALE,Governor,,REPUBLICAN,Oscar Fred Lovelace,34
ANDERSON,Governor,,REPUBLICAN,Oscar Fred Lovelace,5835
BAMBERG,Governor,,REPUBLICAN,Oscar Fred Lovelace,84
BARNWELL,Governor,,REPUBLICAN,Oscar Fred Lovelace,383
BEAUFORT,Governor,,REPUBLICAN,Oscar Fred Lovelace,2426
BERKELEY,Governor,,REPUBLICAN,Oscar Fred Lovelace,3728
CALHOUN,Governor,,REPUBLICAN,Oscar Fred Lovelace,310
CHARLESTON,Governor,,REPUBLICAN,Oscar Fred Lovelace,3867
CHEROKEE,Governor,,REPUBLICAN,Oscar Fred Lovelace,1545
CHESTER,Governor,,REPUBLICAN,Oscar Fred Lovelace,182
CHESTERFIELD,Governor,,REPUBLICAN,Oscar Fred Lovelace,110
CLARENDON,Governor,,REPUBLICAN,Oscar Fred Lovelace,313
COLLETON,Governor,,REPUBLICAN,Oscar Fred Lovelace,637
DARLINGTON,Governor,,REPUBLICAN,Oscar Fred Lovelace,798
DILLON,Governor,,REPUBLICAN,Oscar Fred Lovelace,79
DORCHESTER,Governor,,REPUBLICAN,Oscar Fred Lovelace,1659
EDGEFIELD,Governor,,REPUBLICAN,Oscar Fred Lovelace,138
FAIRFIELD,Governor,,REPUBLICAN,Oscar Fred Lovelace,218
FLORENCE,Governor,,REPUBLICAN,Oscar Fred Lovelace,1964
GEORGETOWN,Governor,,REPUBLICAN,Oscar Fred Lovelace,625
GREENVILLE,Governor,,REPUBLICAN,Oscar Fred Lovelace,8756
GREENWOOD,Governor,,REPUBLICAN,Oscar Fred Lovelace,1861
HAMPTON,Governor,,REPUBLICAN,Oscar Fred Lovelace,9
HORRY,Governor,,REPUBLICAN,Oscar Fred Lovelace,4129
JASPER,Governor,,REPUBLICAN,Oscar Fred Lovelace,17
KERSHAW,Governor,,REPUBLICAN,Oscar Fred Lovelace,1873
LANCASTER,Governor,,REPUBLICAN,Oscar Fred Lovelace,379
LAURENS,Governor,,REPUBLICAN,Oscar Fred Lovelace,2327
LEE,Governor,,REPUBLICAN,Oscar Fred Lovelace,136
LEXINGTON,Governor,,REPUBLICAN,Oscar Fred Lovelace,12185
MARION,Governor,,REPUBLICAN,Oscar Fred Lovelace,272
MARLBORO,Governor,,REPUBLICAN,Oscar Fred Lovelace,91
MCCORMICK,Governor,,REPUBLICAN,Oscar Fred Lovelace,54
NEWBERRY,Governor,,REPUBLICAN,Oscar Fred Lovelace,2387
OCONEE,Governor,,REPUBLICAN,Oscar Fred Lovelace,2247
ORANGEBURG,Governor,,REPUBLICAN,Oscar Fred Lovelace,984
PICKENS,Governor,,REPUBLICAN,Oscar Fred Lovelace,3045
RICHLAND,Governor,,REPUBLICAN,Oscar Fred Lovelace,9576
SALUDA,Governor,,REPUBLICAN,Oscar Fred Lovelace,824
SPARTANBURG,Governor,,REPUBLICAN,Oscar Fred Lovelace,5644
SUMTER,Governor,,REPUBLICAN,Oscar Fred Lovelace,1203
UNION,Governor,,REPUBLICAN,Oscar Fred Lovelace,311
WILLIAMSBURG,Governor,,REPUBLICAN,Oscar Fred Lovelace,100
ABBEVILLE,Governor,,REPUBLICAN,Mark Sanford,593
AIKEN,Governor,,REPUBLICAN,Mark Sanford,7439
ALLENDALE,Governor,,REPUBLICAN,Mark Sanford,63
ANDERSON,Governor,,REPUBLICAN,Mark Sanford,8308
BAMBERG,Governor,,REPUBLICAN,Mark Sanford,172
BARNWELL,Governor,,REPUBLICAN,Mark Sanford,710
BEAUFORT,Governor,,REPUBLICAN,Mark Sanford,6433
BERKELEY,Governor,,REPUBLICAN,Mark Sanford,7481
CALHOUN,Governor,,REPUBLICAN,Mark Sanford,618
CHARLESTON,Governor,,REPUBLICAN,Mark Sanford,12624
CHEROKEE,Governor,,REPUBLICAN,Mark Sanford,2879
CHESTER,Governor,,REPUBLICAN,Mark Sanford,385
CHESTERFIELD,Governor,,REPUBLICAN,Mark Sanford,347
CLARENDON,Governor,,REPUBLICAN,Mark Sanford,848
COLLETON,Governor,,REPUBLICAN,Mark Sanford,984
DARLINGTON,Governor,,REPUBLICAN,Mark Sanford,1561
DILLON,Governor,,REPUBLICAN,Mark Sanford,353
DORCHESTER,Governor,,REPUBLICAN,Mark Sanford,5263
EDGEFIELD,Governor,,REPUBLICAN,Mark Sanford,630
FAIRFIELD,Governor,,REPUBLICAN,Mark Sanford,464
FLORENCE,Governor,,REPUBLICAN,Mark Sanford,5157
GEORGETOWN,Governor,,REPUBLICAN,Mark Sanford,1986
GREENVILLE,Governor,,REPUBLICAN,Mark Sanford,18940
GREENWOOD,Governor,,REPUBLICAN,Mark Sanford,3327
HAMPTON,Governor,,REPUBLICAN,Mark Sanford,38
HORRY,Governor,,REPUBLICAN,Mark Sanford,12174
JASPER,Governor,,REPUBLICAN,Mark Sanford,92
KERSHAW,Governor,,REPUBLICAN,Mark Sanford,2979
LANCASTER,Governor,,REPUBLICAN,Mark Sanford,916
LAURENS,Governor,,REPUBLICAN,Mark Sanford,3121
LEE,Governor,,REPUBLICAN,Mark Sanford,407
LEXINGTON,Governor,,REPUBLICAN,Mark Sanford,10504
MARION,Governor,,REPUBLICAN,Mark Sanford,898
MARLBORO,Governor,,REPUBLICAN,Mark Sanford,241
MCCORMICK,Governor,,REPUBLICAN,Mark Sanford,385
NEWBERRY,Governor,,REPUBLICAN,Mark Sanford,1267
OCONEE,Governor,,REPUBLICAN,Mark Sanford,3447
ORANGEBURG,Governor,,REPUBLICAN,Mark Sanford,2023
PICKENS,Governor,,REPUBLICAN,Mark Sanford,4516
RICHLAND,Governor,,REPUBLICAN,Mark Sanford,10095
SALUDA,Governor,,REPUBLICAN,Mark Sanford,944
SPARTANBURG,Governor,,REPUBLICAN,Mark Sanford,11730
SUMTER,Governor,,REPUBLICAN,Mark Sanford,2307
UNION,Governor,,REPUBLICAN,Mark Sanford,520
WILLIAMSBURG,Governor,,REPUBLICAN,Mark Sanford,284
ABBEVILLE,Secretary of State,,REPUBLICAN,Mark Hammond,444
AIKEN,Secretary of State,,REPUBLICAN,Mark Hammond,4609
ALLENDALE,Secretary of State,,REPUBLICAN,Mark Hammond,57
ANDERSON,Secretary of State,,REPUBLICAN,Mark Hammond,6580
BAMBERG,Secretary of State,,REPUBLICAN,Mark Hammond,128
BARNWELL,Secretary of State,,REPUBLICAN,Mark Hammond,650
BEAUFORT,Secretary of State,,REPUBLICAN,Mark Hammond,4028
BERKELEY,Secretary of State,,REPUBLICAN,Mark Hammond,5138
CALHOUN,Secretary of State,,REPUBLICAN,Mark Hammond,506
CHARLESTON,Secretary of State,,REPUBLICAN,Mark Hammond,6690
CHEROKEE,Secretary of State,,REPUBLICAN,Mark Hammond,2534
CHESTER,Secretary of State,,REPUBLICAN,Mark Hammond,340
CHESTERFIELD,Secretary of State,,REPUBLICAN,Mark Hammond,233
CLARENDON,Secretary of State,,REPUBLICAN,Mark Hammond,658
COLLETON,Secretary of State,,REPUBLICAN,Mark Hammond,718
DARLINGTON,Secretary of State,,REPUBLICAN,Mark Hammond,1059
DILLON,Secretary of State,,REPUBLICAN,Mark Hammond,233
DORCHESTER,Secretary of State,,REPUBLICAN,Mark Hammond,3260
EDGEFIELD,Secretary of State,,REPUBLICAN,Mark Hammond,393
FAIRFIELD,Secretary of State,,REPUBLICAN,Mark Hammond,359
FLORENCE,Secretary of State,,REPUBLICAN,Mark Hammond,3467
GEORGETOWN,Secretary of State,,REPUBLICAN,Mark Hammond,1132
GREENVILLE,Secretary of State,,REPUBLICAN,Mark Hammond,13866
GREENWOOD,Secretary of State,,REPUBLICAN,Mark Hammond,2535
HAMPTON,Secretary of State,,REPUBLICAN,Mark Hammond,26
HORRY,Secretary of State,,REPUBLICAN,Mark Hammond,7228
JASPER,Secretary of State,,REPUBLICAN,Mark Hammond,72
KERSHAW,Secretary of State,,REPUBLICAN,Mark Hammond,2130
LANCASTER,Secretary of State,,REPUBLICAN,Mark Hammond,860
LAURENS,Secretary of State,,REPUBLICAN,Mark Hammond,2935
LEE,Secretary of State,,REPUBLICAN,Mark Hammond,249
LEXINGTON,Secretary of State,,REPUBLICAN,Mark Hammond,12364
MARION,Secretary of State,,REPUBLICAN,Mark Hammond,616
MARLBORO,Secretary of State,,REPUBLICAN,Mark Hammond,179
MCCORMICK,Secretary of State,,REPUBLICAN,Mark Hammond,229
NEWBERRY,Secretary of State,,REPUBLICAN,Mark Hammond,2142
OCONEE,Secretary of State,,REPUBLICAN,Mark Hammond,2784
ORANGEBURG,Secretary of State,,REPUBLICAN,Mark Hammond,1557
PICKENS,Secretary of State,,REPUBLICAN,Mark Hammond,3681
RICHLAND,Secretary of State,,REPUBLICAN,Mark Hammond,9365
SALUDA,Secretary of State,,REPUBLICAN,Mark Hammond,848
SPARTANBURG,Secretary of State,,REPUBLICAN,Mark Hammond,12666
SUMTER,Secretary of State,,REPUBLICAN,Mark Hammond,1792
UNION,Secretary of State,,REPUBLICAN,Mark Hammond,519
WILLIAMSBURG,Secretary of State,,REPUBLICAN,Mark Hammond,172
YORK,Secretary of State,,REPUBLICAN,Mark Hammond,2985
ABBEVILLE,Secretary of State,,REPUBLICAN,Bill McKown,347
AIKEN,Secretary of State,,REPUBLICAN,Bill McKown,2495
ALLENDALE,Secretary of State,,REPUBLICAN,Bill McKown,23
ANDERSON,Secretary of State,,REPUBLICAN,Bill McKown,5782
BAMBERG,Secretary of State,,REPUBLICAN,Bill McKown,64
BARNWELL,Secretary of State,,REPUBLICAN,Bill McKown,226
BEAUFORT,Secretary of State,,REPUBLICAN,Bill McKown,2524
BERKELEY,Secretary of State,,REPUBLICAN,Bill McKown,4334
CALHOUN,Secretary of State,,REPUBLICAN,Bill McKown,309
CHARLESTON,Secretary of State,,REPUBLICAN,Bill McKown,7130
CHEROKEE,Secretary of State,,REPUBLICAN,Bill McKown,1448
CHESTER,Secretary of State,,REPUBLICAN,Bill McKown,175
CHESTERFIELD,Secretary of State,,REPUBLICAN,Bill McKown,144
CLARENDON,Secretary of State,,REPUBLICAN,Bill McKown,373
COLLETON,Secretary of State,,REPUBLICAN,Bill McKown,744
DARLINGTON,Secretary of State,,REPUBLICAN,Bill McKown,997
DILLON,Secretary of State,,REPUBLICAN,Bill McKown,135
DORCHESTER,Secretary of State,,REPUBLICAN,Bill McKown,2740
EDGEFIELD,Secretary of State,,REPUBLICAN,Bill McKown,261
FAIRFIELD,Secretary of State,,REPUBLICAN,Bill McKown,236
FLORENCE,Secretary of State,,REPUBLICAN,Bill McKown,2507
GEORGETOWN,Secretary of State,,REPUBLICAN,Bill McKown,1164
GREENVILLE,Secretary of State,,REPUBLICAN,Bill McKown,9981
GREENWOOD,Secretary of State,,REPUBLICAN,Bill McKown,1888
HAMPTON,Secretary of State,,REPUBLICAN,Bill McKown,13
HORRY,Secretary of State,,REPUBLICAN,Bill McKown,7118
JASPER,Secretary of State,,REPUBLICAN,Bill McKown,23
KERSHAW,Secretary of State,,REPUBLICAN,Bill McKown,1991
LANCASTER,Secretary of State,,REPUBLICAN,Bill McKown,306
LAURENS,Secretary of State,,REPUBLICAN,Bill McKown,1843
LEE,Secretary of State,,REPUBLICAN,Bill McKown,224
LEXINGTON,Secretary of State,,REPUBLICAN,Bill McKown,7680
MARION,Secretary of State,,REPUBLICAN,Bill McKown,381
MARLBORO,Secretary of State,,REPUBLICAN,Bill McKown,85
MCCORMICK,Secretary of State,,REPUBLICAN,Bill McKown,123
NEWBERRY,Secretary of State,,REPUBLICAN,Bill McKown,1058
OCONEE,Secretary of State,,REPUBLICAN,Bill McKown,1947
ORANGEBURG,Secretary of State,,REPUBLICAN,Bill McKown,1006
PICKENS,Secretary of State,,REPUBLICAN,Bill McKown,2772
RICHLAND,Secretary of State,,REPUBLICAN,Bill McKown,7301
SALUDA,Secretary of State,,REPUBLICAN,Bill McKown,720
SPARTANBURG,Secretary of State,,REPUBLICAN,Bill McKown,3454
SUMTER,Secretary of State,,REPUBLICAN,Bill McKown,1368
UNION,Secretary of State,,REPUBLICAN,Bill McKown,227
WILLIAMSBURG,Secretary of State,,REPUBLICAN,Bill McKown,150
YORK,Secretary of State,,REPUBLICAN,Bill McKown,1927
OCONEE,State House,1,REPUBLICAN,Brad Cain,1166
OCONEE,State House,1,REPUBLICAN,Bill Whitmire,1801
ABBEVILLE,State House,7,REPUBLICAN,Michael W. Gambrell,1
ABBEVILLE,State House,7,REPUBLICAN,Dan Harvell,1
ANDERSON,State House,7,REPUBLICAN,Michael W. Gambrell,1476
ANDERSON,State House,7,REPUBLICAN,Dan Harvell,1266
ANDERSON,State House,8,REPUBLICAN,Don Bowen,1459
ANDERSON,State House,8,REPUBLICAN,Becky R. Martin,1267
OCONEE,State House,8,REPUBLICAN,Don Bowen,77
OCONEE,State House,8,REPUBLICAN,Becky R. Martin,49
GREENWOOD,State House,13,REPUBLICAN,Alan Boatwright,1510
GREENWOOD,State House,13,REPUBLICAN,Gene Pinson,2076
LAURENS,State House,15,REPUBLICAN,Rob Clapper,670
LAURENS,State House,15,REPUBLICAN,Jeff Duncan,1431
NEWBERRY,State House,15,REPUBLICAN,Rob Clapper,202
NEWBERRY,State House,15,REPUBLICAN,Jeff Duncan,508
GREENVILLE,State House,16,REPUBLICAN,Adam Taylor,251
GREENVILLE,State House,16,REPUBLICAN,Mark N. Willis,574
LAURENS,State House,16,REPUBLICAN,Adam Taylor,1363
LAURENS,State House,16,REPUBLICAN,Mark N. Willis,664
GREENVILLE,State House,18,REPUBLICAN,Phil Shoopman,1553
GREENVILLE,State House,18,REPUBLICAN,Pete Smith,1216
CHEROKEE,State House,29,REPUBLICAN,Marcia A. Duncan,883
CHESTER,State House,29,REPUBLICAN,Marcia A. Duncan,79
YORK,State House,29,REPUBLICAN,Marcia A. Duncan,174
CHEROKEE,State House,29,REPUBLICAN,Danny Stacy,862
CHESTER,State House,29,REPUBLICAN,Danny Stacy,229
YORK,State House,29,REPUBLICAN,Danny Stacy,450
CHEROKEE,State House,30,REPUBLICAN,Bobby Beattie,1136
CHEROKEE,State House,30,REPUBLICAN,Libby W. Swad,1062
SPARTANBURG,State House,35,REPUBLICAN,Keith Kelly,1521
SPARTANBURG,State House,35,REPUBLICAN,Roger Nutt,685
SPARTANBURG,State House,35,REPUBLICAN,Christopher Chris Stone,703
SPARTANBURG,State House,37,REPUBLICAN,Ralph Davenport,1206
SPARTANBURG,State House,37,REPUBLICAN,Steve Parker,1197
DILLON,State House,55,REPUBLICAN,Carl Altman,354
HORRY,State House,55,REPUBLICAN,Carl Altman,112
DILLON,State House,55,REPUBLICAN,Sharon Phillips,62
HORRY,State House,55,REPUBLICAN,Sharon Phillips,44
FLORENCE,State House,60,REPUBLICAN,Phillip Lowe,1056
SUMTER,State House,60,REPUBLICAN,Phillip Lowe,372
FLORENCE,State House,60,REPUBLICAN,Licia Stone,405
SUMTER,State House,60,REPUBLICAN,Licia Stone,72
FLORENCE,State House,63,REPUBLICAN,Kris Crawford,2271
FLORENCE,State House,63,REPUBLICAN,"C.E. Bubby Floyd, Jr.",1532
KERSHAW,State House,79,REPUBLICAN,Bill Cotty,787
RICHLAND,State House,79,REPUBLICAN,Bill Cotty,1067
KERSHAW,State House,79,REPUBLICAN,Sheri Few,1087
RICHLAND,State House,79,REPUBLICAN,Sheri Few,472
AIKEN,State House,81,REPUBLICAN,Walter Lamb,1645
AIKEN,State House,81,REPUBLICAN,Skipper Perry,2561
LEXINGTON,State House,89,REPUBLICAN,Kenny Bingham,2425
LEXINGTON,State House,89,REPUBLICAN,Artie White,651
AIKEN,State House,96,REPUBLICAN,Ken Clark,94
LEXINGTON,State House,96,REPUBLICAN,Ken Clark,611
AIKEN,State House,96,REPUBLICAN,Dean Rawls,106
LEXINGTON,State House,96,REPUBLICAN,Dean Rawls,303
AIKEN,State House,96,REPUBLICAN,Kit Spires,57
LEXINGTON,State House,96,REPUBLICAN,Kit Spires,851
DORCHESTER,State House,97,REPUBLICAN,George Bailey,1586
DORCHESTER,State House,97,REPUBLICAN,"John Mondo, Sr.",393
HORRY,State House,107,REPUBLICAN,Alan Clemmons,2203
HORRY,State House,107,REPUBLICAN,Bobbie Tiller,354
BERKELEY,State House,117,REPUBLICAN,Thomas M. Dantzler,791
CHARLESTON,State House,117,REPUBLICAN,Thomas M. Dantzler,293
BERKELEY,State House,117,REPUBLICAN,Rosalie Roz Mir,125
CHARLESTON,State House,117,REPUBLICAN,Rosalie Roz Mir,82
BERKELEY,State House,117,REPUBLICAN,Bob Shipley,224
CHARLESTON,State House,117,REPUBLICAN,Bob Shipley,158
CHARLESTON,State House,119,REPUBLICAN,Jane Barr,620
CHARLESTON,State House,119,REPUBLICAN,Chris H. Cannon,271
CHARLESTON,State House,119,REPUBLICAN,Greg Hart,1016
CHARLESTON,State House,119,REPUBLICAN,Suzanne R. Piper,647
BEAUFORT,State House,123,REPUBLICAN,Richard Chalk,2059
BEAUFORT,State House,123,REPUBLICAN,Tom Herbkersman,1667
