county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Orangeburg,ORANGEBURG WD 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORANGEBURG WD 2,Straight Party 2,,CON,Constitution,1,1,0,0,0,0,0
Orangeburg,ORANGEBURG WD 3,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORANGEBURG WD 4,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORANGEBURG WD 5,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORANGEBURG WD 6,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORNAGEBURG WD 7,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORANGEBURG WD 8,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORANGEBURG WD 9,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ORANGEBURG WD 10,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 2,Straight Party 2,,CON,Constitution,1,0,1,0,0,0,0
Orangeburg,SUBURBAN 3,Straight Party 2,,CON,Constitution,1,1,0,0,0,0,0
Orangeburg,SUBURBAN 4,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 5,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 6,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 7,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 8,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 9,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,BETHEL,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,BOWMAN 1,Straight Party 2,,CON,Constitution,1,1,0,0,0,0,0
Orangeburg,BOWMAN 2,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,BRANCHVILLE 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,BRANCHVILLE 2,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,BROOKDALE,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,COPE,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,CORDOVA 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,EDISTO,Straight Party 2,,CON,Constitution,2,0,2,0,0,0,0
Orangeburg,ELLOREE 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,EUTAWVILLE 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,EUTAWVILLE 2,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,FOUR HOLES,Straight Party 2,,CON,Constitution,1,0,1,0,0,0,0
Orangeburg,HOLLY HILL 2,Straight Party 2,,CON,Constitution,1,0,1,0,0,0,0
Orangeburg,HOLLY HILL 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,JAMISON,Straight Party 2,,CON,Constitution,1,0,1,0,0,0,0
Orangeburg,LIMESTONE 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,NEESES-LIVINGSTON,Straight Party 2,,CON,Constitution,1,1,0,0,0,0,0
Orangeburg,NIX,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,NORTH 2,Straight Party 2,,CON,Constitution,1,1,0,0,0,0,0
Orangeburg,NORTH 1,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,NORWAY,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,PINE HILL,Straight Party 2,,CON,Constitution,1,0,1,0,0,0,0
Orangeburg,PROVIDENCE,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ROWESVILLE,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SANTEE 1,Straight Party 2,,CON,Constitution,1,1,0,0,0,0,0
Orangeburg,SPRINGFIELD,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,VANCE,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,WHITTAKER,Straight Party 2,,CON,Constitution,1,1,0,0,0,0,0
Orangeburg,BOLENTOWN,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,CORDOVA 2,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,ELLOREE 2,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,LIMESTONE 2,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,SANTEE 2,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,Failsafe,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,Provisional,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
Orangeburg,Failsafe Provisional,Straight Party 2,,CON,Constitution,0,0,0,0,0,0,0
