county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Kershaw,Airport,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Antioch,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Bethune,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Kershaw,Buffalo,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Camden No. 1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Camden No. 2 & 3,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Hobkirk'S Hill,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Kershaw,Camden No. 5,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Camden No. 5-A,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Camden No. 6,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Kershaw,Cassatt,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Kershaw,Charlotte Thompson,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Kershaw,Doby'S Mill,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Kershaw,Elgin No. 1,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Kershaw,Elgin No. 2,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Kershaw,Elgin No. 3,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Elgin No. 4,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Kershaw,Elgin No. 5,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Elgin No. 6,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Kershaw,Liberty Hill,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Lugoff No. 1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Lugoff No. 2,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Kershaw,Lugoff No. 3,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Lugoff No. 4,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Malvern Hill,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Rabon'S X Roads,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Riverdale,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Salt Pond,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Shaylor'S Hill,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Springdale,Straight Party,,CON,Constitution,2,1,0,1,0,0,0
Kershaw,Westville,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Whites Gardens,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Kershaw,Failsafe,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Failsafe Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Kershaw,Airport,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
