county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Jasper,SUN CITY,U.S. House,1,DEM,Mac Deford,283,0,17,0,71,0,195
Jasper,OKATIE 2,U.S. House,1,DEM,Mac Deford,18,0,6,0,5,0,7
Jasper,Failsafe,U.S. House,1,DEM,Mac Deford,0,0,0,0,0,0,0
Jasper,Provisional,U.S. House,1,DEM,Mac Deford,0,0,0,0,0,0,0
Jasper,Failsafe Provisional,U.S. House,1,DEM,Mac Deford,0,0,0,0,0,0,0
Jasper,SUN CITY,U.S. House,1,DEM,Michael B Moore,80,0,9,0,24,0,47
Jasper,OKATIE 2,U.S. House,1,DEM,Michael B Moore,13,0,2,0,7,0,4
Jasper,Failsafe,U.S. House,1,DEM,Michael B Moore,0,0,0,0,0,0,0
Jasper,Provisional,U.S. House,1,DEM,Michael B Moore,2,0,0,0,0,2,0
Jasper,Failsafe Provisional,U.S. House,1,DEM,Michael B Moore,0,0,0,0,0,0,0
Jasper,COOSAWHATCHIE,U.S. House,6,REP,Duke Buckner,11,0,0,0,2,0,9
Jasper,GILLISONVILLE,U.S. House,6,REP,Duke Buckner,49,0,0,0,7,0,42
Jasper,GRAHAMVILLE 1,U.S. House,6,REP,Duke Buckner,91,0,2,0,24,0,65
Jasper,GRAHAMVILLE 2,U.S. House,6,REP,Duke Buckner,81,0,1,0,19,0,61
Jasper,GRAYS,U.S. House,6,REP,Duke Buckner,80,0,0,0,8,0,72
Jasper,HARDEEVILLE 1,U.S. House,6,REP,Duke Buckner,23,0,0,0,10,0,13
Jasper,HARDEEVILLE 2,U.S. House,6,REP,Duke Buckner,33,0,0,0,20,0,13
Jasper,LEVY,U.S. House,6,REP,Duke Buckner,33,0,1,0,9,0,23
Jasper,OKATIE,U.S. House,6,REP,Duke Buckner,15,0,0,0,4,0,11
Jasper,PINELAND,U.S. House,6,REP,Duke Buckner,6,0,0,0,0,0,6
Jasper,RIDGELAND 1,U.S. House,6,REP,Duke Buckner,82,0,2,0,30,0,50
Jasper,RIDGELAND 2,U.S. House,6,REP,Duke Buckner,45,0,0,0,18,0,27
Jasper,TILLMAN,U.S. House,6,REP,Duke Buckner,32,0,0,0,2,0,30
Jasper,RIDGELAND 3,U.S. House,6,REP,Duke Buckner,85,0,0,0,27,0,58
