county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Marion,BRITTON'S NECK,Straight Party,,CON,Constitution,2,1,1,0,0,0,0
Marion,FRIENDSHIP,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,CENTENARY,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,RAINS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,MARION NO. 1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,MARION NO. 2,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Marion,MARION NORTH,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,MARION SOUTH,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,MARION WEST,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,SELLERS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,TEMPERANCE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,ZION,Straight Party,,CON,Constitution,2,0,2,0,0,0,0
Marion,N WEST MULLINS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,S WEST MULLINS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,N EAST MULLINS,Straight Party,,CON,Constitution,3,0,3,0,0,0,0
Marion,S EAST MULLINS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,NICHOLS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,Failsafe,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,Failsafe Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,Straight Party,,UNC,United Citizens,3,0,3,0,0,0,0
Marion,FRIENDSHIP,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Marion,CENTENARY,Straight Party,,UNC,United Citizens,6,1,3,2,0,0,0
Marion,RAINS,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
Marion,MARION NO. 1,Straight Party,,UNC,United Citizens,6,1,0,5,0,0,0
Marion,MARION NO. 2,Straight Party,,UNC,United Citizens,2,1,0,1,0,0,0
Marion,MARION NORTH,Straight Party,,UNC,United Citizens,3,0,3,0,0,0,0
Marion,MARION SOUTH,Straight Party,,UNC,United Citizens,9,3,5,1,0,0,0
Marion,MARION WEST,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Marion,SELLERS,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Marion,TEMPERANCE,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
Marion,ZION,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Marion,N WEST MULLINS,Straight Party,,UNC,United Citizens,3,0,1,2,0,0,0
Marion,S WEST MULLINS,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
Marion,N EAST MULLINS,Straight Party,,UNC,United Citizens,7,3,3,1,0,0,0
Marion,S EAST MULLINS,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
Marion,NICHOLS,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Marion,Failsafe,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Marion,Provisional,Straight Party,,UNC,United Citizens,2,0,0,0,2,0,0
Marion,Failsafe Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,FRIENDSHIP,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,CENTENARY,Straight Party,,GRN,Green,1,1,0,0,0,0,0
Marion,RAINS,Straight Party,,GRN,Green,2,0,2,0,0,0,0
Marion,MARION NO. 1,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,MARION NO. 2,Straight Party,,GRN,Green,1,1,0,0,0,0,0
Marion,MARION NORTH,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,MARION SOUTH,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,MARION WEST,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,SELLERS,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,TEMPERANCE,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,ZION,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,N WEST MULLINS,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,S WEST MULLINS,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,N EAST MULLINS,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,S EAST MULLINS,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Marion,NICHOLS,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,Failsafe,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,Failsafe Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,Straight Party,,REP,Republican,178,69,103,6,0,0,0
Marion,FRIENDSHIP,Straight Party,,REP,Republican,23,8,15,0,0,0,0
Marion,CENTENARY,Straight Party,,REP,Republican,118,66,49,3,0,0,0
Marion,RAINS,Straight Party,,REP,Republican,54,31,22,1,0,0,0
Marion,MARION NO. 1,Straight Party,,REP,Republican,52,31,21,0,0,0,0
Marion,MARION NO. 2,Straight Party,,REP,Republican,139,90,47,2,0,0,0
Marion,MARION NORTH,Straight Party,,REP,Republican,158,99,56,3,0,0,0
Marion,MARION SOUTH,Straight Party,,REP,Republican,126,85,41,0,0,0,0
Marion,MARION WEST,Straight Party,,REP,Republican,169,94,73,2,0,0,0
Marion,SELLERS,Straight Party,,REP,Republican,27,12,14,1,0,0,0
Marion,TEMPERANCE,Straight Party,,REP,Republican,94,41,51,2,0,0,0
Marion,ZION,Straight Party,,REP,Republican,48,31,17,0,0,0,0
Marion,N WEST MULLINS,Straight Party,,REP,Republican,94,52,41,1,0,0,0
Marion,S WEST MULLINS,Straight Party,,REP,Republican,105,67,35,3,0,0,0
Marion,N EAST MULLINS,Straight Party,,REP,Republican,147,88,54,5,0,0,0
Marion,S EAST MULLINS,Straight Party,,REP,Republican,130,81,47,2,0,0,0
Marion,NICHOLS,Straight Party,,REP,Republican,132,61,69,2,0,0,0
Marion,Failsafe,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Marion,Provisional,Straight Party,,REP,Republican,2,0,0,0,2,0,0
Marion,Failsafe Provisional,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,Straight Party,,LIB,Libertarian,2,2,0,0,0,0,0
Marion,FRIENDSHIP,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,CENTENARY,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,RAINS,Straight Party,,LIB,Libertarian,1,0,1,0,0,0,0
Marion,MARION NO. 1,Straight Party,,LIB,Libertarian,1,1,0,0,0,0,0
Marion,MARION NO. 2,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,MARION NORTH,Straight Party,,LIB,Libertarian,1,1,0,0,0,0,0
Marion,MARION SOUTH,Straight Party,,LIB,Libertarian,3,2,1,0,0,0,0
Marion,MARION WEST,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,SELLERS,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,TEMPERANCE,Straight Party,,LIB,Libertarian,4,1,3,0,0,0,0
Marion,ZION,Straight Party,,LIB,Libertarian,1,0,1,0,0,0,0
Marion,N WEST MULLINS,Straight Party,,LIB,Libertarian,1,0,1,0,0,0,0
Marion,S WEST MULLINS,Straight Party,,LIB,Libertarian,1,0,1,0,0,0,0
Marion,N EAST MULLINS,Straight Party,,LIB,Libertarian,2,0,2,0,0,0,0
Marion,S EAST MULLINS,Straight Party,,LIB,Libertarian,1,1,0,0,0,0,0
Marion,NICHOLS,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,Failsafe,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,Provisional,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,Failsafe Provisional,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,Straight Party,,DEM,Democratic,365,122,196,47,0,0,0
Marion,FRIENDSHIP,Straight Party,,DEM,Democratic,92,28,53,11,0,0,0
Marion,CENTENARY,Straight Party,,DEM,Democratic,408,151,191,66,0,0,0
Marion,RAINS,Straight Party,,DEM,Democratic,189,80,85,24,0,0,0
Marion,MARION NO. 1,Straight Party,,DEM,Democratic,273,106,90,77,0,0,0
Marion,MARION NO. 2,Straight Party,,DEM,Democratic,205,120,70,15,0,0,0
Marion,MARION NORTH,Straight Party,,DEM,Democratic,278,139,103,36,0,0,0
Marion,MARION SOUTH,Straight Party,,DEM,Democratic,707,329,236,142,0,0,0
Marion,MARION WEST,Straight Party,,DEM,Democratic,180,78,70,32,0,0,0
Marion,SELLERS,Straight Party,,DEM,Democratic,63,13,45,5,0,0,0
Marion,TEMPERANCE,Straight Party,,DEM,Democratic,246,89,139,18,0,0,0
Marion,ZION,Straight Party,,DEM,Democratic,122,42,69,11,0,0,0
Marion,N WEST MULLINS,Straight Party,,DEM,Democratic,327,150,135,42,0,0,0
Marion,S WEST MULLINS,Straight Party,,DEM,Democratic,321,171,101,49,0,0,0
Marion,N EAST MULLINS,Straight Party,,DEM,Democratic,395,194,143,58,0,0,0
Marion,S EAST MULLINS,Straight Party,,DEM,Democratic,148,78,66,4,0,0,0
Marion,NICHOLS,Straight Party,,DEM,Democratic,83,33,50,0,0,0,0
Marion,Failsafe,Straight Party,,DEM,Democratic,0,0,0,0,0,0,0
Marion,Provisional,Straight Party,,DEM,Democratic,35,0,0,0,35,0,0
Marion,Failsafe Provisional,Straight Party,,DEM,Democratic,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,Straight Party,,WRK,Workers,0,0,0,0,0,0,0
Marion,FRIENDSHIP,Straight Party,,WRK,Workers,0,0,0,0,0,0,0
Marion,CENTENARY,Straight Party,,WRK,Workers,1,1,0,0,0,0,0
Marion,RAINS,Straight Party,,WRK,Workers,0,0,0,0,0,0,0
Marion,MARION NO. 1,Straight Party,,WRK,Workers,0,0,0,0,0,0,0
Marion,MARION NO. 2,Straight Party,,WRK,Workers,1,0,1,0,0,0,0
Marion,MARION NORTH,Straight Party,,WRK,Workers,0,0,0,0,0,0,0
Marion,MARION SOUTH,Straight Party,,WRK,Workers,1,1,0,0,0,0,0
Marion,MARION WEST,Straight Party,,WRK,Workers,0,0,0,0,0,0,0
Marion,SELLERS,Straight Party,,WRK,Workers,1,0,1,0,0,0,0
