county,precinct,office,district,party,candidate,votes,failsafe,provisional,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,Charleston 2,Sheriff,,REP,Greg Kitchens,106,0,0,10,0,4,92
Charleston,Charleston 3,Sheriff,,REP,Greg Kitchens,74,0,0,1,0,10,63
Charleston,Charleston 4,Sheriff,,REP,Greg Kitchens,83,0,0,3,0,11,69
Charleston,Charleston 5,Sheriff,,REP,Greg Kitchens,60,0,0,2,0,7,51
Charleston,Charleston 6,Sheriff,,REP,Greg Kitchens,53,0,0,5,0,3,45
Charleston,Charleston 7,Sheriff,,REP,Greg Kitchens,54,0,0,0,0,7,47
Charleston,Charleston 8,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,0,3
Charleston,Charleston 9,Sheriff,,REP,Greg Kitchens,16,0,0,1,0,2,13
Charleston,Charleston 10,Sheriff,,REP,Greg Kitchens,1,0,0,0,0,0,1
Charleston,Charleston 11,Sheriff,,REP,Greg Kitchens,33,0,0,0,0,6,27
Charleston,Charleston 12,Sheriff,,REP,Greg Kitchens,11,0,0,0,0,1,10
Charleston,Charleston 13,Sheriff,,REP,Greg Kitchens,5,0,0,0,0,1,4
Charleston,Charleston 14,Sheriff,,REP,Greg Kitchens,6,0,0,0,0,0,6
Charleston,Charleston 15,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,1,2
Charleston,Charleston 16,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,0,3
Charleston,Charleston 17,Sheriff,,REP,Greg Kitchens,10,0,0,0,0,3,7
Charleston,Charleston 18,Sheriff,,REP,Greg Kitchens,4,0,0,0,0,0,4
Charleston,Charleston 19,Sheriff,,REP,Greg Kitchens,6,0,0,0,0,0,6
Charleston,Charleston 20,Sheriff,,REP,Greg Kitchens,12,0,0,0,0,0,12
Charleston,Charleston 21,Sheriff,,REP,Greg Kitchens,4,0,0,0,0,0,4
Charleston,Mt. Pleasant 1,Sheriff,,REP,Greg Kitchens,87,0,0,2,0,10,75
Charleston,Mt. Pleasant 2,Sheriff,,REP,Greg Kitchens,37,0,0,4,0,6,27
Charleston,Mt. Pleasant 3,Sheriff,,REP,Greg Kitchens,84,0,0,11,0,11,62
Charleston,Mt. Pleasant 4,Sheriff,,REP,Greg Kitchens,58,0,0,0,0,5,53
Charleston,Mt. Pleasant 5,Sheriff,,REP,Greg Kitchens,47,0,0,1,0,6,40
Charleston,Mt. Pleasant 6,Sheriff,,REP,Greg Kitchens,40,0,0,1,0,3,36
Charleston,Mt. Pleasant 7,Sheriff,,REP,Greg Kitchens,27,0,0,1,0,1,25
Charleston,Mt. Pleasant 8,Sheriff,,REP,Greg Kitchens,24,0,0,0,0,5,19
Charleston,Mt. Pleasant 9,Sheriff,,REP,Greg Kitchens,44,0,0,1,0,4,39
Charleston,Mt. Pleasant 10,Sheriff,,REP,Greg Kitchens,44,0,0,0,0,8,36
Charleston,Mt. Pleasant 11,Sheriff,,REP,Greg Kitchens,22,0,0,0,0,4,18
Charleston,Mt. Pleasant 12,Sheriff,,REP,Greg Kitchens,57,0,0,2,0,14,41
Charleston,Mt. Pleasant 13,Sheriff,,REP,Greg Kitchens,15,0,0,0,0,1,14
Charleston,Mt. Pleasant 14,Sheriff,,REP,Greg Kitchens,34,0,0,4,0,9,21
Charleston,Mt. Pleasant 15,Sheriff,,REP,Greg Kitchens,166,0,0,8,0,31,127
Charleston,Mt. Pleasant 16,Sheriff,,REP,Greg Kitchens,70,0,0,0,0,11,59
Charleston,Mt. Pleasant 17,Sheriff,,REP,Greg Kitchens,86,0,0,5,0,19,62
Charleston,Mt. Pleasant 18,Sheriff,,REP,Greg Kitchens,60,0,0,0,0,10,50
Charleston,Mt. Pleasant 19,Sheriff,,REP,Greg Kitchens,57,0,0,1,0,11,45
Charleston,Mt. Pleasant 20,Sheriff,,REP,Greg Kitchens,44,0,0,4,0,10,30
Charleston,Mt. Pleasant 21,Sheriff,,REP,Greg Kitchens,73,0,0,5,0,15,53
Charleston,Mt. Pleasant 22,Sheriff,,REP,Greg Kitchens,45,0,0,1,0,10,34
Charleston,Mt. Pleasant 23,Sheriff,,REP,Greg Kitchens,43,0,0,2,0,19,22
Charleston,Mt. Pleasant 24,Sheriff,,REP,Greg Kitchens,23,0,0,0,0,11,12
Charleston,Mt. Pleasant 25,Sheriff,,REP,Greg Kitchens,37,0,0,0,0,11,26
Charleston,Mt. Pleasant 26,Sheriff,,REP,Greg Kitchens,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 27,Sheriff,,REP,Greg Kitchens,100,0,0,0,0,15,85
Charleston,Mt. Pleasant 28,Sheriff,,REP,Greg Kitchens,27,0,0,1,0,4,22
Charleston,Mt. Pleasant 29,Sheriff,,REP,Greg Kitchens,20,0,0,1,0,3,16
Charleston,Mt. Pleasant 30,Sheriff,,REP,Greg Kitchens,118,0,0,0,0,14,104
Charleston,Mt. Pleasant 31,Sheriff,,REP,Greg Kitchens,51,0,0,0,0,8,43
Charleston,Mt. Pleasant 32,Sheriff,,REP,Greg Kitchens,74,0,0,1,0,18,55
Charleston,Mt. Pleasant 33,Sheriff,,REP,Greg Kitchens,139,0,0,10,0,36,93
Charleston,Mt. Pleasant 34,Sheriff,,REP,Greg Kitchens,63,0,0,2,0,21,40
Charleston,Mt. Pleasant 35,Sheriff,,REP,Greg Kitchens,145,0,0,8,0,27,110
Charleston,Mt. Pleasant 36,Sheriff,,REP,Greg Kitchens,37,0,0,0,0,14,23
Charleston,Mt. Pleasant 37,Sheriff,,REP,Greg Kitchens,83,0,0,2,0,24,57
Charleston,Mt. Pleasant 38,Sheriff,,REP,Greg Kitchens,72,0,0,3,0,25,44
Charleston,Mt. Pleasant 39,Sheriff,,REP,Greg Kitchens,227,0,0,11,0,88,128
Charleston,James Island 1A,Sheriff,,REP,Greg Kitchens,72,0,0,3,0,7,62
Charleston,James Island 1B,Sheriff,,REP,Greg Kitchens,15,0,0,1,0,1,13
Charleston,James Island 3,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,0,3
Charleston,James Island 5A,Sheriff,,REP,Greg Kitchens,100,0,0,8,0,20,72
Charleston,James Island 5B,Sheriff,,REP,Greg Kitchens,55,0,0,2,0,5,48
Charleston,James Island 6,Sheriff,,REP,Greg Kitchens,71,0,0,6,0,4,61
Charleston,James Island 7,Sheriff,,REP,Greg Kitchens,87,0,0,5,0,10,72
Charleston,James Island 8A,Sheriff,,REP,Greg Kitchens,71,0,0,22,0,6,43
Charleston,James Island 8B,Sheriff,,REP,Greg Kitchens,67,0,0,4,0,10,53
Charleston,James Island 9,Sheriff,,REP,Greg Kitchens,42,0,0,3,0,1,38
Charleston,James Island 10,Sheriff,,REP,Greg Kitchens,55,0,0,0,0,15,40
Charleston,James Island 11,Sheriff,,REP,Greg Kitchens,108,0,0,10,0,11,87
Charleston,James Island 12,Sheriff,,REP,Greg Kitchens,87,0,0,4,0,18,65
Charleston,James Island 13,Sheriff,,REP,Greg Kitchens,113,0,0,7,0,19,87
Charleston,James Island 14,Sheriff,,REP,Greg Kitchens,43,0,0,4,0,2,37
Charleston,James Island 15,Sheriff,,REP,Greg Kitchens,54,0,0,1,0,4,49
Charleston,James Island 17,Sheriff,,REP,Greg Kitchens,108,0,0,9,0,14,85
Charleston,James Island 19,Sheriff,,REP,Greg Kitchens,59,0,0,1,0,10,48
Charleston,James Island 20,Sheriff,,REP,Greg Kitchens,39,0,0,1,0,8,30
Charleston,James Island 22,Sheriff,,REP,Greg Kitchens,69,0,0,4,0,12,53
Charleston,Johns Island 1A,Sheriff,,REP,Greg Kitchens,159,0,0,6,0,47,106
Charleston,Johns Island 1B,Sheriff,,REP,Greg Kitchens,125,0,0,1,0,16,108
Charleston,Johns Island 2,Sheriff,,REP,Greg Kitchens,258,0,0,6,0,46,206
Charleston,Johns Island 3A,Sheriff,,REP,Greg Kitchens,326,0,0,2,0,51,273
Charleston,Johns Island 3B,Sheriff,,REP,Greg Kitchens,112,0,0,6,0,18,88
Charleston,Johns Island 4,Sheriff,,REP,Greg Kitchens,60,0,0,3,0,5,52
Charleston,St. Pauls 1,Sheriff,,REP,Greg Kitchens,14,0,0,2,0,1,11
Charleston,St. Pauls 2A,Sheriff,,REP,Greg Kitchens,13,0,0,4,0,1,8
Charleston,St. Pauls 2B,Sheriff,,REP,Greg Kitchens,49,0,0,2,0,9,38
Charleston,St. Pauls 3,Sheriff,,REP,Greg Kitchens,157,0,0,6,0,37,114
Charleston,St. Pauls 4,Sheriff,,REP,Greg Kitchens,29,0,0,2,0,0,27
Charleston,St. Pauls 5,Sheriff,,REP,Greg Kitchens,28,0,0,2,0,1,25
Charleston,St. Pauls 6,Sheriff,,REP,Greg Kitchens,126,0,0,6,0,46,74
Charleston,St. Andrews 1,Sheriff,,REP,Greg Kitchens,15,0,0,1,0,1,13
Charleston,St. Andrews 2,Sheriff,,REP,Greg Kitchens,15,0,0,3,0,1,11
Charleston,St. Andrews 3,Sheriff,,REP,Greg Kitchens,16,0,0,3,0,2,11
Charleston,St. Andrews 4,Sheriff,,REP,Greg Kitchens,93,0,0,5,0,16,72
Charleston,St. Andrews 5,Sheriff,,REP,Greg Kitchens,85,0,0,2,0,10,73
Charleston,St. Andrews 6,Sheriff,,REP,Greg Kitchens,71,0,0,1,0,10,60
Charleston,St. Andrews 7,Sheriff,,REP,Greg Kitchens,78,0,0,2,0,13,63
Charleston,St. Andrews 8,Sheriff,,REP,Greg Kitchens,12,0,0,0,0,0,12
Charleston,St. Andrews 9,Sheriff,,REP,Greg Kitchens,7,0,0,0,0,2,5
Charleston,St. Andrews 10,Sheriff,,REP,Greg Kitchens,25,0,0,1,0,5,19
Charleston,St. Andrews 11,Sheriff,,REP,Greg Kitchens,43,0,0,1,0,14,28
Charleston,St. Andrews 12,Sheriff,,REP,Greg Kitchens,38,0,0,3,0,8,27
Charleston,St. Andrews 13,Sheriff,,REP,Greg Kitchens,55,0,0,2,0,9,44
Charleston,St. Andrews 14,Sheriff,,REP,Greg Kitchens,36,0,0,6,0,5,25
Charleston,St. Andrews 15,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,2,1
Charleston,St. Andrews 16,Sheriff,,REP,Greg Kitchens,27,0,0,0,0,4,23
Charleston,St. Andrews 17,Sheriff,,REP,Greg Kitchens,57,0,0,0,0,19,38
Charleston,St. Andrews 18,Sheriff,,REP,Greg Kitchens,9,0,0,0,0,1,8
Charleston,St. Andrews 19,Sheriff,,REP,Greg Kitchens,5,0,0,0,0,0,5
Charleston,St. Andrews 20,Sheriff,,REP,Greg Kitchens,53,0,0,5,0,20,28
Charleston,St. Andrews 21,Sheriff,,REP,Greg Kitchens,23,0,0,0,0,11,12
Charleston,St. Andrews 22,Sheriff,,REP,Greg Kitchens,62,0,0,3,0,12,47
Charleston,St. Andrews 23,Sheriff,,REP,Greg Kitchens,15,0,0,0,0,2,13
Charleston,St. Andrews 24,Sheriff,,REP,Greg Kitchens,24,0,0,1,0,4,19
Charleston,St. Andrews 25,Sheriff,,REP,Greg Kitchens,22,0,0,1,0,8,13
Charleston,St. Andrews 26,Sheriff,,REP,Greg Kitchens,44,0,0,3,0,14,27
Charleston,St. Andrews 27,Sheriff,,REP,Greg Kitchens,103,0,0,6,0,25,72
Charleston,St. Andrews 28,Sheriff,,REP,Greg Kitchens,114,0,0,4,0,30,80
Charleston,St. Andrews 29,Sheriff,,REP,Greg Kitchens,63,0,0,3,0,17,43
Charleston,St. Andrews 30,Sheriff,,REP,Greg Kitchens,53,0,0,3,0,17,33
Charleston,St. Andrews 31,Sheriff,,REP,Greg Kitchens,28,0,0,0,0,6,22
Charleston,St. Andrews 32,Sheriff,,REP,Greg Kitchens,59,0,0,4,0,10,45
Charleston,St. Andrews 33,Sheriff,,REP,Greg Kitchens,51,0,0,2,0,18,31
Charleston,St. Andrews 34,Sheriff,,REP,Greg Kitchens,187,0,0,3,0,25,159
Charleston,St. Andrews 35,Sheriff,,REP,Greg Kitchens,133,0,0,9,0,32,92
Charleston,St. Andrews 36,Sheriff,,REP,Greg Kitchens,115,0,0,5,0,14,96
Charleston,St. Andrews 37,Sheriff,,REP,Greg Kitchens,208,0,0,7,0,35,166
Charleston,North Charleston 1,Sheriff,,REP,Greg Kitchens,1,0,0,0,0,0,1
Charleston,North Charleston 2,Sheriff,,REP,Greg Kitchens,1,0,0,0,0,0,1
Charleston,North Charleston 3,Sheriff,,REP,Greg Kitchens,43,0,0,2,0,2,39
Charleston,North Charleston 4,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,1,2
Charleston,North Charleston 5,Sheriff,,REP,Greg Kitchens,4,0,0,0,0,1,3
Charleston,North Charleston 6,Sheriff,,REP,Greg Kitchens,1,0,0,0,0,0,1
Charleston,North Charleston 7,Sheriff,,REP,Greg Kitchens,1,0,0,0,0,0,1
Charleston,North Charleston 8,Sheriff,,REP,Greg Kitchens,8,0,0,1,0,3,4
Charleston,North Charleston 9,Sheriff,,REP,Greg Kitchens,19,0,0,3,0,2,14
Charleston,North Charleston 10,Sheriff,,REP,Greg Kitchens,7,0,0,0,0,1,6
Charleston,North Charleston 11,Sheriff,,REP,Greg Kitchens,8,0,0,0,0,0,8
Charleston,North Charleston 12,Sheriff,,REP,Greg Kitchens,12,0,0,0,0,4,8
Charleston,North Charleston 13,Sheriff,,REP,Greg Kitchens,1,0,0,0,0,0,1
Charleston,North Charleston 14,Sheriff,,REP,Greg Kitchens,7,0,0,0,0,3,4
Charleston,North Charleston 15,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,0,3
Charleston,North Charleston 16,Sheriff,,REP,Greg Kitchens,7,0,0,2,0,3,2
Charleston,North Charleston 17,Sheriff,,REP,Greg Kitchens,2,0,0,0,0,0,2
Charleston,North Charleston 18,Sheriff,,REP,Greg Kitchens,7,0,0,0,0,1,6
Charleston,North Charleston 19,Sheriff,,REP,Greg Kitchens,4,0,0,0,0,0,4
Charleston,North Charleston 20,Sheriff,,REP,Greg Kitchens,20,0,0,1,0,6,13
Charleston,North Charleston 21,Sheriff,,REP,Greg Kitchens,12,0,0,0,0,4,8
Charleston,North Charleston 22,Sheriff,,REP,Greg Kitchens,11,0,0,2,0,0,9
Charleston,North Charleston 23,Sheriff,,REP,Greg Kitchens,27,0,0,7,0,5,15
Charleston,North Charleston 24,Sheriff,,REP,Greg Kitchens,13,0,0,1,0,1,11
Charleston,North Charleston 25,Sheriff,,REP,Greg Kitchens,0,0,0,0,0,0,0
Charleston,North Charleston 26,Sheriff,,REP,Greg Kitchens,0,0,0,0,0,0,0
Charleston,North Charleston 27,Sheriff,,REP,Greg Kitchens,8,0,0,0,0,0,8
Charleston,North Charleston 28,Sheriff,,REP,Greg Kitchens,3,0,0,0,0,2,1
Charleston,North Charleston 29,Sheriff,,REP,Greg Kitchens,10,0,0,0,0,1,9
Charleston,North Charleston 30,Sheriff,,REP,Greg Kitchens,12,0,0,2,0,3,7
Charleston,Failsafe,Sheriff,,REP,Greg Kitchens,0,0,0,0,0,0,0
Charleston,Provisional,Sheriff,,REP,Greg Kitchens,10,0,10,0,0,0,0
Charleston,Failsafe Provisional,Sheriff,,REP,Greg Kitchens,5,0,0,0,5,0,0
Charleston,Awendaw,Sheriff,,REP,Carl Ritchie,67,0,0,3,0,17,47
Charleston,Christ Church,Sheriff,,REP,Carl Ritchie,49,0,0,6,0,10,33
Charleston,Isle Of Palms 1A,Sheriff,,REP,Carl Ritchie,97,0,0,4,0,10,83
Charleston,Isle of Palms 1B,Sheriff,,REP,Carl Ritchie,102,0,0,5,0,15,82
Charleston,Isle of Palms 1C,Sheriff,,REP,Carl Ritchie,131,0,0,12,0,27,92
Charleston,Sullivans Island,Sheriff,,REP,Carl Ritchie,94,0,0,2,0,4,88
Charleston,McClellanville,Sheriff,,REP,Carl Ritchie,39,0,0,1,0,3,35
Charleston,Deer Park 1A,Sheriff,,REP,Carl Ritchie,6,0,0,0,0,1,5
Charleston,Deer Park 1B,Sheriff,,REP,Carl Ritchie,36,0,0,10,0,5,21
Charleston,Deer Park 2A,Sheriff,,REP,Carl Ritchie,18,0,0,3,0,3,12
Charleston,Deer Park 2B,Sheriff,,REP,Carl Ritchie,7,0,0,0,0,1,6
Charleston,Deer Park 2C,Sheriff,,REP,Carl Ritchie,13,0,0,0,0,7,6
Charleston,Deer Park 3,Sheriff,,REP,Carl Ritchie,11,0,0,3,0,2,6
Charleston,Lincolnville,Sheriff,,REP,Carl Ritchie,26,0,0,3,0,2,21
Charleston,Ladson,Sheriff,,REP,Carl Ritchie,18,0,0,5,0,2,11
Charleston,Edisto Island,Sheriff,,REP,Carl Ritchie,49,0,0,3,0,4,42
Charleston,Wadmalaw Island 1,Sheriff,,REP,Carl Ritchie,20,0,0,3,0,3,14
Charleston,Wadmalaw Island 2,Sheriff,,REP,Carl Ritchie,36,0,0,3,0,6,27
Charleston,Kiawah Island,Sheriff,,REP,Carl Ritchie,75,0,0,10,0,3,62
Charleston,Town of Seabrook,Sheriff,,REP,Carl Ritchie,103,0,0,5,0,1,97
Charleston,Folly Beach 1,Sheriff,,REP,Carl Ritchie,22,0,0,1,0,2,19
Charleston,Folly Beach 2,Sheriff,,REP,Carl Ritchie,23,0,0,1,0,1,21
Charleston,Charleston 1,Sheriff,,REP,Carl Ritchie,27,0,0,2,0,4,21
Charleston,Charleston 2,Sheriff,,REP,Carl Ritchie,29,0,0,0,0,3,26
Charleston,Charleston 3,Sheriff,,REP,Carl Ritchie,21,0,0,1,0,0,20
Charleston,Charleston 4,Sheriff,,REP,Carl Ritchie,24,0,0,0,0,2,22
Charleston,Charleston 5,Sheriff,,REP,Carl Ritchie,17,0,0,0,0,1,16
Charleston,Charleston 6,Sheriff,,REP,Carl Ritchie,15,0,0,1,0,1,13
Charleston,Charleston 7,Sheriff,,REP,Carl Ritchie,21,0,0,0,0,0,21
Charleston,Charleston 8,Sheriff,,REP,Carl Ritchie,2,0,0,0,0,1,1
Charleston,Charleston 9,Sheriff,,REP,Carl Ritchie,8,0,0,0,0,0,8
Charleston,Charleston 10,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,Charleston 11,Sheriff,,REP,Carl Ritchie,9,0,0,2,0,0,7
Charleston,Charleston 12,Sheriff,,REP,Carl Ritchie,11,0,0,1,0,3,7
Charleston,Charleston 13,Sheriff,,REP,Carl Ritchie,4,0,0,0,0,1,3
Charleston,Charleston 14,Sheriff,,REP,Carl Ritchie,3,0,0,0,0,2,1
Charleston,Charleston 15,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,0,1
Charleston,Charleston 16,Sheriff,,REP,Carl Ritchie,10,0,0,0,0,0,10
Charleston,Charleston 17,Sheriff,,REP,Carl Ritchie,5,0,0,1,0,1,3
Charleston,Charleston 18,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,0,1
Charleston,Charleston 19,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,Charleston 20,Sheriff,,REP,Carl Ritchie,8,0,0,0,0,2,6
Charleston,Charleston 21,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 1,Sheriff,,REP,Carl Ritchie,124,0,0,2,0,16,106
Charleston,Mt. Pleasant 2,Sheriff,,REP,Carl Ritchie,44,0,0,2,0,4,38
Charleston,Mt. Pleasant 3,Sheriff,,REP,Carl Ritchie,122,0,0,5,0,24,93
Charleston,Mt. Pleasant 4,Sheriff,,REP,Carl Ritchie,72,0,0,4,0,12,56
Charleston,Mt. Pleasant 5,Sheriff,,REP,Carl Ritchie,87,0,0,2,0,11,74
Charleston,Mt. Pleasant 6,Sheriff,,REP,Carl Ritchie,87,0,0,3,0,8,76
Charleston,Mt. Pleasant 7,Sheriff,,REP,Carl Ritchie,52,0,0,5,0,11,36
Charleston,Mt. Pleasant 8,Sheriff,,REP,Carl Ritchie,53,0,0,0,0,5,48
Charleston,Mt. Pleasant 9,Sheriff,,REP,Carl Ritchie,75,0,0,6,0,12,57
Charleston,Mt. Pleasant 10,Sheriff,,REP,Carl Ritchie,71,0,0,2,0,13,56
Charleston,Mt. Pleasant 11,Sheriff,,REP,Carl Ritchie,79,0,0,7,0,14,58
Charleston,Mt. Pleasant 12,Sheriff,,REP,Carl Ritchie,115,0,0,10,0,24,81
Charleston,Mt. Pleasant 13,Sheriff,,REP,Carl Ritchie,54,0,0,6,0,10,38
Charleston,Mt. Pleasant 14,Sheriff,,REP,Carl Ritchie,49,0,0,6,0,3,40
Charleston,Mt. Pleasant 15,Sheriff,,REP,Carl Ritchie,194,0,0,18,0,33,143
Charleston,Mt. Pleasant 16,Sheriff,,REP,Carl Ritchie,132,0,0,2,0,22,108
Charleston,Mt. Pleasant 17,Sheriff,,REP,Carl Ritchie,175,0,0,10,0,49,116
Charleston,Mt. Pleasant 18,Sheriff,,REP,Carl Ritchie,125,0,0,2,0,19,104
Charleston,Mt. Pleasant 19,Sheriff,,REP,Carl Ritchie,79,0,0,6,0,13,60
Charleston,Mt. Pleasant 20,Sheriff,,REP,Carl Ritchie,126,0,0,7,0,46,73
Charleston,Mt. Pleasant 21,Sheriff,,REP,Carl Ritchie,115,0,0,15,0,40,60
Charleston,Mt. Pleasant 22,Sheriff,,REP,Carl Ritchie,63,0,0,4,0,15,44
Charleston,Mt. Pleasant 23,Sheriff,,REP,Carl Ritchie,79,0,0,2,0,22,55
Charleston,Mt. Pleasant 24,Sheriff,,REP,Carl Ritchie,53,0,0,3,0,16,34
Charleston,Mt. Pleasant 25,Sheriff,,REP,Carl Ritchie,95,0,0,2,0,27,66
Charleston,Mt. Pleasant 26,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 27,Sheriff,,REP,Carl Ritchie,171,0,0,3,0,32,136
Charleston,Mt. Pleasant 28,Sheriff,,REP,Carl Ritchie,75,0,0,1,0,11,63
Charleston,Mt. Pleasant 29,Sheriff,,REP,Carl Ritchie,40,0,0,1,0,15,24
Charleston,Mt. Pleasant 30,Sheriff,,REP,Carl Ritchie,186,0,0,9,0,21,156
Charleston,Mt. Pleasant 31,Sheriff,,REP,Carl Ritchie,72,0,0,5,0,23,44
Charleston,Mt. Pleasant 32,Sheriff,,REP,Carl Ritchie,158,0,0,2,0,61,95
Charleston,Mt. Pleasant 33,Sheriff,,REP,Carl Ritchie,348,0,0,13,0,134,201
Charleston,Mt. Pleasant 34,Sheriff,,REP,Carl Ritchie,129,0,0,9,0,61,59
Charleston,Mt. Pleasant 35,Sheriff,,REP,Carl Ritchie,305,0,0,11,0,102,192
Charleston,Mt. Pleasant 36,Sheriff,,REP,Carl Ritchie,87,0,0,1,0,21,65
Charleston,Mt. Pleasant 37,Sheriff,,REP,Carl Ritchie,208,0,0,3,0,60,145
Charleston,Mt. Pleasant 38,Sheriff,,REP,Carl Ritchie,118,0,0,2,0,51,65
Charleston,Mt. Pleasant 39,Sheriff,,REP,Carl Ritchie,313,0,0,7,0,144,162
Charleston,James Island 1A,Sheriff,,REP,Carl Ritchie,41,0,0,1,0,5,35
Charleston,James Island 1B,Sheriff,,REP,Carl Ritchie,11,0,0,4,0,1,6
Charleston,James Island 3,Sheriff,,REP,Carl Ritchie,6,0,0,0,0,1,5
Charleston,James Island 5A,Sheriff,,REP,Carl Ritchie,39,0,0,0,0,11,28
Charleston,James Island 5B,Sheriff,,REP,Carl Ritchie,26,0,0,4,0,2,20
Charleston,James Island 6,Sheriff,,REP,Carl Ritchie,30,0,0,0,0,2,28
Charleston,James Island 7,Sheriff,,REP,Carl Ritchie,46,0,0,2,0,11,33
Charleston,James Island 8A,Sheriff,,REP,Carl Ritchie,38,0,0,9,0,5,24
Charleston,James Island 8B,Sheriff,,REP,Carl Ritchie,36,0,0,1,0,4,31
Charleston,James Island 9,Sheriff,,REP,Carl Ritchie,33,0,0,0,0,2,31
Charleston,James Island 10,Sheriff,,REP,Carl Ritchie,24,0,0,1,0,6,17
Charleston,James Island 11,Sheriff,,REP,Carl Ritchie,50,0,0,8,0,5,37
Charleston,James Island 12,Sheriff,,REP,Carl Ritchie,49,0,0,10,0,4,35
Charleston,James Island 13,Sheriff,,REP,Carl Ritchie,50,0,0,3,0,7,40
Charleston,James Island 14,Sheriff,,REP,Carl Ritchie,27,0,0,5,0,2,20
Charleston,James Island 15,Sheriff,,REP,Carl Ritchie,51,0,0,0,0,3,48
Charleston,James Island 17,Sheriff,,REP,Carl Ritchie,31,0,0,1,0,6,24
Charleston,James Island 19,Sheriff,,REP,Carl Ritchie,27,0,0,1,0,3,23
Charleston,James Island 20,Sheriff,,REP,Carl Ritchie,24,0,0,0,0,4,20
Charleston,James Island 22,Sheriff,,REP,Carl Ritchie,57,0,0,4,0,7,46
Charleston,Johns Island 1A,Sheriff,,REP,Carl Ritchie,79,0,0,4,0,30,45
Charleston,Johns Island 1B,Sheriff,,REP,Carl Ritchie,78,0,0,2,0,19,57
Charleston,Johns Island 2,Sheriff,,REP,Carl Ritchie,124,0,0,0,0,27,97
Charleston,Johns Island 3A,Sheriff,,REP,Carl Ritchie,171,0,0,12,0,37,122
Charleston,Johns Island 3B,Sheriff,,REP,Carl Ritchie,59,0,0,11,0,9,39
Charleston,Johns Island 4,Sheriff,,REP,Carl Ritchie,32,0,0,3,0,5,24
Charleston,St. Pauls 1,Sheriff,,REP,Carl Ritchie,12,0,0,0,0,2,10
Charleston,St. Pauls 2A,Sheriff,,REP,Carl Ritchie,7,0,0,1,0,1,5
Charleston,St. Pauls 2B,Sheriff,,REP,Carl Ritchie,26,0,0,1,0,4,21
Charleston,St. Pauls 3,Sheriff,,REP,Carl Ritchie,134,0,0,7,0,33,94
Charleston,St. Pauls 4,Sheriff,,REP,Carl Ritchie,17,0,0,1,0,6,10
Charleston,St. Pauls 5,Sheriff,,REP,Carl Ritchie,37,0,0,4,0,10,23
Charleston,St. Pauls 6,Sheriff,,REP,Carl Ritchie,108,0,0,9,0,33,66
Charleston,St. Andrews 1,Sheriff,,REP,Carl Ritchie,16,0,0,6,0,1,9
Charleston,St. Andrews 2,Sheriff,,REP,Carl Ritchie,7,0,0,0,0,2,5
Charleston,St. Andrews 3,Sheriff,,REP,Carl Ritchie,5,0,0,2,0,0,3
Charleston,St. Andrews 4,Sheriff,,REP,Carl Ritchie,33,0,0,2,0,4,27
Charleston,St. Andrews 5,Sheriff,,REP,Carl Ritchie,43,0,0,5,0,3,35
Charleston,St. Andrews 6,Sheriff,,REP,Carl Ritchie,30,0,0,2,0,1,27
Charleston,St. Andrews 7,Sheriff,,REP,Carl Ritchie,35,0,0,2,0,4,29
Charleston,St. Andrews 8,Sheriff,,REP,Carl Ritchie,1,0,0,0,0,0,1
Charleston,St. Andrews 9,Sheriff,,REP,Carl Ritchie,3,0,0,0,0,2,1
Charleston,St. Andrews 10,Sheriff,,REP,Carl Ritchie,22,0,0,0,0,7,15
Charleston,St. Andrews 11,Sheriff,,REP,Carl Ritchie,34,0,0,4,0,9,21
Charleston,St. Andrews 12,Sheriff,,REP,Carl Ritchie,45,0,0,6,0,10,29
Charleston,St. Andrews 13,Sheriff,,REP,Carl Ritchie,44,0,0,0,0,5,39
Charleston,St. Andrews 14,Sheriff,,REP,Carl Ritchie,27,0,0,3,0,10,14
Charleston,St. Andrews 15,Sheriff,,REP,Carl Ritchie,2,0,0,0,0,0,2
Charleston,St. Andrews 16,Sheriff,,REP,Carl Ritchie,16,0,0,1,0,1,14
Charleston,St. Andrews 17,Sheriff,,REP,Carl Ritchie,67,0,0,4,0,21,42
Charleston,St. Andrews 18,Sheriff,,REP,Carl Ritchie,10,0,0,1,0,1,8
Charleston,St. Andrews 19,Sheriff,,REP,Carl Ritchie,0,0,0,0,0,0,0
