county,precinct,office,district,party,candidate,votes,failsafe,provisional,absentee_by_mail,failsafe_provisional,early_voting,election_day
Charleston,James Island 3,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,James Island 5A,Sheriff,,REP,Rocky Burke,4,0,0,0,0,0,4
Charleston,James Island 5B,Sheriff,,REP,Rocky Burke,13,0,0,1,0,2,10
Charleston,James Island 6,Sheriff,,REP,Rocky Burke,11,0,0,0,0,2,9
Charleston,James Island 7,Sheriff,,REP,Rocky Burke,10,0,0,0,0,1,9
Charleston,James Island 8A,Sheriff,,REP,Rocky Burke,15,0,0,9,0,0,6
Charleston,James Island 8B,Sheriff,,REP,Rocky Burke,11,0,0,1,0,1,9
Charleston,James Island 9,Sheriff,,REP,Rocky Burke,18,0,0,0,0,3,15
Charleston,James Island 10,Sheriff,,REP,Rocky Burke,11,0,0,2,0,2,7
Charleston,James Island 11,Sheriff,,REP,Rocky Burke,13,0,0,2,0,2,9
Charleston,James Island 12,Sheriff,,REP,Rocky Burke,9,0,0,0,0,0,9
Charleston,James Island 13,Sheriff,,REP,Rocky Burke,11,0,0,0,0,3,8
Charleston,James Island 14,Sheriff,,REP,Rocky Burke,11,0,0,0,0,0,11
Charleston,James Island 15,Sheriff,,REP,Rocky Burke,18,0,0,0,0,0,18
Charleston,James Island 17,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,James Island 19,Sheriff,,REP,Rocky Burke,5,0,0,1,0,0,4
Charleston,James Island 20,Sheriff,,REP,Rocky Burke,11,0,0,1,0,1,9
Charleston,James Island 22,Sheriff,,REP,Rocky Burke,7,0,0,2,0,0,5
Charleston,Johns Island 1A,Sheriff,,REP,Rocky Burke,19,0,0,0,0,6,13
Charleston,Johns Island 1B,Sheriff,,REP,Rocky Burke,25,0,0,0,0,2,23
Charleston,Johns Island 2,Sheriff,,REP,Rocky Burke,37,0,0,1,0,9,27
Charleston,Johns Island 3A,Sheriff,,REP,Rocky Burke,37,0,0,1,0,6,30
Charleston,Johns Island 3B,Sheriff,,REP,Rocky Burke,8,0,0,2,0,1,5
Charleston,Johns Island 4,Sheriff,,REP,Rocky Burke,4,0,0,2,0,0,2
Charleston,St. Pauls 1,Sheriff,,REP,Rocky Burke,3,0,0,1,0,0,2
Charleston,St. Pauls 2A,Sheriff,,REP,Rocky Burke,7,0,0,0,0,2,5
Charleston,St. Pauls 2B,Sheriff,,REP,Rocky Burke,3,0,0,0,0,0,3
Charleston,St. Pauls 3,Sheriff,,REP,Rocky Burke,14,0,0,0,0,3,11
Charleston,St. Pauls 4,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,St. Pauls 5,Sheriff,,REP,Rocky Burke,5,0,0,0,0,1,4
Charleston,St. Pauls 6,Sheriff,,REP,Rocky Burke,17,0,0,1,0,6,10
Charleston,St. Andrews 1,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,St. Andrews 2,Sheriff,,REP,Rocky Burke,2,0,0,0,0,1,1
Charleston,St. Andrews 3,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,St. Andrews 4,Sheriff,,REP,Rocky Burke,11,0,0,0,0,3,8
Charleston,St. Andrews 5,Sheriff,,REP,Rocky Burke,4,0,0,0,0,2,2
Charleston,St. Andrews 6,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,St. Andrews 7,Sheriff,,REP,Rocky Burke,6,0,0,1,0,1,4
Charleston,St. Andrews 8,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,St. Andrews 9,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,St. Andrews 10,Sheriff,,REP,Rocky Burke,4,0,0,0,0,0,4
Charleston,St. Andrews 11,Sheriff,,REP,Rocky Burke,9,0,0,0,0,3,6
Charleston,St. Andrews 12,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,St. Andrews 13,Sheriff,,REP,Rocky Burke,5,0,0,0,0,0,5
Charleston,St. Andrews 14,Sheriff,,REP,Rocky Burke,3,0,0,0,0,2,1
Charleston,St. Andrews 15,Sheriff,,REP,Rocky Burke,1,0,0,0,0,1,0
Charleston,St. Andrews 16,Sheriff,,REP,Rocky Burke,7,0,0,0,0,1,6
Charleston,St. Andrews 17,Sheriff,,REP,Rocky Burke,9,0,0,1,0,0,8
Charleston,St. Andrews 18,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,St. Andrews 19,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,St. Andrews 20,Sheriff,,REP,Rocky Burke,6,0,0,1,0,0,5
Charleston,St. Andrews 21,Sheriff,,REP,Rocky Burke,3,0,0,2,0,0,1
Charleston,St. Andrews 22,Sheriff,,REP,Rocky Burke,5,0,0,0,0,2,3
Charleston,St. Andrews 23,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,St. Andrews 24,Sheriff,,REP,Rocky Burke,7,0,0,0,0,2,5
Charleston,St. Andrews 25,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,St. Andrews 26,Sheriff,,REP,Rocky Burke,4,0,0,1,0,2,1
Charleston,St. Andrews 27,Sheriff,,REP,Rocky Burke,13,0,0,0,0,3,10
Charleston,St. Andrews 28,Sheriff,,REP,Rocky Burke,12,0,0,0,0,5,7
Charleston,St. Andrews 29,Sheriff,,REP,Rocky Burke,7,0,0,0,0,1,6
Charleston,St. Andrews 30,Sheriff,,REP,Rocky Burke,5,0,0,0,0,2,3
Charleston,St. Andrews 31,Sheriff,,REP,Rocky Burke,3,0,0,0,0,0,3
Charleston,St. Andrews 32,Sheriff,,REP,Rocky Burke,9,0,0,1,0,1,7
Charleston,St. Andrews 33,Sheriff,,REP,Rocky Burke,5,0,0,0,0,2,3
Charleston,St. Andrews 34,Sheriff,,REP,Rocky Burke,23,0,0,2,0,2,19
Charleston,St. Andrews 35,Sheriff,,REP,Rocky Burke,21,0,0,0,0,3,18
Charleston,St. Andrews 36,Sheriff,,REP,Rocky Burke,15,0,0,0,0,3,12
Charleston,St. Andrews 37,Sheriff,,REP,Rocky Burke,20,0,0,0,0,5,15
Charleston,North Charleston 1,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 2,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,North Charleston 3,Sheriff,,REP,Rocky Burke,4,0,0,0,0,0,4
Charleston,North Charleston 4,Sheriff,,REP,Rocky Burke,2,0,0,1,0,0,1
Charleston,North Charleston 5,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,North Charleston 6,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,North Charleston 7,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 8,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 9,Sheriff,,REP,Rocky Burke,4,0,0,0,0,2,2
Charleston,North Charleston 10,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,North Charleston 11,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 12,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 13,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,North Charleston 14,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 15,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 16,Sheriff,,REP,Rocky Burke,2,0,0,0,0,1,1
Charleston,North Charleston 17,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 18,Sheriff,,REP,Rocky Burke,3,0,0,1,0,0,2
Charleston,North Charleston 19,Sheriff,,REP,Rocky Burke,2,0,0,0,0,0,2
Charleston,North Charleston 20,Sheriff,,REP,Rocky Burke,1,0,0,0,0,1,0
Charleston,North Charleston 21,Sheriff,,REP,Rocky Burke,2,0,0,0,0,1,1
Charleston,North Charleston 22,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,North Charleston 23,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,North Charleston 24,Sheriff,,REP,Rocky Burke,2,0,0,0,0,1,1
Charleston,North Charleston 25,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 26,Sheriff,,REP,Rocky Burke,1,0,0,0,0,1,0
Charleston,North Charleston 27,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 28,Sheriff,,REP,Rocky Burke,1,0,0,0,0,0,1
Charleston,North Charleston 29,Sheriff,,REP,Rocky Burke,6,0,0,0,0,0,6
Charleston,North Charleston 30,Sheriff,,REP,Rocky Burke,10,0,0,0,0,0,10
Charleston,Failsafe,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,Provisional,Sheriff,,REP,Rocky Burke,2,0,2,0,0,0,0
Charleston,Failsafe Provisional,Sheriff,,REP,Rocky Burke,0,0,0,0,0,0,0
Charleston,Awendaw,Sheriff,,REP,Rick Keys,14,0,0,1,0,3,10
Charleston,Christ Church,Sheriff,,REP,Rick Keys,9,0,0,0,0,2,7
Charleston,Isle Of Palms 1A,Sheriff,,REP,Rick Keys,4,0,0,0,0,1,3
Charleston,Isle of Palms 1B,Sheriff,,REP,Rick Keys,7,0,0,1,0,0,6
Charleston,Isle of Palms 1C,Sheriff,,REP,Rick Keys,15,0,0,0,0,4,11
Charleston,Sullivans Island,Sheriff,,REP,Rick Keys,7,0,0,0,0,2,5
Charleston,McClellanville,Sheriff,,REP,Rick Keys,12,0,0,0,0,5,7
Charleston,Deer Park 1A,Sheriff,,REP,Rick Keys,8,0,0,0,0,2,6
Charleston,Deer Park 1B,Sheriff,,REP,Rick Keys,30,0,0,9,0,4,17
Charleston,Deer Park 2A,Sheriff,,REP,Rick Keys,45,0,0,0,0,12,33
Charleston,Deer Park 2B,Sheriff,,REP,Rick Keys,19,0,0,0,0,7,12
Charleston,Deer Park 2C,Sheriff,,REP,Rick Keys,55,0,0,1,0,9,45
Charleston,Deer Park 3,Sheriff,,REP,Rick Keys,12,0,0,0,0,2,10
Charleston,Lincolnville,Sheriff,,REP,Rick Keys,16,0,0,3,0,0,13
Charleston,Ladson,Sheriff,,REP,Rick Keys,7,0,0,1,0,2,4
Charleston,Edisto Island,Sheriff,,REP,Rick Keys,14,0,0,1,0,1,12
Charleston,Wadmalaw Island 1,Sheriff,,REP,Rick Keys,6,0,0,2,0,1,3
Charleston,Wadmalaw Island 2,Sheriff,,REP,Rick Keys,12,0,0,0,0,1,11
Charleston,Kiawah Island,Sheriff,,REP,Rick Keys,29,0,0,4,0,2,23
Charleston,Town of Seabrook,Sheriff,,REP,Rick Keys,34,0,0,3,0,2,29
Charleston,Folly Beach 1,Sheriff,,REP,Rick Keys,6,0,0,0,0,1,5
Charleston,Folly Beach 2,Sheriff,,REP,Rick Keys,11,0,0,0,0,0,11
Charleston,Charleston 1,Sheriff,,REP,Rick Keys,3,0,0,0,0,1,2
Charleston,Charleston 2,Sheriff,,REP,Rick Keys,5,0,0,0,0,0,5
Charleston,Charleston 3,Sheriff,,REP,Rick Keys,2,0,0,1,0,0,1
Charleston,Charleston 4,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,Charleston 5,Sheriff,,REP,Rick Keys,1,0,0,1,0,0,0
Charleston,Charleston 6,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,Charleston 7,Sheriff,,REP,Rick Keys,6,0,0,0,0,0,6
Charleston,Charleston 8,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Charleston 9,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Charleston 10,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Charleston 11,Sheriff,,REP,Rick Keys,3,0,0,0,0,0,3
Charleston,Charleston 12,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Charleston 13,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Charleston 14,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Charleston 15,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,Charleston 16,Sheriff,,REP,Rick Keys,4,0,0,0,0,0,4
Charleston,Charleston 17,Sheriff,,REP,Rick Keys,2,0,0,0,0,1,1
Charleston,Charleston 18,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,Charleston 19,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,Charleston 20,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,Charleston 21,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 1,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,Mt. Pleasant 2,Sheriff,,REP,Rick Keys,5,0,0,3,0,2,0
Charleston,Mt. Pleasant 3,Sheriff,,REP,Rick Keys,7,0,0,0,0,1,6
Charleston,Mt. Pleasant 4,Sheriff,,REP,Rick Keys,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 5,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 6,Sheriff,,REP,Rick Keys,10,0,0,0,0,1,9
Charleston,Mt. Pleasant 7,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,Mt. Pleasant 8,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 9,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 10,Sheriff,,REP,Rick Keys,6,0,0,0,0,1,5
Charleston,Mt. Pleasant 11,Sheriff,,REP,Rick Keys,5,0,0,1,0,0,4
Charleston,Mt. Pleasant 12,Sheriff,,REP,Rick Keys,10,0,0,1,0,0,9
Charleston,Mt. Pleasant 13,Sheriff,,REP,Rick Keys,3,0,0,0,0,1,2
Charleston,Mt. Pleasant 14,Sheriff,,REP,Rick Keys,2,0,0,0,0,1,1
Charleston,Mt. Pleasant 15,Sheriff,,REP,Rick Keys,17,0,0,0,0,1,16
Charleston,Mt. Pleasant 16,Sheriff,,REP,Rick Keys,3,0,0,0,0,2,1
Charleston,Mt. Pleasant 17,Sheriff,,REP,Rick Keys,10,0,0,1,0,2,7
Charleston,Mt. Pleasant 18,Sheriff,,REP,Rick Keys,8,0,0,0,0,1,7
Charleston,Mt. Pleasant 19,Sheriff,,REP,Rick Keys,8,0,0,0,0,3,5
Charleston,Mt. Pleasant 20,Sheriff,,REP,Rick Keys,7,0,0,0,0,4,3
Charleston,Mt. Pleasant 21,Sheriff,,REP,Rick Keys,10,0,0,1,0,2,7
Charleston,Mt. Pleasant 22,Sheriff,,REP,Rick Keys,9,0,0,0,0,3,6
Charleston,Mt. Pleasant 23,Sheriff,,REP,Rick Keys,12,0,0,0,0,5,7
Charleston,Mt. Pleasant 24,Sheriff,,REP,Rick Keys,6,0,0,0,0,3,3
Charleston,Mt. Pleasant 25,Sheriff,,REP,Rick Keys,9,0,0,0,0,1,8
Charleston,Mt. Pleasant 26,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 27,Sheriff,,REP,Rick Keys,18,0,0,1,0,2,15
Charleston,Mt. Pleasant 28,Sheriff,,REP,Rick Keys,8,0,0,0,0,1,7
Charleston,Mt. Pleasant 29,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 30,Sheriff,,REP,Rick Keys,16,0,0,0,0,1,15
Charleston,Mt. Pleasant 31,Sheriff,,REP,Rick Keys,16,0,0,1,0,7,8
Charleston,Mt. Pleasant 32,Sheriff,,REP,Rick Keys,11,0,0,4,0,5,2
Charleston,Mt. Pleasant 33,Sheriff,,REP,Rick Keys,31,0,0,3,0,15,13
Charleston,Mt. Pleasant 34,Sheriff,,REP,Rick Keys,8,0,0,0,0,3,5
Charleston,Mt. Pleasant 35,Sheriff,,REP,Rick Keys,23,0,0,0,0,9,14
Charleston,Mt. Pleasant 36,Sheriff,,REP,Rick Keys,7,0,0,0,0,2,5
Charleston,Mt. Pleasant 37,Sheriff,,REP,Rick Keys,17,0,0,0,0,11,6
Charleston,Mt. Pleasant 38,Sheriff,,REP,Rick Keys,16,0,0,0,0,5,11
Charleston,Mt. Pleasant 39,Sheriff,,REP,Rick Keys,30,0,0,0,0,16,14
Charleston,James Island 1A,Sheriff,,REP,Rick Keys,4,0,0,1,0,1,2
Charleston,James Island 1B,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,James Island 3,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,James Island 5A,Sheriff,,REP,Rick Keys,2,0,0,0,0,1,1
Charleston,James Island 5B,Sheriff,,REP,Rick Keys,6,0,0,0,0,1,5
Charleston,James Island 6,Sheriff,,REP,Rick Keys,15,0,0,0,0,4,11
Charleston,James Island 7,Sheriff,,REP,Rick Keys,15,0,0,0,0,8,7
Charleston,James Island 8A,Sheriff,,REP,Rick Keys,4,0,0,1,0,0,3
Charleston,James Island 8B,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,James Island 9,Sheriff,,REP,Rick Keys,6,0,0,0,0,2,4
Charleston,James Island 10,Sheriff,,REP,Rick Keys,8,0,0,4,0,0,4
Charleston,James Island 11,Sheriff,,REP,Rick Keys,12,0,0,4,0,2,6
Charleston,James Island 12,Sheriff,,REP,Rick Keys,3,0,0,1,0,0,2
Charleston,James Island 13,Sheriff,,REP,Rick Keys,7,0,0,2,0,0,5
Charleston,James Island 14,Sheriff,,REP,Rick Keys,8,0,0,0,0,2,6
Charleston,James Island 15,Sheriff,,REP,Rick Keys,3,0,0,0,0,1,2
Charleston,James Island 17,Sheriff,,REP,Rick Keys,7,0,0,1,0,1,5
Charleston,James Island 19,Sheriff,,REP,Rick Keys,4,0,0,1,0,0,3
Charleston,James Island 20,Sheriff,,REP,Rick Keys,2,0,0,1,0,0,1
Charleston,James Island 22,Sheriff,,REP,Rick Keys,6,0,0,1,0,1,4
Charleston,Johns Island 1A,Sheriff,,REP,Rick Keys,33,0,0,2,0,13,18
Charleston,Johns Island 1B,Sheriff,,REP,Rick Keys,22,0,0,0,0,3,19
Charleston,Johns Island 2,Sheriff,,REP,Rick Keys,36,0,0,1,0,11,24
Charleston,Johns Island 3A,Sheriff,,REP,Rick Keys,28,0,0,1,0,2,25
Charleston,Johns Island 3B,Sheriff,,REP,Rick Keys,19,0,0,1,0,4,14
Charleston,Johns Island 4,Sheriff,,REP,Rick Keys,5,0,0,0,0,1,4
Charleston,St. Pauls 1,Sheriff,,REP,Rick Keys,6,0,0,0,0,0,6
Charleston,St. Pauls 2A,Sheriff,,REP,Rick Keys,13,0,0,1,0,0,12
Charleston,St. Pauls 2B,Sheriff,,REP,Rick Keys,9,0,0,0,0,2,7
Charleston,St. Pauls 3,Sheriff,,REP,Rick Keys,32,0,0,1,0,4,27
Charleston,St. Pauls 4,Sheriff,,REP,Rick Keys,5,0,0,0,0,0,5
Charleston,St. Pauls 5,Sheriff,,REP,Rick Keys,16,0,0,0,0,2,14
Charleston,St. Pauls 6,Sheriff,,REP,Rick Keys,31,0,0,0,0,6,25
Charleston,St. Andrews 1,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,St. Andrews 2,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,St. Andrews 3,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,St. Andrews 4,Sheriff,,REP,Rick Keys,6,0,0,0,0,2,4
Charleston,St. Andrews 5,Sheriff,,REP,Rick Keys,12,0,0,1,0,1,10
Charleston,St. Andrews 6,Sheriff,,REP,Rick Keys,5,0,0,0,0,0,5
Charleston,St. Andrews 7,Sheriff,,REP,Rick Keys,10,0,0,0,0,1,9
Charleston,St. Andrews 8,Sheriff,,REP,Rick Keys,4,0,0,0,0,1,3
Charleston,St. Andrews 9,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,St. Andrews 10,Sheriff,,REP,Rick Keys,1,0,0,0,0,1,0
Charleston,St. Andrews 11,Sheriff,,REP,Rick Keys,11,0,0,0,0,1,10
Charleston,St. Andrews 12,Sheriff,,REP,Rick Keys,9,0,0,0,0,1,8
Charleston,St. Andrews 13,Sheriff,,REP,Rick Keys,11,0,0,0,0,4,7
Charleston,St. Andrews 14,Sheriff,,REP,Rick Keys,7,0,0,0,0,1,6
Charleston,St. Andrews 15,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,St. Andrews 16,Sheriff,,REP,Rick Keys,10,0,0,1,0,2,7
Charleston,St. Andrews 17,Sheriff,,REP,Rick Keys,12,0,0,0,0,4,8
Charleston,St. Andrews 18,Sheriff,,REP,Rick Keys,6,0,0,0,0,1,5
Charleston,St. Andrews 19,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,St. Andrews 20,Sheriff,,REP,Rick Keys,8,0,0,1,0,2,5
Charleston,St. Andrews 21,Sheriff,,REP,Rick Keys,4,0,0,0,0,0,4
Charleston,St. Andrews 22,Sheriff,,REP,Rick Keys,17,0,0,2,0,4,11
Charleston,St. Andrews 23,Sheriff,,REP,Rick Keys,3,0,0,0,0,0,3
Charleston,St. Andrews 24,Sheriff,,REP,Rick Keys,4,0,0,0,0,1,3
Charleston,St. Andrews 25,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,St. Andrews 26,Sheriff,,REP,Rick Keys,12,0,0,1,0,7,4
Charleston,St. Andrews 27,Sheriff,,REP,Rick Keys,22,0,0,0,0,8,14
Charleston,St. Andrews 28,Sheriff,,REP,Rick Keys,17,0,0,0,0,3,14
Charleston,St. Andrews 29,Sheriff,,REP,Rick Keys,17,0,0,5,0,3,9
Charleston,St. Andrews 30,Sheriff,,REP,Rick Keys,9,0,0,2,0,1,6
Charleston,St. Andrews 31,Sheriff,,REP,Rick Keys,7,0,0,2,0,0,5
Charleston,St. Andrews 32,Sheriff,,REP,Rick Keys,19,0,0,0,0,3,16
Charleston,St. Andrews 33,Sheriff,,REP,Rick Keys,9,0,0,0,0,6,3
Charleston,St. Andrews 34,Sheriff,,REP,Rick Keys,41,0,0,0,0,13,28
Charleston,St. Andrews 35,Sheriff,,REP,Rick Keys,18,0,0,0,0,0,18
Charleston,St. Andrews 36,Sheriff,,REP,Rick Keys,22,0,0,0,0,3,19
Charleston,St. Andrews 37,Sheriff,,REP,Rick Keys,45,0,0,2,0,5,38
Charleston,North Charleston 1,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,North Charleston 2,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,North Charleston 3,Sheriff,,REP,Rick Keys,17,0,0,0,0,3,14
Charleston,North Charleston 4,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,North Charleston 5,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,North Charleston 6,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,North Charleston 7,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,North Charleston 8,Sheriff,,REP,Rick Keys,5,0,0,0,0,2,3
Charleston,North Charleston 9,Sheriff,,REP,Rick Keys,12,0,0,0,0,5,7
Charleston,North Charleston 10,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,North Charleston 11,Sheriff,,REP,Rick Keys,21,0,0,0,0,5,16
Charleston,North Charleston 12,Sheriff,,REP,Rick Keys,18,0,0,3,0,2,13
Charleston,North Charleston 13,Sheriff,,REP,Rick Keys,6,0,0,0,0,0,6
Charleston,North Charleston 14,Sheriff,,REP,Rick Keys,7,0,0,0,0,2,5
Charleston,North Charleston 15,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,North Charleston 16,Sheriff,,REP,Rick Keys,4,0,0,0,0,3,1
Charleston,North Charleston 17,Sheriff,,REP,Rick Keys,3,0,0,0,0,1,2
Charleston,North Charleston 18,Sheriff,,REP,Rick Keys,7,0,0,1,0,2,4
Charleston,North Charleston 19,Sheriff,,REP,Rick Keys,3,0,0,0,0,1,2
Charleston,North Charleston 20,Sheriff,,REP,Rick Keys,25,0,0,2,0,10,13
Charleston,North Charleston 21,Sheriff,,REP,Rick Keys,6,0,0,1,0,2,3
Charleston,North Charleston 22,Sheriff,,REP,Rick Keys,3,0,0,1,0,1,1
Charleston,North Charleston 23,Sheriff,,REP,Rick Keys,22,0,0,1,0,7,14
Charleston,North Charleston 24,Sheriff,,REP,Rick Keys,3,0,0,0,0,2,1
Charleston,North Charleston 25,Sheriff,,REP,Rick Keys,2,0,0,0,0,2,0
Charleston,North Charleston 26,Sheriff,,REP,Rick Keys,1,0,0,0,0,0,1
Charleston,North Charleston 27,Sheriff,,REP,Rick Keys,1,0,0,0,0,1,0
Charleston,North Charleston 28,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,North Charleston 29,Sheriff,,REP,Rick Keys,4,0,0,0,0,2,2
Charleston,North Charleston 30,Sheriff,,REP,Rick Keys,2,0,0,0,0,0,2
Charleston,Failsafe,Sheriff,,REP,Rick Keys,0,0,0,0,0,0,0
Charleston,Provisional,Sheriff,,REP,Rick Keys,3,0,3,0,0,0,0
Charleston,Failsafe Provisional,Sheriff,,REP,Rick Keys,1,0,0,0,1,0,0
Charleston,Awendaw,Sheriff,,REP,Greg Kitchens,58,0,0,1,0,10,47
Charleston,Christ Church,Sheriff,,REP,Greg Kitchens,43,0,0,1,0,4,38
Charleston,Isle Of Palms 1A,Sheriff,,REP,Greg Kitchens,45,0,0,6,0,5,34
Charleston,Isle of Palms 1B,Sheriff,,REP,Greg Kitchens,45,0,0,2,0,4,39
Charleston,Isle of Palms 1C,Sheriff,,REP,Greg Kitchens,89,0,0,8,0,11,70
Charleston,Sullivans Island,Sheriff,,REP,Greg Kitchens,147,0,0,5,0,13,129
Charleston,McClellanville,Sheriff,,REP,Greg Kitchens,50,0,0,1,0,5,44
Charleston,Deer Park 1A,Sheriff,,REP,Greg Kitchens,7,0,0,0,0,3,4
Charleston,Deer Park 1B,Sheriff,,REP,Greg Kitchens,41,0,0,8,0,5,28
Charleston,Deer Park 2A,Sheriff,,REP,Greg Kitchens,20,0,0,3,0,2,15
Charleston,Deer Park 2B,Sheriff,,REP,Greg Kitchens,15,0,0,0,0,2,13
Charleston,Deer Park 2C,Sheriff,,REP,Greg Kitchens,6,0,0,0,0,2,4
Charleston,Deer Park 3,Sheriff,,REP,Greg Kitchens,16,0,0,4,0,3,9
Charleston,Lincolnville,Sheriff,,REP,Greg Kitchens,31,0,0,6,0,1,24
Charleston,Ladson,Sheriff,,REP,Greg Kitchens,21,0,0,1,0,5,15
Charleston,Edisto Island,Sheriff,,REP,Greg Kitchens,104,0,0,5,0,12,87
Charleston,Wadmalaw Island 1,Sheriff,,REP,Greg Kitchens,48,0,0,3,0,5,40
Charleston,Wadmalaw Island 2,Sheriff,,REP,Greg Kitchens,60,0,0,5,0,5,50
Charleston,Kiawah Island,Sheriff,,REP,Greg Kitchens,187,0,0,13,0,14,160
Charleston,Town of Seabrook,Sheriff,,REP,Greg Kitchens,212,0,0,7,0,13,192
Charleston,Folly Beach 1,Sheriff,,REP,Greg Kitchens,25,0,0,2,0,0,23
Charleston,Folly Beach 2,Sheriff,,REP,Greg Kitchens,43,0,0,0,0,5,38
Charleston,Charleston 1,Sheriff,,REP,Greg Kitchens,103,0,0,0,0,13,90
