county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Oconee,Newry-Corinth,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Earles Grove,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Ravenel,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Fair Play,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Friendship,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Holly Springs,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Keowee,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Long Creek,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Mountain Rest,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Madison,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Bountyland,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Oakway,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Oconee,Return,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Richland,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Salem,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Oconee,Stamp Creek,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,New Hope,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Shiloh,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,South Union,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Tamassee,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Tokeena-Providence,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Utica,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Walhalla 1,Straight Party,,CON,Constitution,2,0,1,1,0,0,0
Oconee,Walhalla 2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Westminster 1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Westminster 2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,West Union,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Seneca 1,Straight Party,,CON,Constitution,2,0,2,0,0,0,0
Oconee,Seneca 2,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Oconee,Seneca 3,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Seneca 4,Straight Party,,CON,Constitution,3,1,1,1,0,0,0
Oconee,Failsafe,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Failsafe Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Oconee,Newry-Corinth,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Earles Grove,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Ravenel,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Oconee,Fair Play,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Friendship,Straight Party,,UNC,United Citizens,3,2,1,0,0,0,0
Oconee,Holly Springs,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Keowee,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Oconee,Long Creek,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Mountain Rest,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Madison,Straight Party,,UNC,United Citizens,2,0,2,0,0,0,0
Oconee,Bountyland,Straight Party,,UNC,United Citizens,4,1,1,2,0,0,0
Oconee,Oakway,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
Oconee,Return,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Richland,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Oconee,Salem,Straight Party,,UNC,United Citizens,3,2,1,0,0,0,0
Oconee,Stamp Creek,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,New Hope,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Shiloh,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,South Union,Straight Party,,UNC,United Citizens,3,0,3,0,0,0,0
Oconee,Tamassee,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Oconee,Tokeena-Providence,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Utica,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Oconee,Walhalla 1,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Oconee,Walhalla 2,Straight Party,,UNC,United Citizens,3,2,1,0,0,0,0
Oconee,Westminster 1,Straight Party,,UNC,United Citizens,4,3,1,0,0,0,0
Oconee,Westminster 2,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
Oconee,West Union,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Seneca 1,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
Oconee,Seneca 2,Straight Party,,UNC,United Citizens,4,2,1,1,0,0,0
Oconee,Seneca 3,Straight Party,,UNC,United Citizens,2,1,0,1,0,0,0
Oconee,Seneca 4,Straight Party,,UNC,United Citizens,5,1,4,0,0,0,0
Oconee,Failsafe,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Oconee,Failsafe Provisional,Straight Party,,UNC,United Citizens,1,0,0,0,0,1,0
Oconee,Newry-Corinth,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Oconee,Earles Grove,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Oconee,Ravenel,Straight Party,,GRN,Green,3,1,2,0,0,0,0
Oconee,Fair Play,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Oconee,Friendship,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Oconee,Holly Springs,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Oconee,Keowee,Straight Party,,GRN,Green,0,0,0,0,0,0,0
