county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
McCormick,Mt. Carmel,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Monticello,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Savannah,Straight Party,,CON,Constitution,2,1,1,0,0,0,0
McCormick,Willington,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,McCormick No. 1,Straight Party,,CON,Constitution,3,2,1,0,0,0,0
McCormick,Bethany,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,McCormick No. 2,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
McCormick,Plum Branch,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Parksville,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Modoc,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Clark's Hill,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Failsafe,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
McCormick,Mt. Carmel,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
McCormick,Monticello,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Savannah,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
McCormick,Willington,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
McCormick,McCormick No. 1,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
McCormick,Bethany,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
McCormick,McCormick No. 2,Straight Party,,UNC,United Citizens,3,2,1,0,0,0,0
McCormick,Plum Branch,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
McCormick,Parksville,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
McCormick,Modoc,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Clark's Hill,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
McCormick,Failsafe,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Mt. Carmel,Straight Party,,GRN,Green,0,0,0,0,0,0,0
McCormick,Monticello,Straight Party,,GRN,Green,1,0,1,0,0,0,0
McCormick,Savannah,Straight Party,,GRN,Green,0,0,0,0,0,0,0
McCormick,Willington,Straight Party,,GRN,Green,0,0,0,0,0,0,0
McCormick,McCormick No. 1,Straight Party,,GRN,Green,1,1,0,0,0,0,0
McCormick,Bethany,Straight Party,,GRN,Green,0,0,0,0,0,0,0
McCormick,McCormick No. 2,Straight Party,,GRN,Green,1,1,0,0,0,0,0
McCormick,Plum Branch,Straight Party,,GRN,Green,0,0,0,0,0,0,0
McCormick,Parksville,Straight Party,,GRN,Green,1,1,0,0,0,0,0
McCormick,Modoc,Straight Party,,GRN,Green,1,0,1,0,0,0,0
