county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Greenville,DUNKLIN,U.S. House,3,DEM,Bryon L Best,8,0,0,0,1,0,7
Greenville,FORK SHOALS,U.S. House,3,DEM,Bryon L Best,5,0,0,0,2,0,3
Greenville,FOUNTAIN INN 1,U.S. House,3,DEM,Bryon L Best,45,0,1,0,8,0,36
Greenville,FOUNTAIN INN 2,U.S. House,3,DEM,Bryon L Best,9,0,0,0,2,0,7
Greenville,NEELY FARMS,U.S. House,3,DEM,Bryon L Best,30,0,1,0,9,0,20
Greenville,PIEDMONT,U.S. House,3,DEM,Bryon L Best,36,0,1,0,6,0,29
Greenville,PINEVIEW,U.S. House,3,DEM,Bryon L Best,7,0,0,0,0,0,7
Greenville,RAINTREE,U.S. House,3,DEM,Bryon L Best,31,0,2,0,11,0,18
Greenville,REEDY FORK,U.S. House,3,DEM,Bryon L Best,105,0,2,0,30,0,73
Greenville,SYCAMORE,U.S. House,3,DEM,Bryon L Best,15,0,3,0,0,0,12
Greenville,WALNUT SPRINGS,U.S. House,3,DEM,Bryon L Best,40,0,4,0,10,0,26
Greenville,WOODMONT,U.S. House,3,DEM,Bryon L Best,131,0,6,0,54,0,71
Greenville,BAKER CREEK,U.S. House,3,DEM,Bryon L Best,13,0,0,0,6,0,7
Greenville,LONG CREEK,U.S. House,3,DEM,Bryon L Best,30,0,0,0,5,0,25
Greenville,VERDMONT,U.S. House,3,DEM,Bryon L Best,17,0,2,0,3,0,12
Greenville,WARE PLACE,U.S. House,3,DEM,Bryon L Best,22,0,1,0,6,0,15
Greenville,Failsafe,U.S. House,3,DEM,Bryon L Best,0,0,0,0,0,0,0
Greenville,Provisional,U.S. House,3,DEM,Bryon L Best,0,0,0,0,0,0,0
Greenville,Failsafe Provisional,U.S. House,3,DEM,Bryon L Best,0,0,0,0,0,0,0
Greenville,DUNKLIN,U.S. House,3,DEM,Frances Guldner,7,0,0,0,1,0,6
