county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Cherokee,Draytonville,County Council District 1,,DEM,Teresa Corry Bonner,1,0,0,0,0,0,1
Cherokee,Gaffney Ward No. 1,County Council District 1,,DEM,Teresa Corry Bonner,16,0,0,0,5,0,11
Cherokee,Gaffney Ward No. 2,County Council District 1,,DEM,Teresa Corry Bonner,59,0,3,0,12,0,44
Cherokee,Gaffney Ward No. 3,County Council District 1,,DEM,Teresa Corry Bonner,74,0,2,0,22,0,50
Cherokee,Gaffney Ward No. 4,County Council District 1,,DEM,Teresa Corry Bonner,26,0,1,0,6,0,19
Cherokee,Gaffney Ward No. 5,County Council District 1,,DEM,Teresa Corry Bonner,5,0,0,0,1,0,4
Cherokee,Gaffney Ward No. 6,County Council District 1,,DEM,Teresa Corry Bonner,1,0,0,0,0,0,1
Cherokee,Macedonia,County Council District 1,,DEM,Teresa Corry Bonner,3,0,0,0,3,0,0
Cherokee,Musgrove Mill,County Council District 1,,DEM,Teresa Corry Bonner,0,0,0,0,0,0,0
Cherokee,Pleasant Meadows,County Council District 1,,DEM,Teresa Corry Bonner,66,0,1,0,20,0,45
Cherokee,Failsafe,County Council District 1,,DEM,Teresa Corry Bonner,1,1,0,0,0,0,0
Cherokee,Provisional,County Council District 1,,DEM,Teresa Corry Bonner,0,0,0,0,0,0,0
Cherokee,Draytonville,County Council District 1,,DEM,Lyman Dawkins Jr,2,0,0,0,0,0,2
Cherokee,Gaffney Ward No. 1,County Council District 1,,DEM,Lyman Dawkins Jr,4,0,0,0,1,0,3
Cherokee,Gaffney Ward No. 2,County Council District 1,,DEM,Lyman Dawkins Jr,55,0,0,0,11,0,44
Cherokee,Gaffney Ward No. 3,County Council District 1,,DEM,Lyman Dawkins Jr,62,0,0,0,13,0,49
Cherokee,Gaffney Ward No. 4,County Council District 1,,DEM,Lyman Dawkins Jr,37,0,4,0,7,0,26
Cherokee,Gaffney Ward No. 5,County Council District 1,,DEM,Lyman Dawkins Jr,13,0,0,0,2,0,11
Cherokee,Gaffney Ward No. 6,County Council District 1,,DEM,Lyman Dawkins Jr,6,0,0,0,0,0,6
Cherokee,Macedonia,County Council District 1,,DEM,Lyman Dawkins Jr,3,0,0,0,3,0,0
Cherokee,Musgrove Mill,County Council District 1,,DEM,Lyman Dawkins Jr,2,0,0,0,1,0,1
