county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Orangeburg,SUBURBAN 7,U.S. House,2,DEM,David Robinson II,1,0,0,0,1,0,0
Orangeburg,COPE,U.S. House,2,DEM,David Robinson II,48,0,1,0,10,0,37
Orangeburg,CORDOVA 1,U.S. House,2,DEM,David Robinson II,109,0,5,0,21,0,83
Orangeburg,EDISTO,U.S. House,2,DEM,David Robinson II,72,0,3,0,20,0,49
Orangeburg,LIMESTONE 1,U.S. House,2,DEM,David Robinson II,251,0,8,0,101,0,142
Orangeburg,NEESES-LIVINGSTON,U.S. House,2,DEM,David Robinson II,43,0,3,0,15,0,25
Orangeburg,NORTH 2,U.S. House,2,DEM,David Robinson II,113,0,3,0,41,0,69
Orangeburg,NORTH 1,U.S. House,2,DEM,David Robinson II,113,0,17,0,39,0,57
Orangeburg,NORWAY,U.S. House,2,DEM,David Robinson II,125,0,14,0,17,0,94
Orangeburg,PINE HILL,U.S. House,2,DEM,David Robinson II,105,0,5,0,19,0,81
Orangeburg,SPRINGFIELD,U.S. House,2,DEM,David Robinson II,149,0,80,0,5,0,64
Orangeburg,BOLENTOWN,U.S. House,2,DEM,David Robinson II,109,0,2,0,23,0,84
Orangeburg,CORDOVA 2,U.S. House,2,DEM,David Robinson II,130,0,5,0,45,0,80
Orangeburg,LIMESTONE 2,U.S. House,2,DEM,David Robinson II,260,0,7,0,100,0,153
Orangeburg,Failsafe,U.S. House,2,DEM,David Robinson II,0,0,0,0,0,0,0
Orangeburg,Provisional,U.S. House,2,DEM,David Robinson II,1,0,0,0,0,1,0
Orangeburg,Failsafe Proviisional,U.S. House,2,DEM,David Robinson II,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 7,U.S. House,2,DEM,Daniel J Shrief,0,0,0,0,0,0,0
Orangeburg,COPE,U.S. House,2,DEM,Daniel J Shrief,14,0,0,0,2,0,12
Orangeburg,CORDOVA 1,U.S. House,2,DEM,Daniel J Shrief,28,0,0,0,9,0,19
Orangeburg,EDISTO,U.S. House,2,DEM,Daniel J Shrief,14,0,0,0,3,0,11
Orangeburg,LIMESTONE 1,U.S. House,2,DEM,Daniel J Shrief,40,0,1,0,13,0,26
Orangeburg,NEESES-LIVINGSTON,U.S. House,2,DEM,Daniel J Shrief,22,0,4,0,7,0,11
Orangeburg,NORTH 2,U.S. House,2,DEM,Daniel J Shrief,27,0,1,0,10,0,16
Orangeburg,NORTH 1,U.S. House,2,DEM,Daniel J Shrief,26,0,3,0,7,0,16
Orangeburg,NORWAY,U.S. House,2,DEM,Daniel J Shrief,32,0,7,0,8,0,17
Orangeburg,PINE HILL,U.S. House,2,DEM,Daniel J Shrief,23,0,2,0,1,0,20
Orangeburg,SPRINGFIELD,U.S. House,2,DEM,Daniel J Shrief,44,0,25,0,3,0,16
Orangeburg,BOLENTOWN,U.S. House,2,DEM,Daniel J Shrief,25,0,0,0,7,0,18
Orangeburg,CORDOVA 2,U.S. House,2,DEM,Daniel J Shrief,27,0,0,0,5,0,22
Orangeburg,LIMESTONE 2,U.S. House,2,DEM,Daniel J Shrief,47,0,2,0,17,0,28
Orangeburg,Failsafe,U.S. House,2,DEM,Daniel J Shrief,0,0,0,0,0,0,0
Orangeburg,Provisional,U.S. House,2,DEM,Daniel J Shrief,0,0,0,0,0,0,0
Orangeburg,Failsafe Proviisional,U.S. House,2,DEM,Daniel J Shrief,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 7,U.S. House,2,REP,Hamp Redmond,0,0,0,0,0,0,0
Orangeburg,COPE,U.S. House,2,REP,Hamp Redmond,4,0,0,0,0,0,4
Orangeburg,CORDOVA 1,U.S. House,2,REP,Hamp Redmond,12,0,2,0,0,0,10
Orangeburg,EDISTO,U.S. House,2,REP,Hamp Redmond,9,0,0,0,1,0,8
Orangeburg,LIMESTONE 1,U.S. House,2,REP,Hamp Redmond,2,0,0,0,2,0,0
Orangeburg,NEESES-LIVINGSTON,U.S. House,2,REP,Hamp Redmond,19,0,0,0,3,0,16
Orangeburg,NORTH 2,U.S. House,2,REP,Hamp Redmond,16,0,1,0,0,0,15
Orangeburg,NORTH 1,U.S. House,2,REP,Hamp Redmond,10,0,1,0,0,0,9
Orangeburg,NORWAY,U.S. House,2,REP,Hamp Redmond,3,0,0,0,0,0,3
Orangeburg,PINE HILL,U.S. House,2,REP,Hamp Redmond,3,0,1,0,0,0,2
Orangeburg,SPRINGFIELD,U.S. House,2,REP,Hamp Redmond,20,0,1,0,0,0,19
Orangeburg,BOLENTOWN,U.S. House,2,REP,Hamp Redmond,5,0,0,0,0,0,5
Orangeburg,CORDOVA 2,U.S. House,2,REP,Hamp Redmond,5,0,0,0,0,0,5
Orangeburg,LIMESTONE 2,U.S. House,2,REP,Hamp Redmond,11,0,1,0,0,0,10
Orangeburg,Failsafe,U.S. House,2,REP,Hamp Redmond,0,0,0,0,0,0,0
Orangeburg,Provisional,U.S. House,2,REP,Hamp Redmond,0,0,0,0,0,0,0
Orangeburg,Failsafe Proviisional,U.S. House,2,REP,Hamp Redmond,0,0,0,0,0,0,0
Orangeburg,SUBURBAN 7,U.S. House,2,REP,Joe Wilson,2,0,2,0,0,0,0
Orangeburg,COPE,U.S. House,2,REP,Joe Wilson,21,0,1,0,0,0,20
Orangeburg,CORDOVA 1,U.S. House,2,REP,Joe Wilson,23,0,2,0,6,0,15
Orangeburg,EDISTO,U.S. House,2,REP,Joe Wilson,44,0,1,0,5,0,38
Orangeburg,LIMESTONE 1,U.S. House,2,REP,Joe Wilson,20,0,2,0,11,0,7
Orangeburg,NEESES-LIVINGSTON,U.S. House,2,REP,Joe Wilson,53,0,3,0,6,0,44
Orangeburg,NORTH 2,U.S. House,2,REP,Joe Wilson,46,0,3,0,5,0,38
Orangeburg,NORTH 1,U.S. House,2,REP,Joe Wilson,25,0,0,0,2,0,23
