county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Kershaw,Airport,State Senate,35,DEM,Austin B Floyd Jr,14,0,0,0,3,0,11
Kershaw,Antioch,State Senate,35,DEM,Austin B Floyd Jr,12,0,0,0,7,0,5
Kershaw,Bethune,State Senate,35,DEM,Austin B Floyd Jr,8,0,0,0,2,0,6
Kershaw,Camden No. 1,State Senate,35,DEM,Austin B Floyd Jr,44,0,0,0,23,0,21
Kershaw,Camden No. 2 & 3,State Senate,35,DEM,Austin B Floyd Jr,2,0,0,0,0,0,2
Kershaw,Hobkirk'S Hill,State Senate,35,DEM,Austin B Floyd Jr,31,0,2,0,22,0,7
Kershaw,Camden No. 6,State Senate,35,DEM,Austin B Floyd Jr,10,0,0,0,3,0,7
Kershaw,Cassatt,State Senate,35,DEM,Austin B Floyd Jr,3,0,0,0,2,0,1
Kershaw,Charlotte Thompson,State Senate,35,DEM,Austin B Floyd Jr,42,0,2,0,20,0,20
Kershaw,Doby'S Mill,State Senate,35,DEM,Austin B Floyd Jr,21,0,0,0,5,0,16
Kershaw,Elgin No. 1,State Senate,35,DEM,Austin B Floyd Jr,23,0,0,0,6,0,17
Kershaw,Elgin No. 3,State Senate,35,DEM,Austin B Floyd Jr,27,0,1,0,8,0,18
Kershaw,Elgin No. 5,State Senate,35,DEM,Austin B Floyd Jr,11,0,1,0,5,0,5
Kershaw,Elgin No. 6,State Senate,35,DEM,Austin B Floyd Jr,14,0,0,0,3,0,11
Kershaw,Malvern Hill,State Senate,35,DEM,Austin B Floyd Jr,19,0,0,0,12,0,7
Kershaw,Riverdale,State Senate,35,DEM,Austin B Floyd Jr,25,0,0,0,12,0,13
Kershaw,Whites Gardens,State Senate,35,DEM,Austin B Floyd Jr,19,0,0,0,7,0,12
Kershaw,Failsafe,State Senate,35,DEM,Austin B Floyd Jr,0,0,0,0,0,0,0
Kershaw,Provisional,State Senate,35,DEM,Austin B Floyd Jr,0,0,0,0,0,0,0
Kershaw,Failsafe Provisional,State Senate,35,DEM,Austin B Floyd Jr,0,0,0,0,0,0,0
Kershaw,Airport,State Senate,35,DEM,Jeffrey R Graham,35,0,0,0,15,0,20
Kershaw,Antioch,State Senate,35,DEM,Jeffrey R Graham,19,0,0,0,14,0,5
Kershaw,Bethune,State Senate,35,DEM,Jeffrey R Graham,56,0,1,0,11,0,44
Kershaw,Camden No. 1,State Senate,35,DEM,Jeffrey R Graham,95,0,0,0,65,0,30
Kershaw,Camden No. 2 & 3,State Senate,35,DEM,Jeffrey R Graham,28,0,0,0,19,0,9
Kershaw,Hobkirk'S Hill,State Senate,35,DEM,Jeffrey R Graham,154,0,0,0,83,0,71
Kershaw,Camden No. 6,State Senate,35,DEM,Jeffrey R Graham,36,0,0,0,19,0,17
Kershaw,Cassatt,State Senate,35,DEM,Jeffrey R Graham,30,0,0,0,22,0,8
Kershaw,Charlotte Thompson,State Senate,35,DEM,Jeffrey R Graham,89,0,4,0,55,0,30
Kershaw,Doby'S Mill,State Senate,35,DEM,Jeffrey R Graham,38,0,0,0,20,0,18
Kershaw,Elgin No. 1,State Senate,35,DEM,Jeffrey R Graham,53,0,1,0,15,0,37
Kershaw,Elgin No. 3,State Senate,35,DEM,Jeffrey R Graham,41,0,1,0,11,0,29
Kershaw,Elgin No. 5,State Senate,35,DEM,Jeffrey R Graham,20,0,1,0,5,0,14
Kershaw,Elgin No. 6,State Senate,35,DEM,Jeffrey R Graham,29,0,0,0,9,0,20
Kershaw,Malvern Hill,State Senate,35,DEM,Jeffrey R Graham,51,0,0,0,25,0,26
Kershaw,Riverdale,State Senate,35,DEM,Jeffrey R Graham,59,0,3,0,24,0,32
Kershaw,Whites Gardens,State Senate,35,DEM,Jeffrey R Graham,60,0,0,0,36,0,24
Kershaw,Failsafe,State Senate,35,DEM,Jeffrey R Graham,0,0,0,0,0,0,0
Kershaw,Provisional,State Senate,35,DEM,Jeffrey R Graham,2,0,0,0,0,2,0
Kershaw,Failsafe Provisional,State Senate,35,DEM,Jeffrey R Graham,0,0,0,0,0,0,0
Kershaw,Airport,State Senate,35,DEM,Lucy Mahon,9,0,0,0,6,0,3
Kershaw,Antioch,State Senate,35,DEM,Lucy Mahon,2,0,0,0,0,0,2
Kershaw,Bethune,State Senate,35,DEM,Lucy Mahon,4,0,0,0,0,0,4
Kershaw,Camden No. 1,State Senate,35,DEM,Lucy Mahon,14,0,0,0,12,0,2
Kershaw,Camden No. 2 & 3,State Senate,35,DEM,Lucy Mahon,8,0,0,0,2,0,6
Kershaw,Hobkirk'S Hill,State Senate,35,DEM,Lucy Mahon,24,0,0,0,15,0,9
Kershaw,Camden No. 6,State Senate,35,DEM,Lucy Mahon,11,0,0,0,3,0,8
Kershaw,Cassatt,State Senate,35,DEM,Lucy Mahon,4,0,0,0,2,0,2
Kershaw,Charlotte Thompson,State Senate,35,DEM,Lucy Mahon,13,0,0,0,6,0,7
Kershaw,Doby'S Mill,State Senate,35,DEM,Lucy Mahon,14,0,1,0,3,0,10
Kershaw,Elgin No. 1,State Senate,35,DEM,Lucy Mahon,39,0,1,0,6,0,32
Kershaw,Elgin No. 3,State Senate,35,DEM,Lucy Mahon,9,0,0,0,3,0,6
Kershaw,Elgin No. 5,State Senate,35,DEM,Lucy Mahon,7,0,0,0,4,0,3
Kershaw,Elgin No. 6,State Senate,35,DEM,Lucy Mahon,11,0,0,0,3,0,8
Kershaw,Malvern Hill,State Senate,35,DEM,Lucy Mahon,13,0,0,0,3,0,10
Kershaw,Riverdale,State Senate,35,DEM,Lucy Mahon,9,0,1,0,3,0,5
Kershaw,Whites Gardens,State Senate,35,DEM,Lucy Mahon,7,0,0,0,3,0,4
Kershaw,Failsafe,State Senate,35,DEM,Lucy Mahon,0,0,0,0,0,0,0
Kershaw,Provisional,State Senate,35,DEM,Lucy Mahon,0,0,0,0,0,0,0
Kershaw,Failsafe Provisional,State Senate,35,DEM,Lucy Mahon,0,0,0,0,0,0,0
Kershaw,Buffalo,State Senate,27,REP,Allen Blackmon,122,0,1,0,23,0,98
Kershaw,Camden No. 5,State Senate,27,REP,Allen Blackmon,85,0,2,0,31,0,52
Kershaw,Camden No. 5-A,State Senate,27,REP,Allen Blackmon,26,0,0,0,12,0,14
Kershaw,Elgin No. 2,State Senate,27,REP,Allen Blackmon,100,0,1,0,16,0,83
Kershaw,Elgin No. 4,State Senate,27,REP,Allen Blackmon,86,0,4,0,17,0,65
Kershaw,Liberty Hill,State Senate,27,REP,Allen Blackmon,73,0,0,0,21,0,52
Kershaw,Lugoff No. 1,State Senate,27,REP,Allen Blackmon,82,0,3,0,16,0,63
Kershaw,Lugoff No. 2,State Senate,27,REP,Allen Blackmon,109,0,3,0,37,0,69
