county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Chesterfield,ANGELUS-CARARRH,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,BAY SPRINGS,Straight Party,,CON,Constitution,2,0,2,0,0,0,0
Chesterfield,BLACK CREEK,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Chesterfield,BROCKS MILL,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,CASH,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Chesterfield,CENTER GROVE-WINZO,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 3,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 4,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,COURTHOUSE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,DUDLEY-MANGUM,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,GRANTS MILL,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,JEFFERSON,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Chesterfield,MCBEE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,MIDDENDORF,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,MT. GROGHAN,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,OUSLEYDALE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,PAGELAND NO. 1,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Chesterfield,PAGELAND NO. 2,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Chesterfield,PATRICK,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Chesterfield,PEE DEE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,RUBY,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Chesterfield,SHILOH,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,SNOW HILL-VAUGHN,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,Failsafe,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,Failsafe Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Chesterfield,ANGELUS-CARARRH,Straight Party,,UNC,United Citizens,2,0,2,0,0,0,0
Chesterfield,BAY SPRINGS,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,BLACK CREEK,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,BROCKS MILL,Straight Party,,UNC,United Citizens,3,2,1,0,0,0,0
Chesterfield,CASH,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Chesterfield,CENTER GROVE-WINZO,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 1,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Chesterfield,CHERAW NO. 2,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 3,Straight Party,,UNC,United Citizens,6,3,3,0,0,0,0
Chesterfield,CHERAW NO. 4,Straight Party,,UNC,United Citizens,3,1,1,1,0,0,0
Chesterfield,COURTHOUSE,Straight Party,,UNC,United Citizens,5,3,2,0,0,0,0
Chesterfield,DUDLEY-MANGUM,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Chesterfield,GRANTS MILL,Straight Party,,UNC,United Citizens,3,1,2,0,0,0,0
Chesterfield,JEFFERSON,Straight Party,,UNC,United Citizens,3,0,3,0,0,0,0
Chesterfield,MCBEE,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Chesterfield,MIDDENDORF,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,MT. GROGHAN,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Chesterfield,OUSLEYDALE,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,PAGELAND NO. 1,Straight Party,,UNC,United Citizens,4,2,2,0,0,0,0
Chesterfield,PAGELAND NO. 2,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Chesterfield,PATRICK,Straight Party,,UNC,United Citizens,2,0,2,0,0,0,0
Chesterfield,PEE DEE,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,RUBY,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Chesterfield,SHILOH,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Chesterfield,SNOW HILL-VAUGHN,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,Failsafe,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,Failsafe Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,ANGELUS-CARARRH,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,BAY SPRINGS,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,BLACK CREEK,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,BROCKS MILL,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,CASH,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Chesterfield,CENTER GROVE-WINZO,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 1,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 2,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 3,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Chesterfield,CHERAW NO. 4,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,COURTHOUSE,Straight Party,,GRN,Green,4,3,1,0,0,0,0
Chesterfield,DUDLEY-MANGUM,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,GRANTS MILL,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,JEFFERSON,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,MCBEE,Straight Party,,GRN,Green,2,0,2,0,0,0,0
Chesterfield,MIDDENDORF,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,MT. GROGHAN,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,OUSLEYDALE,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,PAGELAND NO. 1,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,PAGELAND NO. 2,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,PATRICK,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Chesterfield,PEE DEE,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,RUBY,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,SHILOH,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,SNOW HILL-VAUGHN,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Failsafe,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Failsafe Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,ANGELUS-CARARRH,Straight Party,,REP,Republican,228,55,173,0,0,0,0
Chesterfield,BAY SPRINGS,Straight Party,,REP,Republican,137,57,80,0,0,0,0
Chesterfield,BLACK CREEK,Straight Party,,REP,Republican,138,69,69,0,0,0,0
Chesterfield,BROCKS MILL,Straight Party,,REP,Republican,231,115,113,3,0,0,0
Chesterfield,CASH,Straight Party,,REP,Republican,178,78,100,0,0,0,0
Chesterfield,CENTER GROVE-WINZO,Straight Party,,REP,Republican,235,99,132,4,0,0,0
Chesterfield,CHERAW NO. 1,Straight Party,,REP,Republican,272,126,139,7,0,0,0
Chesterfield,CHERAW NO. 2,Straight Party,,REP,Republican,201,105,86,10,0,0,0
Chesterfield,CHERAW NO. 3,Straight Party,,REP,Republican,147,66,69,12,0,0,0
Chesterfield,CHERAW NO. 4,Straight Party,,REP,Republican,202,109,88,5,0,0,0
Chesterfield,COURTHOUSE,Straight Party,,REP,Republican,440,320,113,7,0,0,0
Chesterfield,DUDLEY-MANGUM,Straight Party,,REP,Republican,332,115,213,4,0,0,0
Chesterfield,GRANTS MILL,Straight Party,,REP,Republican,329,180,141,8,0,0,0
Chesterfield,JEFFERSON,Straight Party,,REP,Republican,463,175,285,3,0,0,0
Chesterfield,MCBEE,Straight Party,,REP,Republican,361,71,274,16,0,0,0
Chesterfield,MIDDENDORF,Straight Party,,REP,Republican,261,80,179,2,0,0,0
Chesterfield,MT. GROGHAN,Straight Party,,REP,Republican,132,63,69,0,0,0,0
Chesterfield,OUSLEYDALE,Straight Party,,REP,Republican,272,83,186,3,0,0,0
Chesterfield,PAGELAND NO. 1,Straight Party,,REP,Republican,422,180,234,8,0,0,0
Chesterfield,PAGELAND NO. 2,Straight Party,,REP,Republican,402,161,234,7,0,0,0
Chesterfield,PATRICK,Straight Party,,REP,Republican,182,59,120,3,0,0,0
Chesterfield,PEE DEE,Straight Party,,REP,Republican,92,15,77,0,0,0,0
Chesterfield,RUBY,Straight Party,,REP,Republican,256,123,129,4,0,0,0
Chesterfield,SHILOH,Straight Party,,REP,Republican,175,104,69,2,0,0,0
Chesterfield,SNOW HILL-VAUGHN,Straight Party,,REP,Republican,140,91,48,1,0,0,0
Chesterfield,Failsafe,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Chesterfield,Provisional,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Chesterfield,Failsafe Provisional,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Chesterfield,ANGELUS-CARARRH,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,BAY SPRINGS,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,BLACK CREEK,Straight Party,,LIB,Libertarian,2,2,0,0,0,0,0
Chesterfield,BROCKS MILL,Straight Party,,LIB,Libertarian,1,1,0,0,0,0,0
Chesterfield,CASH,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,CENTER GROVE-WINZO,Straight Party,,LIB,Libertarian,1,0,1,0,0,0,0
Chesterfield,CHERAW NO. 1,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 2,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 3,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 4,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,COURTHOUSE,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,DUDLEY-MANGUM,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,GRANTS MILL,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,JEFFERSON,Straight Party,,LIB,Libertarian,1,0,1,0,0,0,0
Chesterfield,MCBEE,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
Chesterfield,MIDDENDORF,Straight Party,,LIB,Libertarian,0,0,0,0,0,0,0
