county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Dillon,East Dillon,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,West Dillon,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Dillon,South Dillon,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Latta,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,New Holly,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Lake View,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Kemper,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Pleasant Hill,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Mt. Calvary,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Bermuda,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Hamer,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Oakland,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Carolina,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Little Rock,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Minturn,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Oak Grove,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Manning,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Floydale,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Dillon,Fork,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Failsafe,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,Failsafe Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Dillon,East Dillon,Straight Party,,UNC,United Citizens,1,1,0,0,0,0,0
Dillon,West Dillon,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
Dillon,South Dillon,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Dillon,Latta,Straight Party,,UNC,United Citizens,5,0,1,4,0,0,0
Dillon,New Holly,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Lake View,Straight Party,,UNC,United Citizens,2,0,2,0,0,0,0
Dillon,Kemper,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Dillon,Pleasant Hill,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Mt. Calvary,Straight Party,,UNC,United Citizens,3,1,2,0,0,0,0
Dillon,Bermuda,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Hamer,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Dillon,Oakland,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Dillon,Carolina,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Little Rock,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Dillon,Minturn,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Oak Grove,Straight Party,,UNC,United Citizens,1,0,0,1,0,0,0
Dillon,Manning,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Floydale,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Dillon,Fork,Straight Party,,UNC,United Citizens,2,0,0,2,0,0,0
Dillon,Failsafe,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,Failsafe Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Dillon,East Dillon,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,West Dillon,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,South Dillon,Straight Party,,GRN,Green,3,1,2,0,0,0,0
Dillon,Latta,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,New Holly,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Lake View,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Dillon,Kemper,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Pleasant Hill,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Mt. Calvary,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Bermuda,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Hamer,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Oakland,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Dillon,Carolina,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Little Rock,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Minturn,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Oak Grove,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Manning,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Floydale,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Fork,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Failsafe,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,Failsafe Provisional,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Dillon,East Dillon,Straight Party,,REP,Republican,285,201,74,10,0,0,0
Dillon,West Dillon,Straight Party,,REP,Republican,102,59,35,8,0,0,0
Dillon,South Dillon,Straight Party,,REP,Republican,52,34,16,2,0,0,0
Dillon,Latta,Straight Party,,REP,Republican,273,137,128,8,0,0,0
Dillon,New Holly,Straight Party,,REP,Republican,72,25,44,3,0,0,0
Dillon,Lake View,Straight Party,,REP,Republican,152,61,86,5,0,0,0
Dillon,Kemper,Straight Party,,REP,Republican,57,23,34,0,0,0,0
Dillon,Pleasant Hill,Straight Party,,REP,Republican,52,32,19,1,0,0,0
Dillon,Mt. Calvary,Straight Party,,REP,Republican,160,77,78,5,0,0,0
Dillon,Bermuda,Straight Party,,REP,Republican,31,14,17,0,0,0,0
Dillon,Hamer,Straight Party,,REP,Republican,84,38,44,2,0,0,0
Dillon,Oakland,Straight Party,,REP,Republican,74,15,59,0,0,0,0
Dillon,Carolina,Straight Party,,REP,Republican,28,7,20,1,0,0,0
Dillon,Little Rock,Straight Party,,REP,Republican,45,25,19,1,0,0,0
Dillon,Minturn,Straight Party,,REP,Republican,19,4,15,0,0,0,0
Dillon,Oak Grove,Straight Party,,REP,Republican,187,50,131,6,0,0,0
Dillon,Manning,Straight Party,,REP,Republican,41,30,10,1,0,0,0
Dillon,Floydale,Straight Party,,REP,Republican,133,49,81,3,0,0,0
Dillon,Fork,Straight Party,,REP,Republican,86,41,44,1,0,0,0
Dillon,Failsafe,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Dillon,Provisional,Straight Party,,REP,Republican,0,0,0,0,0,0,0
Dillon,Failsafe Provisional,Straight Party,,REP,Republican,1,0,0,0,0,1,0
Dillon,East Dillon,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
Dillon,West Dillon,Straight Party,,ALN,Alliance,0,0,0,0,0,0,0
