county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Horry,ADRIAN,Straight Party,,CON,Constitution,2,1,1,0,0,0,0
Horry,ALLSBROOK,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,ATLANTIC BEACH,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,AYNOR,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Horry,BAYBORO-GURLEY,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,BROOKSVILLE #1,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Horry,BROWNWAY,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,BURGESS #1,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Horry,BURGESS #2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,CAROLINA FOREST #1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,CAROLINA FOREST #2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,CEDAR GROVE,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Horry,CHERRY GROVE #1,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Horry,CHERRY GROVE #2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,COASTAL CAROLINA,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Horry,COASTAL LANE #1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,COASTAL LANE #2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,COOL SPRINGS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,CRESENT,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,DAISY,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,DEERFIELD,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Horry,DOG BLUFF,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,DOGWOOD,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Horry,DUNES #1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,DUNES #2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,DUNES #3,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Horry,EAST CONWAY,Straight Party,,CON,Constitution,2,0,2,0,0,0,0
Horry,EAST LORIS,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,EBENEZER,Straight Party,,CON,Constitution,2,1,1,0,0,0,0
Horry,EMERALD FOREST #1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,EMERALD FOREST #2,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Horry,EMERALD FOREST #3,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Horry,ENTERPRISE #1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,FORESTBROOK,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Horry,FOUR MILE,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Horry,GALLIVANTS FERRY,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Horry,GARDEN CITY #1,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,GARDEN CITY #2,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,GARDEN CITY #3,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Horry,GARDEN CITY #4,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,GLENNS BAY,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Horry,GREEN SEA,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,HICKORY GROVE,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Horry,HOMEWOOD,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
