county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Greenwood,Loblolly Pines,U.S. House,3,DEM,Bryon L Best,20,0,1,0,5,0,14
Greenwood,Bee's Ferry,U.S. House,3,DEM,Bryon L Best,83,0,2,0,21,0,60
Greenwood,Levi's Knoll,U.S. House,3,DEM,Bryon L Best,25,0,0,0,7,0,18
Greenwood,Grandiflora Glen,U.S. House,3,DEM,Bryon L Best,50,0,0,0,15,0,35
Greenwood,Ashley River Run,U.S. House,3,DEM,Bryon L Best,28,0,2,0,6,0,20
Greenwood,Hope's Ferry,U.S. House,3,DEM,Bryon L Best,7,0,1,0,4,0,2
Greenwood,Fairhope Ferry,U.S. House,3,DEM,Bryon L Best,32,0,3,0,8,0,21
Greenwood,Pebble Stone Way,U.S. House,3,DEM,Bryon L Best,21,0,1,0,6,0,14
Greenwood,Glendale,U.S. House,3,DEM,Bryon L Best,11,0,0,0,2,0,9
Greenwood,Harris,U.S. House,3,DEM,Bryon L Best,19,0,0,0,3,0,16
Greenwood,Laco,U.S. House,3,DEM,Bryon L Best,37,0,3,0,8,0,26
Greenwood,Ninety Six,U.S. House,3,DEM,Bryon L Best,37,0,6,0,9,0,22
Greenwood,Ninety Six Mill,U.S. House,3,DEM,Bryon L Best,3,0,2,0,0,0,1
Greenwood,Ware Shoals,U.S. House,3,DEM,Bryon L Best,5,0,0,0,0,0,5
Greenwood,Hodges,U.S. House,3,DEM,Bryon L Best,21,0,1,0,9,0,11
Greenwood,Cokesbury,U.S. House,3,DEM,Bryon L Best,56,0,3,0,14,0,39
Greenwood,Coronaca,U.S. House,3,DEM,Bryon L Best,15,0,0,0,5,0,10
Greenwood,Greenwood High,U.S. House,3,DEM,Bryon L Best,23,0,1,0,8,0,14
Greenwood,Georgetown,U.S. House,3,DEM,Bryon L Best,24,0,0,0,5,0,19
Greenwood,Sandridge,U.S. House,3,DEM,Bryon L Best,9,0,0,0,2,0,7
Greenwood,Callison,U.S. House,3,DEM,Bryon L Best,16,0,2,0,4,0,10
Greenwood,Bradley,U.S. House,3,DEM,Bryon L Best,14,0,0,0,2,0,12
Greenwood,Troy,U.S. House,3,DEM,Bryon L Best,3,0,1,0,0,0,2
Greenwood,Epworth,U.S. House,3,DEM,Bryon L Best,7,0,0,0,4,0,3
Greenwood,Verdery,U.S. House,3,DEM,Bryon L Best,48,0,5,0,7,0,36
Greenwood,New Market,U.S. House,3,DEM,Bryon L Best,23,0,1,0,8,0,14
Greenwood,Emerald,U.S. House,3,DEM,Bryon L Best,43,0,2,0,12,0,29
Greenwood,Airport,U.S. House,3,DEM,Bryon L Best,18,0,0,0,4,0,14
Greenwood,Emerald High,U.S. House,3,DEM,Bryon L Best,8,0,0,0,1,0,7
Greenwood,Civic Center,U.S. House,3,DEM,Bryon L Best,38,0,1,0,8,0,29
Greenwood,Riley,U.S. House,3,DEM,Bryon L Best,3,0,0,0,1,0,2
Greenwood,Shoals Junction,U.S. House,3,DEM,Bryon L Best,5,0,0,0,0,0,5
