county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Sumter,MAYESVILLE,U.S. House,6,REP,Duke Buckner,9,0,0,0,1,0,8
Sumter,SALEM,U.S. House,6,REP,Duke Buckner,5,0,0,0,0,0,5
Sumter,ST.JOHN,U.S. House,6,REP,Duke Buckner,7,0,0,0,1,0,6
Sumter,MAYEWOOD,U.S. House,6,REP,Duke Buckner,32,0,2,0,1,0,29
Sumter,TURKEY CREEK,U.S. House,6,REP,Duke Buckner,17,0,0,0,3,0,14
Sumter,SWAN LAKE,U.S. House,6,REP,Duke Buckner,52,0,0,0,11,0,41
Sumter,MORRIS COLLEGE,U.S. House,6,REP,Duke Buckner,4,0,0,0,1,0,3
Sumter,HAMPTON PARK,U.S. House,6,REP,Duke Buckner,23,0,0,0,4,0,19
Sumter,CROSSWELL,U.S. House,6,REP,Duke Buckner,7,0,0,0,4,0,3
Sumter,LORING,U.S. House,6,REP,Duke Buckner,4,0,0,0,0,0,4
Sumter,LEMIRA,U.S. House,6,REP,Duke Buckner,5,0,0,0,0,0,5
Sumter,MAGNOLIA-HARMONY,U.S. House,6,REP,Duke Buckner,1,0,0,0,0,0,1
Sumter,STONE HILL,U.S. House,6,REP,Duke Buckner,0,0,0,0,0,0,0
Sumter,SOUTH RED BAY,U.S. House,6,REP,Duke Buckner,1,0,0,0,0,0,1
Sumter,WILDER,U.S. House,6,REP,Duke Buckner,1,0,0,0,1,0,0
Sumter,POCOTALIGO 1,U.S. House,6,REP,Duke Buckner,34,0,0,0,11,0,23
Sumter,SAVAGE-GLOVER,U.S. House,6,REP,Duke Buckner,0,0,0,0,0,0,0
Sumter,BATES,U.S. House,6,REP,Duke Buckner,2,0,0,0,0,0,2
Sumter,BIRNIE,U.S. House,6,REP,Duke Buckner,0,0,0,0,0,0,0
Sumter,SOUTH LIBERTY,U.S. House,6,REP,Duke Buckner,2,0,0,0,0,0,2
Sumter,POCOTALIGO 2,U.S. House,6,REP,Duke Buckner,6,0,0,0,2,0,4
Sumter,Failsafe,U.S. House,6,REP,Duke Buckner,0,0,0,0,0,0,0
Sumter,Provisional,U.S. House,6,REP,Duke Buckner,0,0,0,0,0,0,0
Sumter,Failsafe Provisional,U.S. House,6,REP,Duke Buckner,0,0,0,0,0,0,0
Sumter,MAYESVILLE,U.S. House,6,REP,Justin Scott,14,0,0,0,1,0,13
Sumter,SALEM,U.S. House,6,REP,Justin Scott,9,0,0,0,0,0,9
Sumter,ST.JOHN,U.S. House,6,REP,Justin Scott,13,0,0,0,3,0,10
Sumter,MAYEWOOD,U.S. House,6,REP,Justin Scott,25,0,1,0,6,0,18
Sumter,TURKEY CREEK,U.S. House,6,REP,Justin Scott,20,0,1,0,1,0,18
Sumter,SWAN LAKE,U.S. House,6,REP,Justin Scott,35,0,4,0,4,0,27
Sumter,MORRIS COLLEGE,U.S. House,6,REP,Justin Scott,4,0,0,0,2,0,2
Sumter,HAMPTON PARK,U.S. House,6,REP,Justin Scott,24,0,0,0,3,0,21
Sumter,CROSSWELL,U.S. House,6,REP,Justin Scott,8,0,1,0,0,0,7
Sumter,LORING,U.S. House,6,REP,Justin Scott,4,0,0,0,1,0,3
Sumter,LEMIRA,U.S. House,6,REP,Justin Scott,5,0,0,0,0,0,5
Sumter,MAGNOLIA-HARMONY,U.S. House,6,REP,Justin Scott,1,0,0,0,0,0,1
Sumter,STONE HILL,U.S. House,6,REP,Justin Scott,1,0,1,0,0,0,0
Sumter,SOUTH RED BAY,U.S. House,6,REP,Justin Scott,2,0,0,0,0,0,2
Sumter,WILDER,U.S. House,6,REP,Justin Scott,1,0,0,0,1,0,0
Sumter,POCOTALIGO 1,U.S. House,6,REP,Justin Scott,39,0,1,0,11,0,27
Sumter,SAVAGE-GLOVER,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Sumter,BATES,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Sumter,BIRNIE,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Sumter,SOUTH LIBERTY,U.S. House,6,REP,Justin Scott,5,0,0,0,2,0,3
Sumter,POCOTALIGO 2,U.S. House,6,REP,Justin Scott,12,0,0,0,3,0,9
Sumter,Failsafe,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Sumter,Provisional,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Sumter,Failsafe Provisional,U.S. House,6,REP,Justin Scott,0,0,0,0,0,0,0
Sumter,REMBERT,State Senate,35,REP,Lindsay Agostini,6,0,0,0,0,0,6
Sumter,HORATIO,State Senate,35,REP,Lindsay Agostini,7,0,0,0,0,0,7
Sumter,HILLCREST,State Senate,35,REP,Lindsay Agostini,9,0,0,0,2,0,7
Sumter,OAKLAND PLANTATION 1,State Senate,35,REP,Lindsay Agostini,26,0,0,0,0,0,26
Sumter,DALZELL 1,State Senate,35,REP,Lindsay Agostini,28,0,0,0,8,0,20
Sumter,DALZELL 2,State Senate,35,REP,Lindsay Agostini,13,0,0,0,1,0,12
Sumter,OAKLAND PLANTATION 2,State Senate,35,REP,Lindsay Agostini,17,0,2,0,6,0,9
Sumter,FOLSOM PARK,State Senate,35,REP,Lindsay Agostini,6,0,2,0,2,0,2
Sumter,GREEN SWAMP,State Senate,35,REP,Lindsay Agostini,46,0,0,0,8,0,38
Sumter,PALMETTO PARK,State Senate,35,REP,Lindsay Agostini,23,0,0,0,6,0,17
Sumter,BUNRS-DOWNS,State Senate,35,REP,Lindsay Agostini,14,0,0,0,0,0,14
Sumter,SWAN LAKE,State Senate,35,REP,Lindsay Agostini,24,0,2,0,4,0,18
Sumter,SOUTH LIBERTY,State Senate,35,REP,Lindsay Agostini,2,0,0,0,2,0,0
Sumter,CAUSEWAY BRANCH 1,State Senate,35,REP,Lindsay Agostini,2,0,0,0,2,0,0
Sumter,DELAINE,State Senate,35,REP,Lindsay Agostini,14,0,0,0,4,0,10
Sumter,CHERRYVALE,State Senate,35,REP,Lindsay Agostini,8,0,0,0,0,0,8
Sumter,MANCHESTER FOREST,State Senate,35,REP,Lindsay Agostini,28,0,0,0,2,0,26
Sumter,PINEWOOD,State Senate,35,REP,Lindsay Agostini,15,0,0,0,1,0,14
Sumter,EBENEZER 1,State Senate,35,REP,Lindsay Agostini,19,0,0,0,4,0,15
Sumter,ST. PAUL,State Senate,35,REP,Lindsay Agostini,30,0,0,0,4,0,26
Sumter,SHAW,State Senate,35,REP,Lindsay Agostini,0,0,0,0,0,0,0
Sumter,THOMAS SUMTER,State Senate,35,REP,Lindsay Agostini,16,0,0,0,2,0,14
Sumter,EBENEZER 2,State Senate,35,REP,Lindsay Agostini,16,0,0,0,6,0,10
Sumter,Failsafe,State Senate,35,REP,Lindsay Agostini,0,0,0,0,0,0,0
Sumter,Provisional,State Senate,35,REP,Lindsay Agostini,0,0,0,0,0,0,0
Sumter,Failsafe Provisional,State Senate,35,REP,Lindsay Agostini,0,0,0,0,0,0,0
Sumter,REMBERT,State Senate,35,REP,Christina Allard,10,0,0,0,4,0,6
Sumter,HORATIO,State Senate,35,REP,Christina Allard,2,0,0,0,0,0,2
Sumter,HILLCREST,State Senate,35,REP,Christina Allard,6,0,0,0,2,0,4
Sumter,OAKLAND PLANTATION 1,State Senate,35,REP,Christina Allard,21,0,1,0,6,0,14
Sumter,DALZELL 1,State Senate,35,REP,Christina Allard,11,0,0,0,1,0,10
Sumter,DALZELL 2,State Senate,35,REP,Christina Allard,7,0,0,0,2,0,5
Sumter,OAKLAND PLANTATION 2,State Senate,35,REP,Christina Allard,3,0,0,0,1,0,2
Sumter,FOLSOM PARK,State Senate,35,REP,Christina Allard,1,0,0,0,0,0,1
Sumter,GREEN SWAMP,State Senate,35,REP,Christina Allard,23,0,2,0,8,0,13
Sumter,PALMETTO PARK,State Senate,35,REP,Christina Allard,8,0,0,0,1,0,7
Sumter,BUNRS-DOWNS,State Senate,35,REP,Christina Allard,6,0,0,0,0,0,6
Sumter,SWAN LAKE,State Senate,35,REP,Christina Allard,15,0,0,0,1,0,14
Sumter,SOUTH LIBERTY,State Senate,35,REP,Christina Allard,1,0,0,0,0,0,1
Sumter,CAUSEWAY BRANCH 1,State Senate,35,REP,Christina Allard,0,0,0,0,0,0,0
Sumter,DELAINE,State Senate,35,REP,Christina Allard,8,0,0,0,5,0,3
Sumter,CHERRYVALE,State Senate,35,REP,Christina Allard,1,0,0,0,0,0,1
Sumter,MANCHESTER FOREST,State Senate,35,REP,Christina Allard,10,0,1,0,0,0,9
Sumter,PINEWOOD,State Senate,35,REP,Christina Allard,10,0,3,0,1,0,6
Sumter,EBENEZER 1,State Senate,35,REP,Christina Allard,12,0,0,0,3,0,9
Sumter,ST. PAUL,State Senate,35,REP,Christina Allard,6,0,1,0,3,0,2
Sumter,SHAW,State Senate,35,REP,Christina Allard,0,0,0,0,0,0,0
Sumter,THOMAS SUMTER,State Senate,35,REP,Christina Allard,1,0,0,0,1,0,0
Sumter,EBENEZER 2,State Senate,35,REP,Christina Allard,12,0,0,0,3,0,9
Sumter,Failsafe,State Senate,35,REP,Christina Allard,0,0,0,0,0,0,0
Sumter,Provisional,State Senate,35,REP,Christina Allard,0,0,0,0,0,0,0
Sumter,Failsafe Provisional,State Senate,35,REP,Christina Allard,0,0,0,0,0,0,0
Sumter,REMBERT,State Senate,35,REP,Jerry Chivers,5,0,0,0,0,0,5
Sumter,HORATIO,State Senate,35,REP,Jerry Chivers,2,0,0,0,0,0,2
Sumter,HILLCREST,State Senate,35,REP,Jerry Chivers,1,0,0,0,0,0,1
Sumter,OAKLAND PLANTATION 1,State Senate,35,REP,Jerry Chivers,3,0,0,0,1,0,2
Sumter,DALZELL 1,State Senate,35,REP,Jerry Chivers,3,0,0,0,3,0,0
Sumter,DALZELL 2,State Senate,35,REP,Jerry Chivers,1,0,0,0,0,0,1
Sumter,OAKLAND PLANTATION 2,State Senate,35,REP,Jerry Chivers,1,0,0,0,0,0,1
Sumter,FOLSOM PARK,State Senate,35,REP,Jerry Chivers,0,0,0,0,0,0,0
Sumter,GREEN SWAMP,State Senate,35,REP,Jerry Chivers,6,0,0,0,1,0,5
Sumter,PALMETTO PARK,State Senate,35,REP,Jerry Chivers,0,0,0,0,0,0,0
