county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee_by_mail,provisional,failsafe_provisional,failsafe
Abbeville,Abbeville No. 1,Straight Party,,CON,Constitution,2,2,0,0,0,0,0
Abbeville,Abbeville No. 2,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Abbeville,Abbeville No. 3,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Abbeville,Abbeville No. 4,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Antreville,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Broadmouth,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Calhoun Falls,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Abbeville,Cold Springs,Straight Party,,CON,Constitution,1,0,1,0,0,0,0
Abbeville,Donald's,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Due West,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Hall's Store,Straight Party,,CON,Constitution,1,1,0,0,0,0,0
Abbeville,Keowee,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Lowndesville,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Lebanon,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Smithville,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Failsafe,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Failsafe Provisional,Straight Party,,CON,Constitution,0,0,0,0,0,0,0
Abbeville,Abbeville No. 1,Straight Party,,UNC,United Citizens,3,1,2,0,0,0,0
Abbeville,Abbeville No. 2,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
Abbeville,Abbeville No. 3,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
Abbeville,Abbeville No. 4,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
Abbeville,Antreville,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Abbeville,Broadmouth,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
Abbeville,Calhoun Falls,Straight Party,,UNC,United Citizens,2,0,2,0,0,0,0
Abbeville,Cold Springs,Straight Party,,UNC,United Citizens,2,0,2,0,0,0,0
Abbeville,Donald's,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Abbeville,Due West,Straight Party,,UNC,United Citizens,2,1,1,0,0,0,0
Abbeville,Hall's Store,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Abbeville,Keowee,Straight Party,,UNC,United Citizens,2,0,2,0,0,0,0
Abbeville,Lowndesville,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Abbeville,Lebanon,Straight Party,,UNC,United Citizens,1,0,1,0,0,0,0
Abbeville,Smithville,Straight Party,,UNC,United Citizens,2,2,0,0,0,0,0
Abbeville,Failsafe,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Abbeville,Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Abbeville,Failsafe Provisional,Straight Party,,UNC,United Citizens,0,0,0,0,0,0,0
Abbeville,Abbeville No. 1,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Abbeville,Abbeville No. 2,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Abbeville,Abbeville No. 3,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Abbeville,Abbeville No. 4,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Abbeville,Antreville,Straight Party,,GRN,Green,1,0,1,0,0,0,0
Abbeville,Broadmouth,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Abbeville,Calhoun Falls,Straight Party,,GRN,Green,0,0,0,0,0,0,0
Abbeville,Cold Springs,Straight Party,,GRN,Green,1,0,1,0,0,0,0
