county,precinct,office,district,party,candidate,votes,election_day
Greenwood,Cokesbury,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,0,0
Greenwood,Coronaca,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,4,4
Greenwood,Riley,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,2,2
Greenwood,Stonewood,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,1,1
Greenwood,Lower Lake,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,1,1
Greenwood,Rutherford Shoals,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,0,0
Greenwood,Graham's Glen,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,1,1
Greenwood,Absentee,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,0,0
Greenwood,Emergency,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,0,0
Greenwood,Failsafe,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,0,0
Greenwood,Provisional,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,0,0
Greenwood,Failsafe Provisional,"State  House of Representatives, District  14",14,DEM,Bobby L Gregory Sr,0,0
Greenwood,Cokesbury,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,7,7
Greenwood,Coronaca,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,5,5
Greenwood,Riley,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,2,2
Greenwood,Stonewood,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,2,2
Greenwood,Lower Lake,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,7,7
Greenwood,Rutherford Shoals,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,0,0
Greenwood,Graham's Glen,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,1,1
Greenwood,Absentee,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,1,1
Greenwood,Emergency,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,0,0
Greenwood,Failsafe,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,0,0
Greenwood,Provisional,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,0,0
Greenwood,Failsafe Provisional,"State  House of Representatives, District  14",14,DEM,Garrett McDaniel,0,0
Greenwood,Cokesbury,"State  House of Representatives, District  14",14,REP,Grant Blair,1,1
Greenwood,Coronaca,"State  House of Representatives, District  14",14,REP,Grant Blair,11,11
Greenwood,Riley,"State  House of Representatives, District  14",14,REP,Grant Blair,0,0
Greenwood,Stonewood,"State  House of Representatives, District  14",14,REP,Grant Blair,11,11
Greenwood,Lower Lake,"State  House of Representatives, District  14",14,REP,Grant Blair,40,40
Greenwood,Rutherford Shoals,"State  House of Representatives, District  14",14,REP,Grant Blair,0,0
Greenwood,Graham's Glen,"State  House of Representatives, District  14",14,REP,Grant Blair,9,9
Greenwood,Absentee,"State  House of Representatives, District  14",14,REP,Grant Blair,11,11
Greenwood,Emergency,"State  House of Representatives, District  14",14,REP,Grant Blair,0,0
Greenwood,Failsafe,"State  House of Representatives, District  14",14,REP,Grant Blair,0,0
Greenwood,Provisional,"State  House of Representatives, District  14",14,REP,Grant Blair,0,0
Greenwood,Failsafe Provisional,"State  House of Representatives, District  14",14,REP,Grant Blair,0,0
Greenwood,Cokesbury,"State  House of Representatives, District  14",14,REP,Scott Horne,0,0
Greenwood,Coronaca,"State  House of Representatives, District  14",14,REP,Scott Horne,8,8
Greenwood,Riley,"State  House of Representatives, District  14",14,REP,Scott Horne,6,6
Greenwood,Stonewood,"State  House of Representatives, District  14",14,REP,Scott Horne,3,3
Greenwood,Lower Lake,"State  House of Representatives, District  14",14,REP,Scott Horne,11,11
Greenwood,Rutherford Shoals,"State  House of Representatives, District  14",14,REP,Scott Horne,6,6
Greenwood,Graham's Glen,"State  House of Representatives, District  14",14,REP,Scott Horne,3,3
Greenwood,Absentee,"State  House of Representatives, District  14",14,REP,Scott Horne,7,7
Greenwood,Emergency,"State  House of Representatives, District  14",14,REP,Scott Horne,0,0
Greenwood,Failsafe,"State  House of Representatives, District  14",14,REP,Scott Horne,0,0
Greenwood,Provisional,"State  House of Representatives, District  14",14,REP,Scott Horne,0,0
Greenwood,Failsafe Provisional,"State  House of Representatives, District  14",14,REP,Scott Horne,0,0
Greenwood,Cokesbury,"State  House of Representatives, District  14",14,REP,Stewart Jones,1,1
Greenwood,Coronaca,"State  House of Representatives, District  14",14,REP,Stewart Jones,40,40
Greenwood,Riley,"State  House of Representatives, District  14",14,REP,Stewart Jones,0,0
Greenwood,Stonewood,"State  House of Representatives, District  14",14,REP,Stewart Jones,7,7
Greenwood,Lower Lake,"State  House of Representatives, District  14",14,REP,Stewart Jones,19,19
Greenwood,Rutherford Shoals,"State  House of Representatives, District  14",14,REP,Stewart Jones,1,1
Greenwood,Graham's Glen,"State  House of Representatives, District  14",14,REP,Stewart Jones,30,30
Greenwood,Absentee,"State  House of Representatives, District  14",14,REP,Stewart Jones,6,6
Greenwood,Emergency,"State  House of Representatives, District  14",14,REP,Stewart Jones,0,0
Greenwood,Failsafe,"State  House of Representatives, District  14",14,REP,Stewart Jones,0,0
Greenwood,Provisional,"State  House of Representatives, District  14",14,REP,Stewart Jones,0,0
Greenwood,Failsafe Provisional,"State  House of Representatives, District  14",14,REP,Stewart Jones,0,0
Greenwood,Cokesbury,"State  House of Representatives, District  14",14,REP,Michael Seymour,0,0
Greenwood,Coronaca,"State  House of Representatives, District  14",14,REP,Michael Seymour,44,44
Greenwood,Riley,"State  House of Representatives, District  14",14,REP,Michael Seymour,0,0
