county,precinct,office,district,party,candidate,votes,election_day
Fairfield,BLACKSTOCK,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,3,3
Fairfield,BLAIRS,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,17,17
Fairfield,CENTERVILLE,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,0,0
Fairfield,FEASTERVILLE,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,6,6
Fairfield,GREENBRIER,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,33,33
Fairfield,GLADDE3N GROVE,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,0,0
Fairfield,JENKINSVILLE,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,8,8
Fairfield,HOREB-GLENN,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,4,4
Fairfield,HICKORY RIDGE,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,22,22
Fairfield,LEBANON,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,11,11
Fairfield,MITFORD,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,3,3
Fairfield,MONTICELLO,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,2,2
Fairfield,NEW HOPE,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,3,3
Fairfield,RIDGEWAY,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,39,39
Fairfield,SIMPSON,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,10,10
Fairfield,SOUTH WINNSBORO,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,18,18
Fairfield,WINNSBORO MILLS,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,2,2
Fairfield,WINNSBORO NO. 1,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,42,42
Fairfield,WINNSBORO NO. 2,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,19,19
Fairfield,WHITE OAK,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,2,2
Fairfield,WOODARD,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,2,2
Fairfield,DUTCHMANS CREEK,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,5,5
Fairfield,Absentee,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,37,37
Fairfield,Emergency,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,0,0
Fairfield,Failsafe,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,0,0
Fairfield,Provisional,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,0,0
Fairfield,Failsafe Provisional,"U.S.  House of Representatives, District  5",5,DEM,Alexis Frank,0,0
Fairfield,BLACKSTOCK,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,1,1
Fairfield,BLAIRS,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,0,0
Fairfield,CENTERVILLE,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,0,0
Fairfield,FEASTERVILLE,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,2,2
Fairfield,GREENBRIER,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,6,6
Fairfield,GLADDE3N GROVE,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,0,0
Fairfield,JENKINSVILLE,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,4,4
Fairfield,HOREB-GLENN,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,0,0
Fairfield,HICKORY RIDGE,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,2,2
Fairfield,LEBANON,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,1,1
Fairfield,MITFORD,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,1,1
Fairfield,MONTICELLO,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,1,1
Fairfield,NEW HOPE,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,0,0
Fairfield,RIDGEWAY,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,11,11
Fairfield,SIMPSON,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,0,0
Fairfield,SOUTH WINNSBORO,"U.S.  House of Representatives, District  5",5,DEM,Les Murphy,3,3
