county,precinct,office,district,party,candidate,votes,election_day
Sumter,REMBERT,U.S.  House of Representatives,5,DEM,Archie Parnell,314,314
Sumter,HORATIO,U.S.  House of Representatives,5,DEM,Archie Parnell,98,98
Sumter,HILLCREST,U.S.  House of Representatives,5,DEM,Archie Parnell,97,97
Sumter,OAKLAND PLANTATION 1,U.S.  House of Representatives,5,DEM,Archie Parnell,115,115
Sumter,DALZELL 1,U.S.  House of Representatives,5,DEM,Archie Parnell,80,80
Sumter,DALZELL 2,U.S.  House of Representatives,5,DEM,Archie Parnell,81,81
Sumter,OSWEGO,U.S.  House of Representatives,5,DEM,Archie Parnell,110,110
Sumter,OAKLAND PLANTATION 2,U.S.  House of Representatives,5,DEM,Archie Parnell,72,72
Sumter,MCCRAYS MILL 1,U.S.  House of Representatives,5,DEM,Archie Parnell,119,119
Sumter,MAYEWOOD,U.S.  House of Representatives,5,DEM,Archie Parnell,0,0
Sumter,TURKEY CREEK,U.S.  House of Representatives,5,DEM,Archie Parnell,10,10
Sumter,MULBERRY,U.S.  House of Representatives,5,DEM,Archie Parnell,108,108
Sumter,SALTERSTOWN,U.S.  House of Representatives,5,DEM,Archie Parnell,68,68
Sumter,FOLSOM PARK,U.S.  House of Representatives,5,DEM,Archie Parnell,145,145
Sumter,GREEN SWAMP,U.S.  House of Representatives,5,DEM,Archie Parnell,184,184
Sumter,PALMETTO PARK,U.S.  House of Representatives,5,DEM,Archie Parnell,94,94
Sumter,BUNRS-DOWNS,U.S.  House of Representatives,5,DEM,Archie Parnell,65,65
Sumter,SECOND MILL,U.S.  House of Representatives,5,DEM,Archie Parnell,104,104
Sumter,SWAN LAKE,U.S.  House of Representatives,5,DEM,Archie Parnell,117,117
Sumter,HAMPTON PARK,U.S.  House of Representatives,5,DEM,Archie Parnell,79,79
Sumter,WILDER,U.S.  House of Representatives,5,DEM,Archie Parnell,160,160
Sumter,POCOTALIGO 1,U.S.  House of Representatives,5,DEM,Archie Parnell,124,124
Sumter,BIRNIE,U.S.  House of Representatives,5,DEM,Archie Parnell,99,99
Sumter,SOUTH LIBERTY,U.S.  House of Representatives,5,DEM,Archie Parnell,14,14
Sumter,MILLWOOD,U.S.  House of Representatives,5,DEM,Archie Parnell,79,79
Sumter,CAUSEWAY BRANCH 1,U.S.  House of Representatives,5,DEM,Archie Parnell,140,140
Sumter,MCCRAYS MILL 2,U.S.  House of Representatives,5,DEM,Archie Parnell,189,189
Sumter,SUMTER HIGH 1,U.S.  House of Representatives,5,DEM,Archie Parnell,53,53
Sumter,SUNSET,U.S.  House of Representatives,5,DEM,Archie Parnell,189,189
Sumter,DELAINE,U.S.  House of Representatives,5,DEM,Archie Parnell,212,212
Sumter,CHERRYVALE,U.S.  House of Representatives,5,DEM,Archie Parnell,44,44
Sumter,MANCHESTER FOREST,U.S.  House of Representatives,5,DEM,Archie Parnell,97,97
Sumter,PINEWOOD,U.S.  House of Representatives,5,DEM,Archie Parnell,136,136
Sumter,POCOTALIGO 2,U.S.  House of Representatives,5,DEM,Archie Parnell,56,56
Sumter,PRIVATEER,U.S.  House of Representatives,5,DEM,Archie Parnell,80,80
Sumter,EBENEZER 1,U.S.  House of Representatives,5,DEM,Archie Parnell,112,112
Sumter,WILSON HALL,U.S.  House of Representatives,5,DEM,Archie Parnell,89,89
Sumter,FURMAN,U.S.  House of Representatives,5,DEM,Archie Parnell,43,43
Sumter,SPECTRUM,U.S.  House of Representatives,5,DEM,Archie Parnell,138,138
Sumter,ST. PAUL,U.S.  House of Representatives,5,DEM,Archie Parnell,151,151
Sumter,SHAW,U.S.  House of Representatives,5,DEM,Archie Parnell,0,0
Sumter,THOMAS SUMTER,U.S.  House of Representatives,5,DEM,Archie Parnell,119,119
Sumter,SUMTER HIGH 2,U.S.  House of Representatives,5,DEM,Archie Parnell,129,129
Sumter,EBENEZER 2,U.S.  House of Representatives,5,DEM,Archie Parnell,107,107
Sumter,GREEN SWAMP 2,U.S.  House of Representatives,5,DEM,Archie Parnell,74,74
Sumter,CAUSEWAY BRANCH 2,U.S.  House of Representatives,5,DEM,Archie Parnell,94,94
Sumter,Absentee 1,U.S.  House of Representatives,5,DEM,Archie Parnell,874,874
Sumter,Emergency 1,U.S.  House of Representatives,5,DEM,Archie Parnell,1,1
Sumter,Failsafe 1,U.S.  House of Representatives,5,DEM,Archie Parnell,6,6
Sumter,Provisional 1,U.S.  House of Representatives,5,DEM,Archie Parnell,2,2
Sumter,Failsafe Provisional,U.S.  House of Representatives,5,DEM,Archie Parnell,0,0
Sumter,REMBERT,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,HORATIO,U.S.  House of Representatives,5,GRN,David Kulma,2,2
Sumter,HILLCREST,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,OAKLAND PLANTATION 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,DALZELL 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,DALZELL 2,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,OSWEGO,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,OAKLAND PLANTATION 2,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,MCCRAYS MILL 1,U.S.  House of Representatives,5,GRN,David Kulma,2,2
Sumter,MAYEWOOD,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,TURKEY CREEK,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,MULBERRY,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SALTERSTOWN,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,FOLSOM PARK,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,GREEN SWAMP,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,PALMETTO PARK,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,BUNRS-DOWNS,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SECOND MILL,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SWAN LAKE,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,HAMPTON PARK,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,WILDER,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,POCOTALIGO 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,BIRNIE,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,SOUTH LIBERTY,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,MILLWOOD,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,CAUSEWAY BRANCH 1,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,MCCRAYS MILL 2,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SUMTER HIGH 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SUNSET,U.S.  House of Representatives,5,GRN,David Kulma,3,3
Sumter,DELAINE,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,CHERRYVALE,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,MANCHESTER FOREST,U.S.  House of Representatives,5,GRN,David Kulma,2,2
Sumter,PINEWOOD,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,POCOTALIGO 2,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,PRIVATEER,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,EBENEZER 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,WILSON HALL,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,FURMAN,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SPECTRUM,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,ST. PAUL,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SHAW,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,THOMAS SUMTER,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,SUMTER HIGH 2,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,EBENEZER 2,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,GREEN SWAMP 2,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,CAUSEWAY BRANCH 2,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,Absentee 1,U.S.  House of Representatives,5,GRN,David Kulma,1,1
Sumter,Emergency 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,Failsafe 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,Provisional 1,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,Failsafe Provisional,U.S.  House of Representatives,5,GRN,David Kulma,0,0
Sumter,REMBERT,U.S.  House of Representatives,5,REP,Ralph Norman,49,49
