county,precinct,office,district,party,candidate,votes,election_day
Cherokee,Allens,U.S. House of Representatives,5,DEM,Archie Parnell,15,15
Cherokee,Alma Mill,U.S. House of Representatives,5,DEM,Archie Parnell,117,117
Cherokee,Antioch and Kings Creek,U.S. House of Representatives,5,DEM,Archie Parnell,22,22
Cherokee,Ashworth,U.S. House of Representatives,5,DEM,Archie Parnell,18,18
Cherokee,Blacksburg Ward No. 1,U.S. House of Representatives,5,DEM,Archie Parnell,45,45
Cherokee,Blacksburg Ward No. 2,U.S. House of Representatives,5,DEM,Archie Parnell,23,23
Cherokee,Draytonville,U.S. House of Representatives,5,DEM,Archie Parnell,47,47
Cherokee,Ezells and Butler,U.S. House of Representatives,5,DEM,Archie Parnell,32,32
Cherokee,Gaffney Ward No. 1,U.S. House of Representatives,5,DEM,Archie Parnell,75,75
Cherokee,Gaffney Ward No. 2,U.S. House of Representatives,5,DEM,Archie Parnell,222,222
Cherokee,Gaffney Ward No. 3,U.S. House of Representatives,5,DEM,Archie Parnell,241,241
Cherokee,Gaffney Ward No. 4,U.S. House of Representatives,5,DEM,Archie Parnell,159,159
Cherokee,Gaffney Ward No. 5,U.S. House of Representatives,5,DEM,Archie Parnell,97,97
Cherokee,Gaffney Ward No. 6,U.S. House of Representatives,5,DEM,Archie Parnell,63,63
Cherokee,Grassy Pond,U.S. House of Representatives,5,DEM,Archie Parnell,83,83
Cherokee,Goucher and Thicketty,U.S. House of Representatives,5,DEM,Archie Parnell,25,25
Cherokee,Holly Grove-Buffalo,U.S. House of Representatives,5,DEM,Archie Parnell,26,26
Cherokee,Limestone Mill,U.S. House of Representatives,5,DEM,Archie Parnell,59,59
Cherokee,Littlejohns and Sarratts,U.S. House of Representatives,5,DEM,Archie Parnell,5,5
Cherokee,Macedonia,U.S. House of Representatives,5,DEM,Archie Parnell,59,59
Cherokee,Morgan,U.S. House of Representatives,5,DEM,Archie Parnell,18,18
Cherokee,Musgrove Mill,U.S. House of Representatives,5,DEM,Archie Parnell,76,76
Cherokee,Ninety Nine and Cherokee Falls,U.S. House of Representatives,5,DEM,Archie Parnell,13,13
Cherokee,Pleasant Grove,U.S. House of Representatives,5,DEM,Archie Parnell,114,114
Cherokee,Pleasant Meadows,U.S. House of Representatives,5,DEM,Archie Parnell,132,132
Cherokee,Timber Ridge,U.S. House of Representatives,5,DEM,Archie Parnell,14,14
Cherokee,White Plains,U.S. House of Representatives,5,DEM,Archie Parnell,12,12
Cherokee,Wilkinsville and Metcalf,U.S. House of Representatives,5,DEM,Archie Parnell,6,6
Cherokee,Woods,U.S. House of Representatives,5,DEM,Archie Parnell,20,20
Cherokee,Absentee,U.S. House of Representatives,5,DEM,Archie Parnell,188,188
Cherokee,Emergency,U.S. House of Representatives,5,DEM,Archie Parnell,0,0
Cherokee,Failsafe,U.S. House of Representatives,5,DEM,Archie Parnell,5,5
Cherokee,Provisional,U.S. House of Representatives,5,DEM,Archie Parnell,0,0
Cherokee,Failsafe Provisional,U.S. House of Representatives,5,DEM,Archie Parnell,0,0
Cherokee,Allens,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Alma Mill,U.S. House of Representatives,5,GRN,David Kulma,1,1
Cherokee,Antioch and Kings Creek,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Ashworth,U.S. House of Representatives,5,GRN,David Kulma,2,2
Cherokee,Blacksburg Ward No. 1,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Blacksburg Ward No. 2,U.S. House of Representatives,5,GRN,David Kulma,1,1
Cherokee,Draytonville,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Ezells and Butler,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Gaffney Ward No. 1,U.S. House of Representatives,5,GRN,David Kulma,1,1
Cherokee,Gaffney Ward No. 2,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Gaffney Ward No. 3,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Gaffney Ward No. 4,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Gaffney Ward No. 5,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Gaffney Ward No. 6,U.S. House of Representatives,5,GRN,David Kulma,0,0
Cherokee,Grassy Pond,U.S. House of Representatives,5,GRN,David Kulma,0,0
