county,precinct,office,district,party,candidate,votes,election_day
Lee,ASHLAND/STOKES BRIDGE,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,1,1
Lee,ASHWOOD,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,3,3
Lee,BISHOPVILLE 1,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,16,16
Lee,BISHOPVILLE 2,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,5,5
Lee,BISHOPVILLE 3,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,8,8
Lee,BISHOPVILLE 4,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,17,17
Lee,CEDAR CREEK,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,2,2
Lee,CYPRESS,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,4,4
Lee,ELLIOTT,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,14,14
Lee,HICKORY HILL,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,1,1
Lee,IONIA,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,6,6
Lee,LYNCHBURG,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,4,4
Lee,MANVILLE,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,6,6
Lee,MT. CLIO,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,1,1
Lee,RATTLESNAKE SPRINGS,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,1,1
Lee,SCHROCKS MILL/LUCKNOW,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,6,6
Lee,SOUTH LYNCHBURG,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,1,1
Lee,SPRING HILL,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,8,8
Lee,ST. CHARLES,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,5,5
Lee,ST. MATTHEWS,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,0,0
Lee,TURKEY CREEK,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,1,1
Lee,WOODROW,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,3,3
Lee,Absentee,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,14,14
Lee,Emergency,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,0,0
Lee,Failsafe,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,0,0
Lee,Provisional,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,0,0
Lee,Failsafe Provisional,"U.S. House of Representatives, District 5",5,DEM,Alexis Frank,0,0
Lee,ASHLAND/STOKES BRIDGE,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,ASHWOOD,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,BISHOPVILLE 1,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,2,2
Lee,BISHOPVILLE 2,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,8,8
Lee,BISHOPVILLE 3,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,BISHOPVILLE 4,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,6,6
Lee,CEDAR CREEK,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,CYPRESS,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,ELLIOTT,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,HICKORY HILL,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,IONIA,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,2,2
Lee,LYNCHBURG,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,3,3
Lee,MANVILLE,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,2,2
Lee,MT. CLIO,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,2,2
Lee,RATTLESNAKE SPRINGS,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,SCHROCKS MILL/LUCKNOW,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,SOUTH LYNCHBURG,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,SPRING HILL,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,ST. CHARLES,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,5,5
Lee,ST. MATTHEWS,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,1,1
Lee,TURKEY CREEK,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,WOODROW,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,Absentee,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,5,5
Lee,Emergency,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,Failsafe,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,Provisional,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,Failsafe Provisional,"U.S. House of Representatives, District 5",5,DEM,Les Murphy,0,0
Lee,ASHLAND/STOKES BRIDGE,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,10,10
Lee,ASHWOOD,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,11,11
Lee,BISHOPVILLE 1,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,63,63
Lee,BISHOPVILLE 2,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,54,54
Lee,BISHOPVILLE 3,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,49,49
Lee,BISHOPVILLE 4,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,66,66
Lee,CEDAR CREEK,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,14,14
Lee,CYPRESS,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,27,27
Lee,ELLIOTT,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,52,52
Lee,HICKORY HILL,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,7,7
Lee,IONIA,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,23,23
Lee,LYNCHBURG,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,76,76
Lee,MANVILLE,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,39,39
Lee,MT. CLIO,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,36,36
Lee,RATTLESNAKE SPRINGS,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,15,15
Lee,SCHROCKS MILL/LUCKNOW,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,16,16
Lee,SOUTH LYNCHBURG,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,31,31
Lee,SPRING HILL,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,77,77
Lee,ST. CHARLES,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,58,58
Lee,ST. MATTHEWS,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,3,3
Lee,TURKEY CREEK,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,7,7
Lee,WOODROW,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,33,33
Lee,Absentee,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,77,77
Lee,Emergency,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,0,0
Lee,Failsafe,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,0,0
Lee,Provisional,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,1,1
Lee,Failsafe Provisional,"U.S. House of Representatives, District 5",5,DEM,Archie Parnell,0,0
Lee,ASHLAND/STOKES BRIDGE,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,9,9
Lee,ASHWOOD,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,22,22
Lee,BISHOPVILLE 1,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,0,0
Lee,BISHOPVILLE 2,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,0,0
Lee,BISHOPVILLE 3,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,4,4
Lee,BISHOPVILLE 4,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,3,3
Lee,CEDAR CREEK,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,5,5
Lee,CYPRESS,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,1,1
Lee,ELLIOTT,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,0,0
Lee,HICKORY HILL,"U.S. House of Representatives, District 5",5,REP,Chad Connelly,8,8
