county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Bamberg,COLSTON,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,EDISTO,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,EHRHARDT,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Bamberg,EAST DENMARK,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Bamberg,GOVAN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,HIGHTOWERS MILL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,HUNTER'S CHAPEL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,KEARSE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,LITTLE SWAMP,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,OLAR,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,SOUTH BAMBERG,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Bamberg,WEST DENMARK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,NORTH BAMBERG,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Bamberg,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Bamberg,COLSTON,President,,DEM,Joseph R Biden,10,1,9,0,0,0,0
Bamberg,EDISTO,President,,DEM,Joseph R Biden,21,2,19,0,0,0,0
Bamberg,EHRHARDT,President,,DEM,Joseph R Biden,56,7,47,0,2,0,0
Bamberg,EAST DENMARK,President,,DEM,Joseph R Biden,276,59,213,0,4,0,0
Bamberg,GOVAN,President,,DEM,Joseph R Biden,27,0,27,0,0,0,0
Bamberg,HIGHTOWERS MILL,President,,DEM,Joseph R Biden,12,4,8,0,0,0,0
Bamberg,HUNTER'S CHAPEL,President,,DEM,Joseph R Biden,22,1,21,0,0,0,0
Bamberg,KEARSE,President,,DEM,Joseph R Biden,3,0,3,0,0,0,0
Bamberg,LITTLE SWAMP,President,,DEM,Joseph R Biden,2,0,2,0,0,0,0
Bamberg,OLAR,President,,DEM,Joseph R Biden,31,2,29,0,0,0,0
Bamberg,SOUTH BAMBERG,President,,DEM,Joseph R Biden,284,53,169,0,62,0,0
Bamberg,WEST DENMARK,President,,DEM,Joseph R Biden,172,21,149,0,2,0,0
Bamberg,NORTH BAMBERG,President,,DEM,Joseph R Biden,183,30,119,0,34,0,0
Bamberg,Failsafe,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Bamberg,Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Bamberg,Failsafe Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Bamberg,COLSTON,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,EDISTO,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Bamberg,EHRHARDT,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,EAST DENMARK,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,GOVAN,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,HIGHTOWERS MILL,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,HUNTER'S CHAPEL,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,KEARSE,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Bamberg,LITTLE SWAMP,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,OLAR,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,SOUTH BAMBERG,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Bamberg,WEST DENMARK,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Bamberg,NORTH BAMBERG,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Bamberg,Failsafe,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,Provisional,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,Failsafe Provisional,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Bamberg,COLSTON,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Bamberg,EDISTO,President,,DEM,Pete Buttigieg,1,0,1,0,0,0,0
Bamberg,EHRHARDT,President,,DEM,Pete Buttigieg,1,0,1,0,0,0,0
Bamberg,EAST DENMARK,President,,DEM,Pete Buttigieg,6,0,6,0,0,0,0
Bamberg,GOVAN,President,,DEM,Pete Buttigieg,2,0,2,0,0,0,0
Bamberg,HIGHTOWERS MILL,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Bamberg,HUNTER'S CHAPEL,President,,DEM,Pete Buttigieg,1,0,1,0,0,0,0
Bamberg,KEARSE,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Bamberg,LITTLE SWAMP,President,,DEM,Pete Buttigieg,1,0,1,0,0,0,0
Bamberg,OLAR,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Bamberg,SOUTH BAMBERG,President,,DEM,Pete Buttigieg,4,0,3,0,1,0,0
Bamberg,WEST DENMARK,President,,DEM,Pete Buttigieg,3,0,3,0,0,0,0
Bamberg,NORTH BAMBERG,President,,DEM,Pete Buttigieg,7,2,4,0,1,0,0
Bamberg,Failsafe,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Bamberg,Provisional,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Bamberg,Failsafe Provisional,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Bamberg,COLSTON,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,EDISTO,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,EHRHARDT,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,EAST DENMARK,President,,DEM,John K Delaney - WITHDREW,1,1,0,0,0,0,0
Bamberg,GOVAN,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,HIGHTOWERS MILL,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,HUNTER'S CHAPEL,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,KEARSE,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,LITTLE SWAMP,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,OLAR,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,SOUTH BAMBERG,President,,DEM,John K Delaney - WITHDREW,1,0,1,0,0,0,0
Bamberg,WEST DENMARK,President,,DEM,John K Delaney - WITHDREW,1,1,0,0,0,0,0
Bamberg,NORTH BAMBERG,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,Failsafe,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,Provisional,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,Failsafe Provisional,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Bamberg,COLSTON,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,EDISTO,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,EHRHARDT,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,EAST DENMARK,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,GOVAN,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,HIGHTOWERS MILL,President,,DEM,Tulsi Gabbard,1,0,1,0,0,0,0
Bamberg,HUNTER'S CHAPEL,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,KEARSE,President,,DEM,Tulsi Gabbard,3,0,3,0,0,0,0
Bamberg,LITTLE SWAMP,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,OLAR,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,SOUTH BAMBERG,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,WEST DENMARK,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,NORTH BAMBERG,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,Failsafe,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,Provisional,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,Failsafe Provisional,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Bamberg,COLSTON,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Bamberg,EDISTO,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Bamberg,EHRHARDT,President,,DEM,Amy Klobuchar,4,1,3,0,0,0,0
Bamberg,EAST DENMARK,President,,DEM,Amy Klobuchar,2,1,1,0,0,0,0
Bamberg,GOVAN,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Bamberg,HIGHTOWERS MILL,President,,DEM,Amy Klobuchar,1,0,1,0,0,0,0
Bamberg,HUNTER'S CHAPEL,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Bamberg,KEARSE,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Bamberg,LITTLE SWAMP,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Bamberg,OLAR,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Bamberg,SOUTH BAMBERG,President,,DEM,Amy Klobuchar,12,2,7,0,3,0,0
Bamberg,WEST DENMARK,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
