county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Lee,ASHLAND/STOKES BRIDGE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,ASHWOOD,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,BISHOPVILLE 1,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Lee,BISHOPVILLE 2,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Lee,BISHOPVILLE 3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,BISHOPVILLE 4,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Lee,CEDAR CREEK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,CYPRESS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,ELLIOTT,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,HICKORY HILL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,IONIA,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Lee,LYNCHBURG,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Lee,MANVILLE,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Lee,MT. CLIO,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,RATTLESNAKE SPRINGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,SCHROCKS MILL/LUCKNOW,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,SOUTH LYNCHBURG,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,SPRING HILL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,ST. CHARLES,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,ST. MATTHEWS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,TURKEY CREEK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,WOODROW,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Lee,ASHLAND/STOKES BRIDGE,President,,DEM,Joseph R Biden,21,5,15,0,1,0,0
Lee,ASHWOOD,President,,DEM,Joseph R Biden,34,6,28,0,0,0,0
Lee,BISHOPVILLE 1,President,,DEM,Joseph R Biden,134,41,93,0,0,0,0
Lee,BISHOPVILLE 2,President,,DEM,Joseph R Biden,118,26,90,0,2,0,0
Lee,BISHOPVILLE 3,President,,DEM,Joseph R Biden,131,36,95,0,0,0,0
Lee,BISHOPVILLE 4,President,,DEM,Joseph R Biden,176,42,133,0,1,0,0
Lee,CEDAR CREEK,President,,DEM,Joseph R Biden,28,4,24,0,0,0,0
Lee,CYPRESS,President,,DEM,Joseph R Biden,73,11,62,0,0,0,0
Lee,ELLIOTT,President,,DEM,Joseph R Biden,129,16,112,0,1,0,0
Lee,HICKORY HILL,President,,DEM,Joseph R Biden,38,15,23,0,0,0,0
Lee,IONIA,President,,DEM,Joseph R Biden,71,17,53,0,1,0,0
Lee,LYNCHBURG,President,,DEM,Joseph R Biden,167,19,146,0,2,0,0
Lee,MANVILLE,President,,DEM,Joseph R Biden,92,25,65,0,2,0,0
Lee,MT. CLIO,President,,DEM,Joseph R Biden,59,13,45,0,1,0,0
Lee,RATTLESNAKE SPRINGS,President,,DEM,Joseph R Biden,43,8,35,0,0,0,0
Lee,SCHROCKS MILL/LUCKNOW,President,,DEM,Joseph R Biden,55,9,46,0,0,0,0
Lee,SOUTH LYNCHBURG,President,,DEM,Joseph R Biden,68,1,67,0,0,0,0
Lee,SPRING HILL,President,,DEM,Joseph R Biden,145,18,125,0,2,0,0
Lee,ST. CHARLES,President,,DEM,Joseph R Biden,198,52,141,0,5,0,0
Lee,ST. MATTHEWS,President,,DEM,Joseph R Biden,19,1,17,0,1,0,0
Lee,TURKEY CREEK,President,,DEM,Joseph R Biden,16,2,14,0,0,0,0
Lee,WOODROW,President,,DEM,Joseph R Biden,60,10,44,0,6,0,0
Lee,Failsafe,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Lee,Provisional,President,,DEM,Joseph R Biden,1,0,0,1,0,0,0
Lee,Failsafe Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Lee,ASHLAND/STOKES BRIDGE,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,ASHWOOD,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,BISHOPVILLE 1,President,,DEM,Cory Booker - WITHDREW,2,1,1,0,0,0,0
Lee,BISHOPVILLE 2,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,BISHOPVILLE 3,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,BISHOPVILLE 4,President,,DEM,Cory Booker - WITHDREW,2,0,2,0,0,0,0
Lee,CEDAR CREEK,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,CYPRESS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,ELLIOTT,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,HICKORY HILL,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,IONIA,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,LYNCHBURG,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,MANVILLE,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,MT. CLIO,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,RATTLESNAKE SPRINGS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,SCHROCKS MILL/LUCKNOW,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,SOUTH LYNCHBURG,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,SPRING HILL,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,ST. CHARLES,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Lee,ST. MATTHEWS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,TURKEY CREEK,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Lee,WOODROW,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
