county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Dillon,East Dillon,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,West Dillon,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,South Dillon,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Dillon,Latta,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,New Holly,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Lake View,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Kemper,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Pleasant Hill,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Mt. Calvary,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Dillon,Bermuda,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Hamer,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Dillon,Oakland,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Carolina,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Little Rock,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Dillon,Minturn,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Oak Grove,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Manning,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Dillon,Floydale,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Fork,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Dillon,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Dillon,East Dillon,President,,DEM,Joseph R Biden,100,26,60,0,14,0,0
Dillon,West Dillon,President,,DEM,Joseph R Biden,187,23,130,0,34,0,0
Dillon,South Dillon,President,,DEM,Joseph R Biden,181,23,115,0,43,0,0
Dillon,Latta,President,,DEM,Joseph R Biden,213,34,170,0,9,0,0
Dillon,New Holly,President,,DEM,Joseph R Biden,28,1,27,0,0,0,0
Dillon,Lake View,President,,DEM,Joseph R Biden,109,7,98,0,4,0,0
Dillon,Kemper,President,,DEM,Joseph R Biden,40,2,37,0,1,0,0
Dillon,Pleasant Hill,President,,DEM,Joseph R Biden,26,4,20,0,2,0,0
Dillon,Mt. Calvary,President,,DEM,Joseph R Biden,206,17,181,0,8,0,0
