county,precinct,office,district,candidate,party,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Charleston,Mt. Pleasant 33,U.S. House,1,Write-In,NON,2,1,0,0,0,0,1
Charleston,Mt. Pleasant 34,U.S. House,1,Write-In,NON,1,0,0,0,0,1,0
Charleston,Mt. Pleasant 35,U.S. House,1,Write-In,NON,6,2,0,0,0,2,2
Charleston,Mt. Pleasant 36,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,Mt. Pleasant 37,U.S. House,1,Write-In,NON,2,1,0,0,0,1,0
Charleston,Mt. Pleasant 38,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,Mt. Pleasant 39,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,James Island 1A,U.S. House,1,Write-In,NON,2,1,0,0,0,1,0
Charleston,James Island 1B,U.S. House,1,Write-In,NON,1,1,0,0,0,0,0
Charleston,James Island 3,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,James Island 5A,U.S. House,1,Write-In,NON,2,0,0,0,0,0,2
Charleston,James Island 5B,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,James Island 6,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,James Island 7,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,James Island 8A,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,James Island 8B,U.S. House,1,Write-In,NON,2,0,0,0,0,1,1
Charleston,James Island 9,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,James Island 10,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,James Island 11,U.S. House,1,Write-In,NON,1,1,0,0,0,0,0
Charleston,James Island 12,U.S. House,1,Write-In,NON,1,0,0,0,0,1,0
Charleston,James Island 13,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,James Island 14,U.S. House,1,Write-In,NON,1,1,0,0,0,0,0
Charleston,James Island 15,U.S. House,1,Write-In,NON,2,0,0,0,0,0,2
Charleston,James Island 17,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,James Island 19,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,James Island 20,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,James Island 22,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,Johns Island 1A,U.S. House,1,Write-In,NON,3,2,0,0,0,1,0
Charleston,Johns Island 1B,U.S. House,1,Write-In,NON,6,2,0,0,0,2,2
Charleston,Johns Island 2,U.S. House,1,Write-In,NON,3,1,0,0,0,1,1
Charleston,Johns Island 3A,U.S. House,1,Write-In,NON,2,1,0,0,0,0,1
Charleston,Johns Island 3B,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,Johns Island 4,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 1,U.S. House,1,Write-In,NON,1,1,0,0,0,0,0
Charleston,St. Andrews 2,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 3,U.S. House,1,Write-In,NON,4,1,0,0,0,2,1
Charleston,St. Andrews 4,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,St. Andrews 5,U.S. House,1,Write-In,NON,1,1,0,0,0,0,0
Charleston,St. Andrews 6,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 7,U.S. House,1,Write-In,NON,2,1,0,0,0,0,1
Charleston,St. Andrews 8,U.S. House,1,Write-In,NON,2,0,0,0,0,1,1
Charleston,St. Andrews 9,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 10,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 11,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,St. Andrews 12,U.S. House,1,Write-In,NON,1,1,0,0,0,0,0
Charleston,St. Andrews 13,U.S. House,1,Write-In,NON,3,2,0,0,0,0,1
Charleston,St. Andrews 14,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 15,U.S. House,1,Write-In,NON,2,1,0,0,0,1,0
Charleston,St. Andrews 16,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 17,U.S. House,1,Write-In,NON,3,2,0,0,0,0,1
Charleston,St. Andrews 18,U.S. House,1,Write-In,NON,4,2,0,0,0,1,1
Charleston,ST. ANDREWS 19,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 20,U.S. House,1,Write-In,NON,3,1,0,0,0,0,2
Charleston,St. Andrews 21,U.S. House,1,Write-In,NON,1,1,0,0,0,0,0
Charleston,St. Andrews 22,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 23,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 24,U.S. House,1,Write-In,NON,1,0,0,0,0,1,0
Charleston,St. Andrews 25,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 26,U.S. House,1,Write-In,NON,3,2,0,0,0,0,1
Charleston,St. Andrews 27,U.S. House,1,Write-In,NON,3,1,0,0,0,1,1
Charleston,St. Andrews 28,U.S. House,1,Write-In,NON,2,1,0,0,0,0,1
Charleston,St. Andrews 29,U.S. House,1,Write-In,NON,1,0,0,0,0,1,0
Charleston,St. Andrews 30,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Andrews 31,U.S. House,1,Write-In,NON,2,1,0,0,0,1,0
Charleston,St. Andrews 32,U.S. House,1,Write-In,NON,3,1,0,0,0,0,2
Charleston,St. Andrews 33,U.S. House,1,Write-In,NON,2,0,0,0,0,2,0
Charleston,St. Andrews 34,U.S. House,1,Write-In,NON,2,0,0,0,0,1,1
Charleston,St. Andrews 35,U.S. House,1,Write-In,NON,2,1,0,0,0,0,1
Charleston,St. Andrews 36,U.S. House,1,Write-In,NON,1,0,0,0,0,0,1
Charleston,St. Andrews 37,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 28,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,Failsafe,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,Provisional,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,U.S. House,1,Write-In,NON,0,0,0,0,0,0,0
Charleston,Deer Park 3,U.S. House,6,Mark Hackett,CON,6,1,0,0,0,0,5
Charleston,Wadmalaw Island 1,U.S. House,6,Mark Hackett,CON,10,3,0,0,0,0,7
Charleston,Wadmalaw Island 2,U.S. House,6,Mark Hackett,CON,3,1,0,0,0,0,2
Charleston,Charleston 8,U.S. House,6,Mark Hackett,CON,9,3,0,0,0,0,6
Charleston,Charleston 9,U.S. House,6,Mark Hackett,CON,3,1,0,0,0,2,0
Charleston,Charleston 10,U.S. House,6,Mark Hackett,CON,4,2,0,0,0,0,2
Charleston,Charleston 11,U.S. House,6,Mark Hackett,CON,8,3,0,0,0,1,4
Charleston,Charleston 12,U.S. House,6,Mark Hackett,CON,10,7,0,0,0,0,3
Charleston,Charleston 13,U.S. House,6,Mark Hackett,CON,9,3,0,0,0,3,3
Charleston,Charleston 14,U.S. House,6,Mark Hackett,CON,4,3,0,0,0,1,0
Charleston,Charleston 15,U.S. House,6,Mark Hackett,CON,12,1,0,0,0,0,11
Charleston,Charleston 16,U.S. House,6,Mark Hackett,CON,12,7,0,0,0,1,4
Charleston,Charleston 17,U.S. House,6,Mark Hackett,CON,10,8,0,0,0,0,2
Charleston,Charleston 18,U.S. House,6,Mark Hackett,CON,8,2,0,0,0,1,5
Charleston,Charleston 19,U.S. House,6,Mark Hackett,CON,3,2,0,0,0,0,1
Charleston,Charleston 20,U.S. House,6,Mark Hackett,CON,9,4,0,0,0,0,5
Charleston,Charleston 21,U.S. House,6,Mark Hackett,CON,2,1,0,0,0,0,1
Charleston,St. Pauls 1,U.S. House,6,Mark Hackett,CON,4,1,0,0,0,0,3
Charleston,St. Pauls 2A,U.S. House,6,Mark Hackett,CON,10,5,0,0,0,1,4
Charleston,St. Pauls 2B,U.S. House,6,Mark Hackett,CON,13,3,0,0,0,3,7
Charleston,St. Pauls 3,U.S. House,6,Mark Hackett,CON,12,7,0,0,0,4,1
Charleston,St. Pauls 4,U.S. House,6,Mark Hackett,CON,9,4,0,0,0,0,5
Charleston,St. Pauls 5,U.S. House,6,Mark Hackett,CON,9,5,0,0,0,0,4
Charleston,St. Pauls 6,U.S. House,6,Mark Hackett,CON,7,3,0,0,0,2,2
Charleston,North Charleston 1,U.S. House,6,Mark Hackett,CON,3,3,0,0,0,0,0
Charleston,North Charleston 2,U.S. House,6,Mark Hackett,CON,3,0,0,0,0,1,2
Charleston,North Charleston 3,U.S. House,6,Mark Hackett,CON,10,4,0,0,0,0,6
Charleston,North Charleston 4,U.S. House,6,Mark Hackett,CON,9,5,0,0,0,1,3
Charleston,North Charleston 5,U.S. House,6,Mark Hackett,CON,13,7,0,0,0,0,6
Charleston,North Charleston 6,U.S. House,6,Mark Hackett,CON,3,1,0,0,0,0,2
Charleston,North Charleston 7,U.S. House,6,Mark Hackett,CON,8,5,0,0,0,0,3
Charleston,North Charleston 8,U.S. House,6,Mark Hackett,CON,12,7,0,0,0,0,5
Charleston,North Charleston 9,U.S. House,6,Mark Hackett,CON,15,5,0,0,0,1,9
Charleston,North Charleston 10,U.S. House,6,Mark Hackett,CON,9,1,0,0,0,1,7
Charleston,North Charleston 11,U.S. House,6,Mark Hackett,CON,6,5,0,0,0,0,1
Charleston,North Charleston 12,U.S. House,6,Mark Hackett,CON,23,14,0,0,0,3,6
Charleston,North Charleston 13,U.S. House,6,Mark Hackett,CON,6,3,0,0,0,0,3
Charleston,North Charleston 14,U.S. House,6,Mark Hackett,CON,9,2,0,0,0,1,6
Charleston,North Charleston 15,U.S. House,6,Mark Hackett,CON,12,3,0,0,0,4,5
Charleston,North Charleston 16,U.S. House,6,Mark Hackett,CON,6,2,0,0,0,1,3
Charleston,North Charleston 17,U.S. House,6,Mark Hackett,CON,8,3,0,0,0,0,5
Charleston,North Charleston 18,U.S. House,6,Mark Hackett,CON,16,5,0,0,0,1,10
Charleston,North Charleston 19,U.S. House,6,Mark Hackett,CON,6,4,0,0,0,0,2
Charleston,North Charleston 20,U.S. House,6,Mark Hackett,CON,14,5,0,0,0,4,5
Charleston,North Charleston 21,U.S. House,6,Mark Hackett,CON,15,7,0,0,0,3,5
Charleston,North Charleston 22,U.S. House,6,Mark Hackett,CON,15,5,0,0,0,2,8
Charleston,North Charleston 23,U.S. House,6,Mark Hackett,CON,28,15,0,0,0,2,11
Charleston,North Charleston 24,U.S. House,6,Mark Hackett,CON,14,6,0,0,0,0,8
Charleston,North Charleston 25,U.S. House,6,Mark Hackett,CON,5,1,0,0,0,1,3
Charleston,North Charleston 26,U.S. House,6,Mark Hackett,CON,2,1,0,0,0,0,1
Charleston,North Charleston 27,U.S. House,6,Mark Hackett,CON,15,8,0,0,0,0,7
Charleston,North Charleston 28,U.S. House,6,Mark Hackett,CON,1,0,0,0,0,0,1
Charleston,North Charleston 29,U.S. House,6,Mark Hackett,CON,8,0,0,0,0,2,6
Charleston,North Charleston 30,U.S. House,6,Mark Hackett,CON,12,4,0,0,0,0,8
Charleston,Failsafe,U.S. House,6,Mark Hackett,CON,1,0,0,0,1,0,0
Charleston,Provisional,U.S. House,6,Mark Hackett,CON,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,U.S. House,6,Mark Hackett,CON,3,0,3,0,0,0,0
Charleston,Deer Park 3,U.S. House,6,John McCollum,REP,111,39,0,0,0,17,55
Charleston,Wadmalaw Island 1,U.S. House,6,John McCollum,REP,370,140,0,0,0,70,160
Charleston,Wadmalaw Island 2,U.S. House,6,John McCollum,REP,150,51,0,0,0,32,67
Charleston,Charleston 8,U.S. House,6,John McCollum,REP,93,38,0,0,0,10,45
Charleston,Charleston 9,U.S. House,6,John McCollum,REP,103,51,0,0,0,12,40
Charleston,Charleston 10,U.S. House,6,John McCollum,REP,53,19,0,0,0,7,27
Charleston,Charleston 11,U.S. House,6,John McCollum,REP,270,123,0,0,0,42,105
Charleston,Charleston 12,U.S. House,6,John McCollum,REP,252,127,0,0,0,47,78
Charleston,Charleston 13,U.S. House,6,John McCollum,REP,114,62,0,0,0,16,36
Charleston,Charleston 14,U.S. House,6,John McCollum,REP,156,73,0,0,0,13,70
Charleston,Charleston 15,U.S. House,6,John McCollum,REP,105,48,0,0,0,12,45
Charleston,Charleston 16,U.S. House,6,John McCollum,REP,124,63,0,0,0,18,43
Charleston,Charleston 17,U.S. House,6,John McCollum,REP,169,81,0,0,0,42,46
Charleston,Charleston 18,U.S. House,6,John McCollum,REP,138,69,0,0,0,16,53
Charleston,Charleston 19,U.S. House,6,John McCollum,REP,88,44,0,0,0,13,31
Charleston,Charleston 20,U.S. House,6,John McCollum,REP,213,131,0,0,0,35,47
Charleston,Charleston 21,U.S. House,6,John McCollum,REP,46,22,0,0,0,4,20
Charleston,St. Pauls 1,U.S. House,6,John McCollum,REP,163,38,0,0,0,32,93
Charleston,St. Pauls 2A,U.S. House,6,John McCollum,REP,269,84,0,0,0,71,114
Charleston,St. Pauls 2B,U.S. House,6,John McCollum,REP,419,160,0,0,0,73,186
Charleston,St. Pauls 3,U.S. House,6,John McCollum,REP,1117,469,0,0,0,235,413
Charleston,St. Pauls 4,U.S. House,6,John McCollum,REP,284,114,0,0,0,49,121
Charleston,St. Pauls 5,U.S. House,6,John McCollum,REP,426,177,0,0,0,76,173
Charleston,St. Pauls 6,U.S. House,6,John McCollum,REP,1018,510,0,0,0,222,286
Charleston,North Charleston 1,U.S. House,6,John McCollum,REP,25,7,0,0,0,4,14
Charleston,North Charleston 2,U.S. House,6,John McCollum,REP,16,7,0,0,0,6,3
Charleston,North Charleston 3,U.S. House,6,John McCollum,REP,520,197,0,0,0,86,237
Charleston,North Charleston 4,U.S. House,6,John McCollum,REP,84,33,0,0,0,25,26
Charleston,North Charleston 5,U.S. House,6,John McCollum,REP,77,32,0,0,0,16,29
Charleston,North Charleston 6,U.S. House,6,John McCollum,REP,32,19,0,0,0,2,11
Charleston,North Charleston 7,U.S. House,6,John McCollum,REP,40,20,0,0,0,7,13
Charleston,North Charleston 8,U.S. House,6,John McCollum,REP,210,98,0,0,0,42,70
Charleston,North Charleston 9,U.S. House,6,John McCollum,REP,343,174,0,0,0,67,102
Charleston,North Charleston 10,U.S. House,6,John McCollum,REP,122,36,0,0,0,18,68
Charleston,North Charleston 11,U.S. House,6,John McCollum,REP,290,130,0,0,0,88,72
Charleston,North Charleston 12,U.S. House,6,John McCollum,REP,322,198,0,0,0,66,58
Charleston,North Charleston 13,U.S. House,6,John McCollum,REP,63,30,0,0,0,13,20
Charleston,North Charleston 14,U.S. House,6,John McCollum,REP,150,77,0,0,0,27,46
Charleston,North Charleston 15,U.S. House,6,John McCollum,REP,95,36,0,0,0,13,46
Charleston,North Charleston 16,U.S. House,6,John McCollum,REP,150,70,0,0,0,23,57
Charleston,North Charleston 17,U.S. House,6,John McCollum,REP,44,23,0,0,0,5,16
Charleston,North Charleston 18,U.S. House,6,John McCollum,REP,227,123,0,0,0,38,66
Charleston,North Charleston 19,U.S. House,6,John McCollum,REP,106,53,0,0,0,17,36
Charleston,North Charleston 20,U.S. House,6,John McCollum,REP,234,141,0,0,0,52,41
Charleston,North Charleston 21,U.S. House,6,John McCollum,REP,238,110,0,0,0,40,88
Charleston,North Charleston 22,U.S. House,6,John McCollum,REP,191,81,0,0,0,35,75
Charleston,North Charleston 23,U.S. House,6,John McCollum,REP,489,231,0,0,0,94,164
Charleston,North Charleston 24,U.S. House,6,John McCollum,REP,314,115,0,0,0,53,146
Charleston,North Charleston 25,U.S. House,6,John McCollum,REP,51,17,0,0,0,7,27
Charleston,North Charleston 26,U.S. House,6,John McCollum,REP,31,14,0,0,0,2,15
Charleston,North Charleston 27,U.S. House,6,John McCollum,REP,154,50,0,0,0,22,82
Charleston,North Charleston 28,U.S. House,6,John McCollum,REP,62,25,0,0,0,4,33
Charleston,North Charleston 29,U.S. House,6,John McCollum,REP,152,46,0,0,0,26,80
Charleston,North Charleston 30,U.S. House,6,John McCollum,REP,272,98,0,0,0,61,113
Charleston,Failsafe,U.S. House,6,John McCollum,REP,7,0,0,0,7,0,0
Charleston,Provisional,U.S. House,6,John McCollum,REP,25,0,0,25,0,0,0
Charleston,Failsafe Provisional,U.S. House,6,John McCollum,REP,16,0,16,0,0,0,0
Charleston,Deer Park 3,U.S. House,6,James E Jim Clyburn,DEM,450,244,0,0,0,52,154
Charleston,Wadmalaw Island 1,U.S. House,6,James E Jim Clyburn,DEM,532,190,0,0,0,208,134
Charleston,Wadmalaw Island 2,U.S. House,6,James E Jim Clyburn,DEM,254,89,0,0,0,87,78
Charleston,Charleston 8,U.S. House,6,James E Jim Clyburn,DEM,582,318,0,0,0,102,162
Charleston,Charleston 9,U.S. House,6,James E Jim Clyburn,DEM,321,164,0,0,0,76,81
Charleston,Charleston 10,U.S. House,6,James E Jim Clyburn,DEM,235,105,0,0,0,54,76
Charleston,Charleston 11,U.S. House,6,James E Jim Clyburn,DEM,582,334,0,0,0,137,111
Charleston,Charleston 12,U.S. House,6,James E Jim Clyburn,DEM,837,449,0,0,0,205,183
Charleston,Charleston 13,U.S. House,6,James E Jim Clyburn,DEM,701,376,0,0,0,195,130
Charleston,Charleston 14,U.S. House,6,James E Jim Clyburn,DEM,491,266,0,0,0,122,103
Charleston,Charleston 15,U.S. House,6,James E Jim Clyburn,DEM,629,274,0,0,0,74,281
Charleston,Charleston 16,U.S. House,6,James E Jim Clyburn,DEM,686,368,0,0,0,174,144
Charleston,Charleston 17,U.S. House,6,James E Jim Clyburn,DEM,681,406,0,0,0,201,74
Charleston,Charleston 18,U.S. House,6,James E Jim Clyburn,DEM,824,459,0,0,0,161,204
Charleston,Charleston 19,U.S. House,6,James E Jim Clyburn,DEM,488,262,0,0,0,140,86
Charleston,Charleston 20,U.S. House,6,James E Jim Clyburn,DEM,799,454,0,0,0,259,86
Charleston,Charleston 21,U.S. House,6,James E Jim Clyburn,DEM,479,198,0,0,0,88,193
Charleston,St. Pauls 1,U.S. House,6,James E Jim Clyburn,DEM,473,135,0,0,0,64,274
Charleston,St. Pauls 2A,U.S. House,6,James E Jim Clyburn,DEM,388,167,0,0,0,93,128
Charleston,St. Pauls 2B,U.S. House,6,James E Jim Clyburn,DEM,661,242,0,0,0,176,243
Charleston,St. Pauls 3,U.S. House,6,James E Jim Clyburn,DEM,589,219,0,0,0,248,122
Charleston,St. Pauls 4,U.S. House,6,James E Jim Clyburn,DEM,964,406,0,0,0,210,348
Charleston,St. Pauls 5,U.S. House,6,James E Jim Clyburn,DEM,410,189,0,0,0,106,115
Charleston,St. Pauls 6,U.S. House,6,James E Jim Clyburn,DEM,723,334,0,0,0,249,140
Charleston,North Charleston 1,U.S. House,6,James E Jim Clyburn,DEM,517,192,0,0,0,84,241
Charleston,North Charleston 2,U.S. House,6,James E Jim Clyburn,DEM,293,143,0,0,0,45,105
Charleston,North Charleston 3,U.S. House,6,James E Jim Clyburn,DEM,409,175,0,0,0,114,120
Charleston,North Charleston 4,U.S. House,6,James E Jim Clyburn,DEM,693,345,0,0,0,143,205
Charleston,North Charleston 5,U.S. House,6,James E Jim Clyburn,DEM,1047,539,0,0,0,210,298
Charleston,North Charleston 6,U.S. House,6,James E Jim Clyburn,DEM,774,356,0,0,0,133,285
Charleston,North Charleston 7,U.S. House,6,James E Jim Clyburn,DEM,640,277,0,0,0,91,272
Charleston,North Charleston 8,U.S. House,6,James E Jim Clyburn,DEM,517,316,0,0,0,119,82
Charleston,North Charleston 9,U.S. House,6,James E Jim Clyburn,DEM,741,412,0,0,0,181,148
Charleston,North Charleston 10,U.S. House,6,James E Jim Clyburn,DEM,608,251,0,0,0,80,277
Charleston,North Charleston 11,U.S. House,6,James E Jim Clyburn,DEM,412,246,0,0,0,107,59
Charleston,North Charleston 12,U.S. House,6,James E Jim Clyburn,DEM,463,285,0,0,0,141,37
Charleston,North Charleston 13,U.S. House,6,James E Jim Clyburn,DEM,460,251,0,0,0,54,155
Charleston,North Charleston 14,U.S. House,6,James E Jim Clyburn,DEM,360,203,0,0,0,96,61
Charleston,North Charleston 15,U.S. House,6,James E Jim Clyburn,DEM,690,308,0,0,0,131,251
Charleston,North Charleston 16,U.S. House,6,James E Jim Clyburn,DEM,537,293,0,0,0,127,117
Charleston,North Charleston 17,U.S. House,6,James E Jim Clyburn,DEM,439,231,0,0,0,80,128
Charleston,North Charleston 18,U.S. House,6,James E Jim Clyburn,DEM,860,455,0,0,0,144,261
Charleston,North Charleston 19,U.S. House,6,James E Jim Clyburn,DEM,639,379,0,0,0,115,145
Charleston,North Charleston 20,U.S. House,6,James E Jim Clyburn,DEM,317,169,0,0,0,84,64
Charleston,North Charleston 21,U.S. House,6,James E Jim Clyburn,DEM,626,327,0,0,0,126,173
Charleston,North Charleston 22,U.S. House,6,James E Jim Clyburn,DEM,640,346,0,0,0,80,214
Charleston,North Charleston 23,U.S. House,6,James E Jim Clyburn,DEM,944,521,0,0,0,201,222
Charleston,North Charleston 24,U.S. House,6,James E Jim Clyburn,DEM,1347,765,0,0,0,222,360
Charleston,North Charleston 25,U.S. House,6,James E Jim Clyburn,DEM,359,145,0,0,0,42,172
Charleston,North Charleston 26,U.S. House,6,James E Jim Clyburn,DEM,203,61,0,0,0,28,114
Charleston,North Charleston 27,U.S. House,6,James E Jim Clyburn,DEM,449,181,0,0,0,87,181
Charleston,North Charleston 28,U.S. House,6,James E Jim Clyburn,DEM,260,112,0,0,0,41,107
Charleston,North Charleston 29,U.S. House,6,James E Jim Clyburn,DEM,303,136,0,0,0,48,119
Charleston,North Charleston 30,U.S. House,6,James E Jim Clyburn,DEM,984,467,0,0,0,191,326
Charleston,Failsafe,U.S. House,6,James E Jim Clyburn,DEM,57,0,0,0,57,0,0
Charleston,Provisional,U.S. House,6,James E Jim Clyburn,DEM,63,0,0,63,0,0,0
Charleston,Failsafe Provisional,U.S. House,6,James E Jim Clyburn,DEM,47,0,47,0,0,0,0
Charleston,Deer Park 3,U.S. House,6,Write-In,NON,1,1,0,0,0,0,0
Charleston,Wadmalaw Island 1,U.S. House,6,Write-In,NON,3,1,0,0,0,1,1
Charleston,Wadmalaw Island 2,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Charleston 8,U.S. House,6,Write-In,NON,2,2,0,0,0,0,0
Charleston,Charleston 9,U.S. House,6,Write-In,NON,1,0,0,0,0,1,0
Charleston,Charleston 10,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Charleston 11,U.S. House,6,Write-In,NON,1,1,0,0,0,0,0
Charleston,Charleston 12,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Charleston 13,U.S. House,6,Write-In,NON,3,3,0,0,0,0,0
Charleston,Charleston 14,U.S. House,6,Write-In,NON,4,2,0,0,0,1,1
Charleston,Charleston 15,U.S. House,6,Write-In,NON,1,1,0,0,0,0,0
Charleston,Charleston 16,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Charleston 17,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Charleston 18,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Charleston 19,U.S. House,6,Write-In,NON,2,1,0,0,0,1,0
Charleston,Charleston 20,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Charleston 21,U.S. House,6,Write-In,NON,1,1,0,0,0,0,0
Charleston,St. Pauls 1,U.S. House,6,Write-In,NON,1,0,0,0,0,0,1
Charleston,St. Pauls 2A,U.S. House,6,Write-In,NON,1,0,0,0,0,0,1
Charleston,St. Pauls 2B,U.S. House,6,Write-In,NON,1,0,0,0,0,0,1
Charleston,St. Pauls 3,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Pauls 4,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,St. Pauls 5,U.S. House,6,Write-In,NON,2,1,0,0,0,1,0
Charleston,St. Pauls 6,U.S. House,6,Write-In,NON,1,0,0,0,0,1,0
Charleston,North Charleston 1,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 2,U.S. House,6,Write-In,NON,1,0,0,0,0,0,1
Charleston,North Charleston 3,U.S. House,6,Write-In,NON,1,1,0,0,0,0,0
Charleston,North Charleston 4,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 5,U.S. House,6,Write-In,NON,1,1,0,0,0,0,0
Charleston,North Charleston 6,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 7,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 8,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 9,U.S. House,6,Write-In,NON,2,1,0,0,0,0,1
Charleston,North Charleston 10,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 11,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 12,U.S. House,6,Write-In,NON,4,3,0,0,0,1,0
Charleston,North Charleston 13,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 14,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 15,U.S. House,6,Write-In,NON,1,1,0,0,0,0,0
Charleston,North Charleston 16,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 17,U.S. House,6,Write-In,NON,2,1,0,0,0,0,1
Charleston,North Charleston 18,U.S. House,6,Write-In,NON,3,0,0,0,0,3,0
Charleston,North Charleston 19,U.S. House,6,Write-In,NON,1,0,0,0,0,0,1
Charleston,North Charleston 20,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 21,U.S. House,6,Write-In,NON,3,2,0,0,0,1,0
Charleston,North Charleston 22,U.S. House,6,Write-In,NON,1,0,0,0,0,0,1
Charleston,North Charleston 23,U.S. House,6,Write-In,NON,3,2,0,0,0,1,0
Charleston,North Charleston 24,U.S. House,6,Write-In,NON,4,3,0,0,0,1,0
Charleston,North Charleston 25,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 26,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 27,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 28,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,North Charleston 29,U.S. House,6,Write-In,NON,1,0,0,0,0,1,0
Charleston,North Charleston 30,U.S. House,6,Write-In,NON,2,2,0,0,0,0,0
Charleston,Failsafe,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Provisional,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Failsafe Provisional,U.S. House,6,Write-In,NON,0,0,0,0,0,0,0
Charleston,Awendaw,State Senate,34,Stephen Goldfinch,REP,525,188,0,0,0,97,240
Charleston,Christ Church,State Senate,34,Stephen Goldfinch,REP,361,132,0,0,0,70,159
Charleston,McClellanville,State Senate,34,Stephen Goldfinch,REP,464,110,0,0,0,93,261
Charleston,Mt. Pleasant 20,State Senate,34,Stephen Goldfinch,REP,649,328,0,0,0,187,134
Charleston,Mt. Pleasant 21,State Senate,34,Stephen Goldfinch,REP,763,320,0,0,0,306,137
