county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Greenville,GREENVILLE 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 4,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,GREENVILLE 5,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 6,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 7,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 8,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 10,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 14,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,GREENVILLE 16,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 17,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 18,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 19,President,,DEM,Michael Bennet - WITHDREW,3,0,3,0,0,0,0
Greenville,GREENVILLE 20,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 21,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 22,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 23,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 24,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 25,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,GREENVILLE 26,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,GREENVILLE 27,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 28,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GREENVILLE 29,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,AIKEN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,ALTAMONT FOREST,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,ASHETON LAKES,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,AVON,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,BELLE MEADE,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Greenville,BELLS CROSSING,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,BELMONT,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,BEREA,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Greenville,BOILING SPRINGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,BOTANY WOODS,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,BROOKGLENN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,CANEBRAKE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,CAROLINA,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Greenville,CHESTNUT HILLS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,CIRCLE CREEK,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,CLEAR CREEK,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,CONESTEE,President,,DEM,Michael Bennet - WITHDREW,3,1,2,0,0,0,0
Greenville,DARBY RIDGE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,DEL NORTE,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,DEVENGER,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,DONALDSON,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,DOVE TREE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,DUNKLIN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,EASTSIDE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,EBENEZER,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,EDWARDS FOREST,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,ENOREE,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Greenville,FEASTER,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,FORK SHOALS,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,FOUNTAIN INN 1,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,FOUNTAIN INN 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,FURMAN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GOWENSVILLE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,GROVE,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,JENNINGS MILL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,LAKEVIEW,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,LAUREL RIDGE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,LEAWOOD,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MAPLE CREEK,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,MARIDELL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MAULDIN 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MAULDIN 2,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,MAULDIN 3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MAULDIN 4,President,,DEM,Michael Bennet - WITHDREW,3,0,3,0,0,0,0
Greenville,MAULDIN 5,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MAULDIN 6,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MAULDIN 7,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MISSION,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MONAVIEW,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MOUNTAIN CREEK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,MOUNTAIN VIEW,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,NEELY FARMS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,NORTHWOOD,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,OAKVIEW,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,PALMETTO,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,PARIS MOUNTAIN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,PEBBLE CREEK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,PELHAM FALLS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,PIEDMONT,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,PINEVIEW,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,POINSETT,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,RAINTREE,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,REEDY FORK,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,RIVERWALK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,ROCK HILL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,ROCKY CREEK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,ROLLING GREEN,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Greenville,ROYAL OAKS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SALUDA,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SANDY FLAT,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SEVIER,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SILVERLEAF,President,,DEM,Michael Bennet - WITHDREW,1,0,0,0,1,0,0
Greenville,SIMPSONVILLE 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SIMPSONVILLE 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SIMPSONVILLE 3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SIMPSONVILLE 4,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SIMPSONVILLE 5,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SIMPSONVILLE 6,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Greenville,SKYLAND,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SLATER MARIETTA,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SOUTHSIDE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SPRING FOREST,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,STONE VALLEY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,STONEHAVEN,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Greenville,SUBER MILL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SUGAR CREEK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SULPHUR SPRINGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Greenville,SYCAMORE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
