county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Union,ADAMSBURG,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,BLACK ROCK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,BONHAM,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,BUFFALO BOX 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,CARLISLE,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Union,CROSS KEYS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,EAST BUFFALO,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Union,EXCELSIOR,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,JONESVILLE BOX 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,JONESVILLE BOX 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,KELTON,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,LOCKHART,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,MONARCH BOX 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,MONARCH BOX 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,PUTMAN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,SANTUCK,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Union,UNION WARD 1 BOX 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,UNION WARD 1 BOX 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,UNION WARD 2,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Union,UNION WARD 3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,UNION WARD 4 BOX 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,UNION WARD 4 BOX 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,WEST SPRINGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Union,ADAMSBURG,President,,DEM,Joseph R Biden,19,1,18,0,0,0,0
Union,BLACK ROCK,President,,DEM,Joseph R Biden,68,10,58,0,0,0,0
Union,BONHAM,President,,DEM,Joseph R Biden,59,2,57,0,0,0,0
Union,BUFFALO BOX 1,President,,DEM,Joseph R Biden,15,0,15,0,0,0,0
Union,CARLISLE,President,,DEM,Joseph R Biden,117,17,100,0,0,0,0
Union,CROSS KEYS,President,,DEM,Joseph R Biden,56,2,53,0,1,0,0
Union,EAST BUFFALO,President,,DEM,Joseph R Biden,22,0,22,0,0,0,0
Union,EXCELSIOR,President,,DEM,Joseph R Biden,95,12,83,0,0,0,0
Union,JONESVILLE BOX 1,President,,DEM,Joseph R Biden,41,9,32,0,0,0,0
Union,JONESVILLE BOX 2,President,,DEM,Joseph R Biden,96,8,88,0,0,0,0
Union,KELTON,President,,DEM,Joseph R Biden,68,3,65,0,0,0,0
Union,LOCKHART,President,,DEM,Joseph R Biden,16,2,13,0,1,0,0
Union,MONARCH BOX 1,President,,DEM,Joseph R Biden,28,3,25,0,0,0,0
Union,MONARCH BOX 2,President,,DEM,Joseph R Biden,15,0,15,0,0,0,0
Union,PUTMAN,President,,DEM,Joseph R Biden,25,3,22,0,0,0,0
Union,SANTUCK,President,,DEM,Joseph R Biden,113,4,107,0,2,0,0
Union,UNION WARD 1 BOX 1,President,,DEM,Joseph R Biden,60,2,58,0,0,0,0
Union,UNION WARD 1 BOX 2,President,,DEM,Joseph R Biden,115,9,105,0,1,0,0
Union,UNION WARD 2,President,,DEM,Joseph R Biden,105,15,87,0,3,0,0
Union,UNION WARD 3,President,,DEM,Joseph R Biden,60,3,57,0,0,0,0
Union,UNION WARD 4 BOX 1,President,,DEM,Joseph R Biden,51,10,41,0,0,0,0
Union,UNION WARD 4 BOX 2,President,,DEM,Joseph R Biden,35,8,26,0,1,0,0
Union,WEST SPRINGS,President,,DEM,Joseph R Biden,16,0,16,0,0,0,0
Union,Failsafe,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Union,Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Union,Failsafe Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Union,ADAMSBURG,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,BLACK ROCK,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,BONHAM,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,BUFFALO BOX 1,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,CARLISLE,President,,DEM,Cory Booker - WITHDREW,4,0,4,0,0,0,0
Union,CROSS KEYS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,EAST BUFFALO,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,EXCELSIOR,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Union,JONESVILLE BOX 1,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,JONESVILLE BOX 2,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,KELTON,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,LOCKHART,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,MONARCH BOX 1,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,MONARCH BOX 2,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,PUTMAN,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,SANTUCK,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,UNION WARD 1 BOX 1,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Union,UNION WARD 1 BOX 2,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
