county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Horry,ADRIAN,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,ALLSBROOK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,ATLANTIC BEACH,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,AYNOR,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,BAYBORO-GURLEY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,BROOKSVILLE #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,BROWNWAY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,BURGESS #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,BURGESS #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,CAROLINA FOREST #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,CAROLINA FOREST #2,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,CEDAR GROVE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,CHERRY GROVE #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,CHERRY GROVE #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,COASTAL CAROLINA,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,COASTAL LANE #1,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,COASTAL LANE #2,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,COOL SPRINGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,CRESENT,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,DAISY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,DEERFIELD,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,DOGBLUFF,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,DOGWOOD,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Horry,DUNES #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,DUNES #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,DUNES #3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,EAST CONWAY,President,,DEM,Michael Bennet - WITHDREW,1,0,0,0,1,0,0
Horry,EAST LORIS,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,EBENEZER,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,EMERALD FOREST #1,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,EMERALD FOREST #2,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Horry,EMERALD FOREST #3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,ENTERPRISE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,FORESTBROOK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,FOUR MILE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,GALLIVANTS FERRY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,GARDEN CITY #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,GARDEN CITY #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,GARDEN CITY #3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,GARDEN CITY #4,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,GLENNS BAY,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,GREEN SEA,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,HICKORY GROVE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,HICKORY HILL,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,HOMEWOOD,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,HORRY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,INLAND,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,JACKSON BLUFF,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,JAMESTOWN,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,JERIGANS CROSSROADS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,JET PORT #1,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,JET PORT #2,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Horry,JORDANVILLE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,JOYNER SWAMP,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,JUNIPER BAY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,LAKE PARK #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,LEON,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,LITTLE RIVER #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,LITTLE RIVER #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,LITTLE RIVER #3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,LIVE OAK,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,MAPLE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,MARLOWE #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,METHODIST-MILL SWAMP,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,MT. OLIVE,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,MT. VERNON,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,MYRTLE TRACE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,MYRTLEWOOD #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,MYRTLEWOOD #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,MYRTLEWOOD #3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,NIXONS XROADS #1,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Horry,NIXONS XROADS #2,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Horry,NORTH CONWAY #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,NORTH CONWAY #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,OCEAN DRIVE #1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,OCEAN DRIVE #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,OCEAN FOREST #1,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Horry,OCEAN FOREST #2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,OCEAN FOREST #3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,PALMETTO BAYS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,PAWLEYS SWAMP,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Horry,PLEASANT VIEW,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
