county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provionsal,absentee_by_mail,failsafe,failsafe_provisional
Charleston,Awendaw,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Christ Church,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Isle Of Palms 1A,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Isle of Palms 1B,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Isle of Palms 1C,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Sullivans Island,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,McClellanville,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Deer Park 1A,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Deer Park 1B,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Deer Park 2A,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Deer Park 2B,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Deer Park 2C,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Deer Park 3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Lincolnville,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Ladson,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Edisto Island,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Charleston,Wadmalaw Island 1,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Charleston,Wadmalaw Island 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Kiawah Island,President,,DEM,Michael Bennet - WITHDREW,2,2,0,0,0,0,0
Charleston,Town of Seabrook,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Charleston,Folly Beach 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Folly Beach 2,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Charleston,Charleston 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 3,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Charleston,Charleston 4,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Charleston,Charleston 5,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 6,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 7,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 8,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 9,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 10,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 11,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 12,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Charleston,Charleston 13,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 14,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 15,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Charleston,Charleston 16,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Charleston,Charleston 17,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Charleston,Charleston 18,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
