county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Laurens,LAURENS 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,LAURENS 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,LAURENS 3,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Laurens,LAURENS 4,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,LAURENS 5,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Laurens,LAURENS 6,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Laurens,BAILEY,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Laurens,TRINITY RIDGE,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Laurens,WATTSVILLE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,BARKSDALE-NARINE,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Laurens,MADDENS,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Laurens,CLINTON 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,CLINTON 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,JOANNA,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,LYDIA MILL,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Laurens,MOUNTVILLE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,CLINTON 3,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Laurens,JONES,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,OWINGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,GRAY COURT,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,GREENPOND,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,COOKS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,YOUNGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,ORA-LANFORD,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,LONG BRANCH,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,CROSS HILL,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,WATERLOO,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,MARTINS-POPLAR SPRINGS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,EKOM,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,MOUNT OLIVE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,HICKORY TAVERN,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Laurens,PRINCETON,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Laurens,BREWERTON,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
