county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Berkeley,ALVIN,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,BETHERA,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,BONNEAU,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,BONNEAU BEACH,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Berkeley,CENTRAL,STRAIGHT PARTY 1,,CON,Constitution,4,0,0,0,0,1,3
Berkeley,CAINHOY,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,CARNES CROSS ROADS 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,CARNES CROSS ROADS 2,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,CORDESVILLE,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,CROSS,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,DANIEL ISLAND 1,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,DANIEL ISLAND 2,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,1,1
Berkeley,DEVON FOREST 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,DEVON FOREST 2,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Berkeley,EADYTOWN,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,HANAHAN 1,STRAIGHT PARTY 1,,CON,Constitution,3,0,0,0,0,0,3
Berkeley,HANAHAN 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,HANAHAN 3,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,HANAHAN 4,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,HILTON CROSS RD,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,HUGER,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,JAMESTOWN,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,LEBANON,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,MACEDONIA,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,MCBETH,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,MONCKS CORNER 1,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,MONCKS CORNER 2,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,MONCKS CORNER 3,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,MONCKS CORNER 4,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,PIMLICO,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,PINOPOLIS,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,RUSSELLVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,SANGAREE 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,SANGAREE 2,STRAIGHT PARTY 1,,CON,Constitution,4,0,0,0,0,0,4
Berkeley,SANGAREE 3,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Berkeley,SHULERVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,ST. STEPHEN 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,ST. STEPHEN 2,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,STRATFORD 1,STRAIGHT PARTY 1,,CON,Constitution,2,2,0,0,0,0,0
Berkeley,STRATFORD 2,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,STRATFORD 3,STRAIGHT PARTY 1,,CON,Constitution,3,0,0,0,0,1,2
Berkeley,STRATFORD 4,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,WASSAMASSAW 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,WASSAMASSAW 2,STRAIGHT PARTY 1,,CON,Constitution,3,1,0,0,0,0,2
Berkeley,WESTVIEW 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,WESTVIEW 2,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,WESTVIEW 3,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,BEVERLY HILLS,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,HOWE HALL 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,HOWE HALL 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,LIBERTY HALL,STRAIGHT PARTY 1,,CON,Constitution,3,1,0,0,0,0,2
Berkeley,MEDWAY,STRAIGHT PARTY 1,,CON,Constitution,3,1,0,0,0,0,2
Berkeley,WHITESVILLE 1,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,WHITESVILLE 2,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,DANIEL ISLAND 3,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,DANIEL ISLAND 4,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,THE VILLAGE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,YELLOW HOUSE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,CANE BAY,STRAIGHT PARTY 1,,CON,Constitution,3,1,0,0,0,1,1
Berkeley,DISCOVERY,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,FOX BANK,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,1,1
Berkeley,HANAHAN 5,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,MOULTRIE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,OLD 52,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,ROYLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,SEVENTY EIGHT,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,STONE LAKE,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,STRATFORD 5,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,WESTVIEW 4,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,FOSTER CREEK 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,FOSTER CREEK 2,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,FOSTER CREEK 3,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,HARBOUR LAKE,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,ST. JAMES,STRAIGHT PARTY 1,,CON,Constitution,3,0,0,0,0,1,2
Berkeley,SEDGEFIELD 1,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Berkeley,SEDGEFIELD 2,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,TRAMWAY,STRAIGHT PARTY 1,,CON,Constitution,4,1,0,0,0,1,2
Berkeley,WEATHERSTONE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,CYPRESS,STRAIGHT PARTY 1,,CON,Constitution,3,1,0,0,0,1,1
Berkeley,NORTH CREEK,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Berkeley,BOULDER BLUFF,STRAIGHT PARTY 1,,CON,Constitution,6,0,0,0,0,0,6
Berkeley,BUSHY PARK,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,CANE BAY EAST,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,CANE BAY NORTH,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,CANE BAY SOUTH,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,COBBLESTONE,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,Fifty-two,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,HORSESHOE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Berkeley,LIVE OAK,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Berkeley,MACEDONIA 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Berkeley,NEXTON,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
