county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Chester,Baldwin Mill,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Chester,Baton Rouge,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Beckhamville,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Blackstock,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Edgemoor,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Eureka Mill,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Fort Lawn,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Halsellville,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Hazelwood,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Lowrys,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Chester,Richburg,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Rodman,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Chester,Rossville,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Chester,Wilksburg,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Chester Ward 1,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Chester,Chester Ward 2,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Chester,Chester Ward 3,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Chester,Chester Ward 4,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Chester Ward 5,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Lando/Lansford,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Great Falls,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Chester,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Chester,Baldwin Mill,President,,DEM,Joseph R Biden,115,19,95,0,1,0,0
Chester,Baton Rouge,President,,DEM,Joseph R Biden,30,3,27,0,0,0,0
Chester,Beckhamville,President,,DEM,Joseph R Biden,91,1,90,0,0,0,0
Chester,Blackstock,President,,DEM,Joseph R Biden,62,1,61,0,0,0,0
Chester,Edgemoor,President,,DEM,Joseph R Biden,65,0,65,0,0,0,0
Chester,Eureka Mill,President,,DEM,Joseph R Biden,212,41,167,0,4,0,0
Chester,Fort Lawn,President,,DEM,Joseph R Biden,122,4,117,0,1,0,0
Chester,Halsellville,President,,DEM,Joseph R Biden,42,5,37,0,0,0,0
Chester,Hazelwood,President,,DEM,Joseph R Biden,45,7,38,0,0,0,0
Chester,Lowrys,President,,DEM,Joseph R Biden,82,16,62,0,4,0,0
Chester,Richburg,President,,DEM,Joseph R Biden,105,7,96,0,2,0,0
Chester,Rodman,President,,DEM,Joseph R Biden,97,10,81,0,6,0,0
Chester,Rossville,President,,DEM,Joseph R Biden,25,0,25,0,0,0,0
Chester,Wilksburg,President,,DEM,Joseph R Biden,77,5,72,0,0,0,0
Chester,Chester Ward 1,President,,DEM,Joseph R Biden,224,56,159,0,9,0,0
Chester,Chester Ward 2,President,,DEM,Joseph R Biden,128,19,93,0,16,0,0
Chester,Chester Ward 3,President,,DEM,Joseph R Biden,143,32,108,0,3,0,0
Chester,Chester Ward 4,President,,DEM,Joseph R Biden,166,24,118,0,24,0,0
Chester,Chester Ward 5,President,,DEM,Joseph R Biden,69,18,50,0,1,0,0
Chester,Lando/Lansford,President,,DEM,Joseph R Biden,60,0,59,0,1,0,0
Chester,Great Falls,President,,DEM,Joseph R Biden,73,5,68,0,0,0,0
Chester,Failsafe,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Chester,Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Chester,Failsafe Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Chester,Baldwin Mill,President,,DEM,Cory Booker - WITHDREW,2,0,2,0,0,0,0
Chester,Baton Rouge,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Beckhamville,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Blackstock,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Edgemoor,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Eureka Mill,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Fort Lawn,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Halsellville,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Hazelwood,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Lowrys,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Richburg,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Rodman,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Chester,Rossville,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Wilksburg,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Chester,Chester Ward 1,President,,DEM,Cory Booker - WITHDREW,1,1,0,0,0,0,0
