county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Jasper,COOSAWHATCHIE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,GILLISONVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,GRAHAMVILLE 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,GRAHAMVILLE 2,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Jasper,GRAYS,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,HARDEEVILLE 1,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Jasper,HARDEEVILLE 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,LEVY,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,OAKATIE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Jasper,PINELAND,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,RIDGELAND 1,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Jasper,RIDGELAND 2,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Jasper,TILLMAN,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,RIDGELAND 3,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,SUN CITY,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,Failsafe,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,Provisional,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,Failsafe Provisional,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Jasper,COOSAWHATCHIE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,GILLISONVILLE,STRAIGHT PARTY 1,,GRN,Green,1,1,0,0,0,0,0
Jasper,GRAHAMVILLE 1,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,GRAHAMVILLE 2,STRAIGHT PARTY 1,,GRN,Green,1,1,0,0,0,0,0
Jasper,GRAYS,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,HARDEEVILLE 1,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Jasper,HARDEEVILLE 2,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,LEVY,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,OAKATIE,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,1,1
Jasper,PINELAND,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,RIDGELAND 1,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,RIDGELAND 2,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Jasper,TILLMAN,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Jasper,RIDGELAND 3,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
