county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Marion,BRITTON'S NECK,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Marion,FRIENDSHIP,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,CENTENARY,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,RAINS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,MARION NO. 1,President,,DEM,Michael Bennet - WITHDREW,2,0,0,0,2,0,0
Marion,MARION NO. 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,MARION NORTH,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Marion,MARION SOUTH,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Marion,MARION WEST,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Marion,SELLERS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,TEMPERANCE,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,ZION,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Marion,N WEST MULLINS,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Marion,S WEST MULLINS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,N EAST MULLINS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,S EAST MULLINS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,NICHOLS,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,President,,DEM,Joseph R Biden,282,23,209,0,50,0,0
Marion,FRIENDSHIP,President,,DEM,Joseph R Biden,74,4,65,0,5,0,0
Marion,CENTENARY,President,,DEM,Joseph R Biden,217,36,157,0,24,0,0
Marion,RAINS,President,,DEM,Joseph R Biden,97,14,81,0,2,0,0
Marion,MARION NO. 1,President,,DEM,Joseph R Biden,177,36,99,0,42,0,0
Marion,MARION NO. 2,President,,DEM,Joseph R Biden,148,34,106,0,8,0,0
Marion,MARION NORTH,President,,DEM,Joseph R Biden,126,34,87,0,5,0,0
Marion,MARION SOUTH,President,,DEM,Joseph R Biden,415,96,274,0,45,0,0
Marion,MARION WEST,President,,DEM,Joseph R Biden,117,18,74,0,25,0,0
Marion,SELLERS,President,,DEM,Joseph R Biden,30,1,21,0,8,0,0
Marion,TEMPERANCE,President,,DEM,Joseph R Biden,123,16,103,0,4,0,0
Marion,ZION,President,,DEM,Joseph R Biden,95,10,77,0,8,0,0
Marion,N WEST MULLINS,President,,DEM,Joseph R Biden,206,27,156,0,23,0,0
Marion,S WEST MULLINS,President,,DEM,Joseph R Biden,241,46,173,0,22,0,0
Marion,N EAST MULLINS,President,,DEM,Joseph R Biden,233,42,169,0,22,0,0
Marion,S EAST MULLINS,President,,DEM,Joseph R Biden,88,23,62,0,3,0,0
Marion,NICHOLS,President,,DEM,Joseph R Biden,60,7,53,0,0,0,0
Marion,Failsafe,President,,DEM,Joseph R Biden,3,0,0,0,0,3,0
Marion,Provisional,President,,DEM,Joseph R Biden,3,0,0,3,0,0,0
Marion,Failsafe Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,FRIENDSHIP,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,CENTENARY,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Marion,RAINS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,MARION NO. 1,President,,DEM,Cory Booker - WITHDREW,2,0,2,0,0,0,0
Marion,MARION NO. 2,President,,DEM,Cory Booker - WITHDREW,2,1,1,0,0,0,0
Marion,MARION NORTH,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,MARION SOUTH,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,MARION WEST,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,SELLERS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,TEMPERANCE,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,ZION,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,N WEST MULLINS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,S WEST MULLINS,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Marion,N EAST MULLINS,President,,DEM,Cory Booker - WITHDREW,1,0,1,0,0,0,0
Marion,S EAST MULLINS,President,,DEM,Cory Booker - WITHDREW,1,1,0,0,0,0,0
Marion,NICHOLS,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,Failsafe,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,Provisional,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,Failsafe Provisional,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,President,,DEM,Pete Buttigieg,7,0,6,0,1,0,0
Marion,FRIENDSHIP,President,,DEM,Pete Buttigieg,3,0,1,0,2,0,0
Marion,CENTENARY,President,,DEM,Pete Buttigieg,1,1,0,0,0,0,0
Marion,RAINS,President,,DEM,Pete Buttigieg,1,1,0,0,0,0,0
Marion,MARION NO. 1,President,,DEM,Pete Buttigieg,2,0,1,0,1,0,0
Marion,MARION NO. 2,President,,DEM,Pete Buttigieg,7,0,7,0,0,0,0
Marion,MARION NORTH,President,,DEM,Pete Buttigieg,7,1,5,0,1,0,0
Marion,MARION SOUTH,President,,DEM,Pete Buttigieg,3,1,2,0,0,0,0
Marion,MARION WEST,President,,DEM,Pete Buttigieg,3,0,3,0,0,0,0
Marion,SELLERS,President,,DEM,Pete Buttigieg,1,1,0,0,0,0,0
Marion,TEMPERANCE,President,,DEM,Pete Buttigieg,6,0,6,0,0,0,0
Marion,ZION,President,,DEM,Pete Buttigieg,1,0,0,0,1,0,0
Marion,N WEST MULLINS,President,,DEM,Pete Buttigieg,2,1,1,0,0,0,0
Marion,S WEST MULLINS,President,,DEM,Pete Buttigieg,6,5,1,0,0,0,0
Marion,N EAST MULLINS,President,,DEM,Pete Buttigieg,3,0,2,0,1,0,0
Marion,S EAST MULLINS,President,,DEM,Pete Buttigieg,6,0,6,0,0,0,0
Marion,NICHOLS,President,,DEM,Pete Buttigieg,1,0,1,0,0,0,0
Marion,Failsafe,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Marion,Provisional,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Marion,Failsafe Provisional,President,,DEM,Pete Buttigieg,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,President,,DEM,John K Delaney - WITHDREW,2,0,2,0,0,0,0
Marion,FRIENDSHIP,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,CENTENARY,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,RAINS,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,MARION NO. 1,President,,DEM,John K Delaney - WITHDREW,1,1,0,0,0,0,0
Marion,MARION NO. 2,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,MARION NORTH,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,MARION SOUTH,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,MARION WEST,President,,DEM,John K Delaney - WITHDREW,1,0,1,0,0,0,0
Marion,SELLERS,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,TEMPERANCE,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,ZION,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,N WEST MULLINS,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,S WEST MULLINS,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,N EAST MULLINS,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,S EAST MULLINS,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,NICHOLS,President,,DEM,John K Delaney - WITHDREW,1,1,0,0,0,0,0
Marion,Failsafe,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,Provisional,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,Failsafe Provisional,President,,DEM,John K Delaney - WITHDREW,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,FRIENDSHIP,President,,DEM,Tulsi Gabbard,1,1,0,0,0,0,0
Marion,CENTENARY,President,,DEM,Tulsi Gabbard,1,0,1,0,0,0,0
Marion,RAINS,President,,DEM,Tulsi Gabbard,1,0,1,0,0,0,0
Marion,MARION NO. 1,President,,DEM,Tulsi Gabbard,2,0,2,0,0,0,0
Marion,MARION NO. 2,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,MARION NORTH,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,MARION SOUTH,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,MARION WEST,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,SELLERS,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,TEMPERANCE,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,ZION,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,N WEST MULLINS,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,S WEST MULLINS,President,,DEM,Tulsi Gabbard,5,0,4,0,1,0,0
Marion,N EAST MULLINS,President,,DEM,Tulsi Gabbard,3,0,3,0,0,0,0
Marion,S EAST MULLINS,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,NICHOLS,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,Failsafe,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,Provisional,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,Failsafe Provisional,President,,DEM,Tulsi Gabbard,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,President,,DEM,Amy Klobuchar,2,0,2,0,0,0,0
Marion,FRIENDSHIP,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,CENTENARY,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,RAINS,President,,DEM,Amy Klobuchar,1,0,1,0,0,0,0
Marion,MARION NO. 1,President,,DEM,Amy Klobuchar,2,1,0,0,1,0,0
Marion,MARION NO. 2,President,,DEM,Amy Klobuchar,9,2,7,0,0,0,0
Marion,MARION NORTH,President,,DEM,Amy Klobuchar,4,0,4,0,0,0,0
Marion,MARION SOUTH,President,,DEM,Amy Klobuchar,2,0,2,0,0,0,0
Marion,MARION WEST,President,,DEM,Amy Klobuchar,3,0,3,0,0,0,0
Marion,SELLERS,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,TEMPERANCE,President,,DEM,Amy Klobuchar,1,0,1,0,0,0,0
Marion,ZION,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,N WEST MULLINS,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,S WEST MULLINS,President,,DEM,Amy Klobuchar,3,0,3,0,0,0,0
Marion,N EAST MULLINS,President,,DEM,Amy Klobuchar,2,0,2,0,0,0,0
Marion,S EAST MULLINS,President,,DEM,Amy Klobuchar,6,0,6,0,0,0,0
Marion,NICHOLS,President,,DEM,Amy Klobuchar,3,1,2,0,0,0,0
Marion,Failsafe,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,Provisional,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,Failsafe Provisional,President,,DEM,Amy Klobuchar,0,0,0,0,0,0,0
Marion,BRITTON'S NECK,President,,DEM,Deval Patrick - WITHDREW,0,0,0,0,0,0,0
Marion,FRIENDSHIP,President,,DEM,Deval Patrick - WITHDREW,0,0,0,0,0,0,0
Marion,CENTENARY,President,,DEM,Deval Patrick - WITHDREW,1,0,1,0,0,0,0
Marion,RAINS,President,,DEM,Deval Patrick - WITHDREW,0,0,0,0,0,0,0
Marion,MARION NO. 1,President,,DEM,Deval Patrick - WITHDREW,0,0,0,0,0,0,0
Marion,MARION NO. 2,President,,DEM,Deval Patrick - WITHDREW,1,0,1,0,0,0,0
Marion,MARION NORTH,President,,DEM,Deval Patrick - WITHDREW,0,0,0,0,0,0,0
Marion,MARION SOUTH,President,,DEM,Deval Patrick - WITHDREW,0,0,0,0,0,0,0
