county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Saluda,Centennial,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Clyde,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Delmar,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Fruit Hill,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Saluda,Higgins/Zoar,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Saluda,Holly,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Hollywood,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Holstons,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Mayson,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Mt. Willing,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Pleasant Cross,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Pleasant Grove,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Richland,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Ridge Spring/Monetta,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Saluda No. 1,President,,DEM,Michael Bennet - WITHDREW,2,1,1,0,0,0,0
Saluda,Saluda No. 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Sardis,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Ward,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Saluda,Centennial,President,,DEM,Joseph R Biden,11,1,10,0,0,0,0
Saluda,Clyde,President,,DEM,Joseph R Biden,7,0,7,0,0,0,0
Saluda,Delmar,President,,DEM,Joseph R Biden,12,0,12,0,0,0,0
Saluda,Fruit Hill,President,,DEM,Joseph R Biden,98,15,83,0,0,0,0
Saluda,Higgins/Zoar,President,,DEM,Joseph R Biden,50,3,47,0,0,0,0
Saluda,Holly,President,,DEM,Joseph R Biden,35,2,33,0,0,0,0
Saluda,Hollywood,President,,DEM,Joseph R Biden,30,2,28,0,0,0,0
Saluda,Holstons,President,,DEM,Joseph R Biden,54,4,49,0,1,0,0
Saluda,Mayson,President,,DEM,Joseph R Biden,24,4,20,0,0,0,0
Saluda,Mt. Willing,President,,DEM,Joseph R Biden,17,5,12,0,0,0,0
Saluda,Pleasant Cross,President,,DEM,Joseph R Biden,31,2,29,0,0,0,0
Saluda,Pleasant Grove,President,,DEM,Joseph R Biden,24,1,23,0,0,0,0
Saluda,Richland,President,,DEM,Joseph R Biden,17,1,15,0,1,0,0
Saluda,Ridge Spring/Monetta,President,,DEM,Joseph R Biden,102,2,100,0,0,0,0
Saluda,Saluda No. 1,President,,DEM,Joseph R Biden,142,30,111,0,1,0,0
Saluda,Saluda No. 2,President,,DEM,Joseph R Biden,76,9,67,0,0,0,0
Saluda,Sardis,President,,DEM,Joseph R Biden,6,1,5,0,0,0,0
Saluda,Ward,President,,DEM,Joseph R Biden,46,6,40,0,0,0,0
Saluda,Failsafe,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
