county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Hampton,BRUNSON,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Hampton,HAMPTON COURTHOUSE NO.1,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Hampton,HAMPTON COURTHOUSE NO.2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,VARNVILLE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Hampton,EARLY BRANCH,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,GARNETT,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,ESTILL,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Hampton,BONNETT,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Hampton,FURMAN,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,SCOTIA,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,YEMASSEE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Hampton,HORSE GALL,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,RIVERS MILL,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,HOPEWELL,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,CROCKET-MILEY,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Hampton,CUMMINGS,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Hampton,BLACK CREEK,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,GIFFORD,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,Failsafe,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,Provisional,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,Failsafe Provisional,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Hampton,BRUNSON,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,HAMPTON COURTHOUSE NO.1,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,HAMPTON COURTHOUSE NO.2,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,VARNVILLE,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,1,1
Hampton,EARLY BRANCH,STRAIGHT PARTY 1,,GRN,Green,1,1,0,0,0,0,0
Hampton,GARNETT,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,ESTILL,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,BONNETT,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,FURMAN,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,SCOTIA,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,YEMASSEE,STRAIGHT PARTY 1,,GRN,Green,3,1,0,0,0,1,1
Hampton,HORSE GALL,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,RIVERS MILL,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,HOPEWELL,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,CROCKET-MILEY,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,1,0
Hampton,CUMMINGS,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,BLACK CREEK,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,GIFFORD,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,Failsafe,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,Provisional,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,Failsafe Provisional,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Hampton,BRUNSON,STRAIGHT PARTY 1,,REP,Republican,130,20,0,0,0,8,102
Hampton,HAMPTON COURTHOUSE NO.1,STRAIGHT PARTY 1,,REP,Republican,194,99,0,0,0,12,83
Hampton,HAMPTON COURTHOUSE NO.2,STRAIGHT PARTY 1,,REP,Republican,249,109,0,0,0,25,115
Hampton,VARNVILLE,STRAIGHT PARTY 1,,REP,Republican,244,76,0,0,0,12,156
Hampton,EARLY BRANCH,STRAIGHT PARTY 1,,REP,Republican,74,13,0,0,0,3,58
Hampton,GARNETT,STRAIGHT PARTY 1,,REP,Republican,7,1,0,0,0,2,4
Hampton,ESTILL,STRAIGHT PARTY 1,,REP,Republican,171,52,0,0,0,9,110
Hampton,BONNETT,STRAIGHT PARTY 1,,REP,Republican,247,57,0,0,0,5,185
Hampton,FURMAN,STRAIGHT PARTY 1,,REP,Republican,49,4,0,0,0,1,44
Hampton,SCOTIA,STRAIGHT PARTY 1,,REP,Republican,15,2,0,0,0,3,10
Hampton,YEMASSEE,STRAIGHT PARTY 1,,REP,Republican,164,28,0,0,0,9,127
Hampton,HORSE GALL,STRAIGHT PARTY 1,,REP,Republican,47,4,0,0,0,0,43
Hampton,RIVERS MILL,STRAIGHT PARTY 1,,REP,Republican,12,1,0,0,0,0,11
Hampton,HOPEWELL,STRAIGHT PARTY 1,,REP,Republican,105,10,0,0,0,0,95
Hampton,CROCKET-MILEY,STRAIGHT PARTY 1,,REP,Republican,109,21,0,0,0,5,83
Hampton,CUMMINGS,STRAIGHT PARTY 1,,REP,Republican,155,41,0,0,0,6,108
Hampton,BLACK CREEK,STRAIGHT PARTY 1,,REP,Republican,64,27,0,0,0,7,30
Hampton,GIFFORD,STRAIGHT PARTY 1,,REP,Republican,17,7,0,0,0,1,9
Hampton,Failsafe,STRAIGHT PARTY 1,,REP,Republican,3,0,0,0,3,0,0
Hampton,Provisional,STRAIGHT PARTY 1,,REP,Republican,5,0,0,5,0,0,0
Hampton,Failsafe Provisional,STRAIGHT PARTY 1,,REP,Republican,0,0,0,0,0,0,0
Hampton,BRUNSON,STRAIGHT PARTY 1,,ALN,Alliance,1,0,0,0,0,0,1
Hampton,HAMPTON COURTHOUSE NO.1,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,HAMPTON COURTHOUSE NO.2,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,VARNVILLE,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,EARLY BRANCH,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,GARNETT,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,ESTILL,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,BONNETT,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,FURMAN,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Hampton,SCOTIA,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
