county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Greenwood,Loblolly Pines,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Bee's Ferry,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Levi's Knoll,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Grandiflora Glen,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Ashley River Run,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Hope's Ferry,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,1,1
Greenwood,Fairhope Ferry,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Pebble Stone Way,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Glendale,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Harris,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Laco,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,1,0
Greenwood,Ninety Six,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Ninety Six Mill,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Ware Shoals,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Hodges,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Cokesbury,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Coronaca,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Greenwood,Greenwood High,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Greenwood,Georgetown,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
