county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Florence,Back Swamp,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Brookgreen,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Florence,Cartersville,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Claussen,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Coles Crossroads,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Florence,Cowards No. 1,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Cowards No. 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Delmae No. 1,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Delmae No. 2,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Ebenezer No. 1,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Florence,Ebenezer No. 2,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Florence,Ebenezer No. 3,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Effingham,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Elim-Glenwood,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Evergreen,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Florence Ward 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 2,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Florence Ward 3,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 4,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 5,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 6,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 7,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 8,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Florence Ward 9,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Florence Ward 10,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 11,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 12,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Florence Ward 14,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Florence Ward 15,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Friendfield,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Gilbert,STRAIGHT PARTY 1,,CON,Constitution,3,0,0,0,0,0,3
Florence,Greenwood,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Hannah,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,High Hill,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Johnsonville,STRAIGHT PARTY 1,,CON,Constitution,2,2,0,0,0,0,0
Florence,Kingsburg-Stone,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Lake City No. 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Lake City No. 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Lake City No. 3,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Lake City No. 4,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Florence,Leo,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Mars Bluff No. 1,STRAIGHT PARTY 1,,CON,Constitution,3,0,0,0,0,0,3
Florence,Mars Bluff No. 2,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Florence,McAllister Mill,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Mill Branch,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Oak Grove-Sardis,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Florence,Olanta,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Florence,Pamplico No. 1,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Florence,Pamplico No. 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Prospect,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Quinby,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Salem,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,Savannah Grove,STRAIGHT PARTY 1,,CON,Constitution,4,2,0,0,0,0,2
Florence,Scranton,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,South Florence 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Florence,South Florence 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
