county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Pickens,Stone Church,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,1,1
Pickens,University,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Morrison,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Abel,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Calhoun,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Clemson,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Issaqueena,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,West Central,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,North Central,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Pike,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Lawrence Chapel,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,Norris,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Six Mile,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Six Mile Mountain,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Pickens,Praters Creek,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Mountain View,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Albert R. Lewis,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Pickens,Holly Springs,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Pumpkintown,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,Griffin,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,North Pickens,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Pickens,West Pickens,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,South Pickens,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,East Pickens,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,1,1
Pickens,Glassy Mountain,STRAIGHT PARTY 1,,CON,Constitution,3,0,0,0,0,0,3
Pickens,Cedar Rock,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,Skelton,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,Rices Creek,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,West Liberty,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,East Liberty,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,Flat Rock,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Pickens,Zion,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Smith Grove,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Arial Mill,STRAIGHT PARTY 1,,CON,Constitution,4,1,0,0,0,0,3
Pickens,Simpson,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Pickens,Woodside,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Pickens,Brushy Creek,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Pickensville,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Pickens,Easley,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Pickens,Forest Acres,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Crestview,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Sitton,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Rock Springs,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Saluda,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Pickens,Crosswell,STRAIGHT PARTY 1,,CON,Constitution,3,1,0,0,0,0,2
Pickens,Georges Creek,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
