county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Marlboro,ADAMSVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,BLENHEIM,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,BRIGHTSVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,BROWNSVILLE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Marlboro,RED HILL,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,TATUM,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,WALLACE,STRAIGHT PARTY 1,,CON,Constitution,3,0,0,0,0,2,1
Marlboro,QUICKS X ROADS,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,CLIO,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,MCCOLL,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,2,0
Marlboro,EAST MCCOLL,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,E BENNETTSVILLE,STRAIGHT PARTY 1,,CON,Constitution,7,4,0,0,0,0,3
Marlboro,W BENNETTSVILLE,STRAIGHT PARTY 1,,CON,Constitution,3,2,0,0,0,0,1
Marlboro,S BENNETTSVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,N BENNETTSVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,Failsafe,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,Provisional,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,Failsafe Provisional,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Marlboro,ADAMSVILLE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,BLENHEIM,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,BRIGHTSVILLE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,BROWNSVILLE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,RED HILL,STRAIGHT PARTY 1,,GRN,Green,1,1,0,0,0,0,0
Marlboro,TATUM,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,WALLACE,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Marlboro,QUICKS X ROADS,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,CLIO,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,MCCOLL,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,0,0,2
Marlboro,EAST MCCOLL,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,E BENNETTSVILLE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Marlboro,W BENNETTSVILLE,STRAIGHT PARTY 1,,GRN,Green,2,1,0,0,0,1,0
Marlboro,S BENNETTSVILLE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
