county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Darlington,ANTIOCH,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Darlington,AUBURN,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,BETHEL,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,BLACK CREEK-CLYDE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,BURNT BRANCH,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Darlington,Darlington No. 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Darlington No. 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Darlington No. 4,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Darlington,Darlington No. 5,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,DOVESVILLE,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Hartsville No. 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Hartsville No. 4,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Hartsville No. 5,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Darlington,Hartsville No. 6,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Darlington,Hartsville No. 7,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Darlington,Hartsville No. 8,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Darlington,HIGH HILL,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Darlington,INDIAN BRANCH,STRAIGHT PARTY 1,,CON,Constitution,6,0,0,0,0,0,6
Darlington,KELLEYTOWN,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,LAKE SWAMP,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Lamar No. 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Lamar No. 2,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,LYDIA,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,MECHANICSVILLE,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Darlington,NEW MARKET,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,OATES,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,PALMETTO,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Darlington,SOCIETY HILL,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,SWIFT CREEK,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Darlington,Darlington No. 3,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
