county,precinct,office,district,party,candidate,votes,in-person_absentee,election_day,provisional,absentee_by_mail,failsafe,failsafe_provisional
Oconee,Newry-Corinth,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Earles Grove,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Ravenel,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Fair Play,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Friendship,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Holly Springs,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Keowee,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Long Creek,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Mountain Rest,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Madison,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Bountyland,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Oakway,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Return,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Richland,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Oconee,Salem,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Stamp Creek,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Oconee,New Hope,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Shiloh,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,South Union,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Tamassee,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Tokeena-Providence,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Utica,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Walhalla 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Walhalla 2,President,,DEM,Michael Bennet - WITHDREW,1,1,0,0,0,0,0
Oconee,Westminster 1,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Westminster 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,West Union,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Seneca 1,President,,DEM,Michael Bennet - WITHDREW,2,0,2,0,0,0,0
Oconee,Seneca 2,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Seneca 3,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Seneca 4,President,,DEM,Michael Bennet - WITHDREW,1,0,1,0,0,0,0
Oconee,Failsafe,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Failsafe Provisional,President,,DEM,Michael Bennet - WITHDREW,0,0,0,0,0,0,0
Oconee,Newry-Corinth,President,,DEM,Joseph R Biden,6,0,6,0,0,0,0
Oconee,Earles Grove,President,,DEM,Joseph R Biden,25,0,25,0,0,0,0
Oconee,Ravenel,President,,DEM,Joseph R Biden,159,18,133,0,8,0,0
Oconee,Fair Play,President,,DEM,Joseph R Biden,22,7,14,0,1,0,0
Oconee,Friendship,President,,DEM,Joseph R Biden,63,11,52,0,0,0,0
Oconee,Holly Springs,President,,DEM,Joseph R Biden,4,0,4,0,0,0,0
Oconee,Keowee,President,,DEM,Joseph R Biden,101,20,81,0,0,0,0
Oconee,Long Creek,President,,DEM,Joseph R Biden,26,3,20,0,3,0,0
Oconee,Mountain Rest,President,,DEM,Joseph R Biden,46,1,43,0,2,0,0
Oconee,Madison,President,,DEM,Joseph R Biden,9,2,7,0,0,0,0
Oconee,Bountyland,President,,DEM,Joseph R Biden,78,9,69,0,0,0,0
Oconee,Oakway,President,,DEM,Joseph R Biden,28,2,26,0,0,0,0
Oconee,Return,President,,DEM,Joseph R Biden,18,3,13,0,2,0,0
Oconee,Richland,President,,DEM,Joseph R Biden,34,2,32,0,0,0,0
Oconee,Salem,President,,DEM,Joseph R Biden,56,7,47,0,2,0,0
Oconee,Stamp Creek,President,,DEM,Joseph R Biden,240,63,172,0,5,0,0
Oconee,New Hope,President,,DEM,Joseph R Biden,100,22,72,0,6,0,0
Oconee,Shiloh,President,,DEM,Joseph R Biden,63,5,58,0,0,0,0
Oconee,South Union,President,,DEM,Joseph R Biden,75,3,72,0,0,0,0
Oconee,Tamassee,President,,DEM,Joseph R Biden,31,2,29,0,0,0,0
Oconee,Tokeena-Providence,President,,DEM,Joseph R Biden,38,5,28,0,5,0,0
Oconee,Utica,President,,DEM,Joseph R Biden,45,5,39,0,1,0,0
Oconee,Walhalla 1,President,,DEM,Joseph R Biden,107,33,71,0,3,0,0
Oconee,Walhalla 2,President,,DEM,Joseph R Biden,59,18,39,0,2,0,0
Oconee,Westminster 1,President,,DEM,Joseph R Biden,67,7,54,0,6,0,0
Oconee,Westminster 2,President,,DEM,Joseph R Biden,49,5,44,0,0,0,0
Oconee,West Union,President,,DEM,Joseph R Biden,78,17,61,0,0,0,0
Oconee,Seneca 1,President,,DEM,Joseph R Biden,194,37,152,0,5,0,0
Oconee,Seneca 2,President,,DEM,Joseph R Biden,116,18,93,0,5,0,0
Oconee,Seneca 3,President,,DEM,Joseph R Biden,59,11,48,0,0,0,0
Oconee,Seneca 4,President,,DEM,Joseph R Biden,184,33,150,0,1,0,0
Oconee,Failsafe,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Oconee,Provisional,President,,DEM,Joseph R Biden,1,0,0,1,0,0,0
Oconee,Failsafe Provisional,President,,DEM,Joseph R Biden,0,0,0,0,0,0,0
Oconee,Newry-Corinth,President,,DEM,Cory Booker - WITHDREW,0,0,0,0,0,0,0
