county,precinct,office,district,party,candidate,votes,in-person_absentee,failsafe_provisional,provisional,failsafe,absentee_by_mail,election_day
Aiken,Aiken No. 1,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Aiken No. 2,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Aiken No. 3,STRAIGHT PARTY 1,,CON,Constitution,3,1,0,0,0,0,2
Aiken,Aiken No. 4,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Aiken No. 5,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Aiken No. 6,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Aiken,Bath,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,Beech Island,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Belvedere No. 9,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Carolina Heights,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,China Springs,STRAIGHT PARTY 1,,CON,Constitution,4,0,0,0,0,0,4
Aiken,Clearwater,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,College Acres,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Eureka,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,Gloverville,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Graniteville,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Jackson,STRAIGHT PARTY 1,,CON,Constitution,5,2,0,0,0,0,3
Aiken,Langley,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,Lynwood,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Aiken,Millbrook,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Aiken,Monetta,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Aiken,Montmorenci No. 22,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,New Ellenton,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,New Holland,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,N. Augusta No. 25,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,N. Augusta No. 26,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,N. Augusta No. 27,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,N. Augusta No. 28,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,1,0
Aiken,N. Augusta No. 29,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Oak Grove,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Perry,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Salley,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Shaws Fork,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Shiloh,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Six Points No. 35,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Tabernacle,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Talatha,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Vaucluse,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Wagener,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,Ward,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,Warrenville,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,White Pond,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Windsor No. 43,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Belvedere No. 44,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,Misty Lakes,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Six Points No. 46,STRAIGHT PARTY 1,,CON,Constitution,2,0,0,0,0,0,2
Aiken,Aiken No. 47,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Hammond No. 48,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Willow Springs,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Breezy Hill,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,1,0
Aiken,Midland Valley No. 51,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Levels No. 52,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Hollow Creek,STRAIGHT PARTY 1,,CON,Constitution,2,1,0,0,0,0,1
Aiken,N. Augusta No. 54,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,N. Augusta No. 55,STRAIGHT PARTY 1,,CON,Constitution,1,0,0,0,0,0,1
Aiken,Couchton,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Redds Branch,STRAIGHT PARTY 1,,CON,Constitution,1,1,0,0,0,0,0
Aiken,Fox Creek No. 58,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
Aiken,Pine Forest,STRAIGHT PARTY 1,,CON,Constitution,0,0,0,0,0,0,0
