county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Spartanburg,Woodruff Leisure Center,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,4,0,0
Spartanburg,Arcadia Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Spartanburg,Morningside Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,1,0,3,0,4
Spartanburg,Boiling Springs 9th Grade,STRAIGHT PARTY 1,,UNC,United Citizens,11,0,0,0,2,0,9
Spartanburg,Gable Middle School,STRAIGHT PARTY 1,,UNC,United Citizens,10,0,0,0,4,0,6
Spartanburg,Lake Bowen Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,3,0,6
Spartanburg,Cooley Springs Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,3,0,4
Spartanburg,Landrum High School,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Spartanburg,Hendrix Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,4,0,5
Spartanburg,Cannons Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Spartanburg,Cavins Hobbysville,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,0,0,1
Spartanburg,E.P. Todd Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,0,0,5
Spartanburg,Cherokee Springs,STRAIGHT PARTY 1,,UNC,United Citizens,6,0,0,0,1,0,5
Spartanburg,Converse Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
Spartanburg,Cowpens Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,0,0,3
Spartanburg,Woodruff Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,1,0,1
Spartanburg,Cross Anchor Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,0,0,1
Spartanburg,Fairforest Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Spartanburg,Abner Creek Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,1,0,4
Spartanburg,Dayton Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,0,0,5
Spartanburg,Cedar Grove Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,0,0,5
Spartanburg,Enoree First Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,2,0,0,0,0
Spartanburg,Fairforest Middle School,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,1,0,8
Spartanburg,Travelers Rest Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,17,0,0,0,2,0,15
Spartanburg,Glendale Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,1,0,4
Spartanburg,Gramling Methodist,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,0,0,1
Spartanburg,Hayne Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,0,0,3
Spartanburg,Holly Springs Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,1,0,1,0,7
Spartanburg,Chapman High School,STRAIGHT PARTY 1,,UNC,United Citizens,10,0,0,0,3,0,7
Spartanburg,Landrum United Methodist,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,0,0,5
Spartanburg,Lyman Town Hall,STRAIGHT PARTY 1,,UNC,United Citizens,13,0,0,0,2,0,11
Spartanburg,Mayo Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
Spartanburg,Motlow Creek Baptist,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,0,0,1
Spartanburg,R.D. Anderson Vocational,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,1,0,3
Spartanburg,Swofford Career Center,STRAIGHT PARTY 1,,UNC,United Citizens,10,0,0,0,3,0,7
Spartanburg,Pauline Glenn Springs Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
Spartanburg,Pelham Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,6,0,0,0,1,0,5
Spartanburg,Poplar Springs Fire Station,STRAIGHT PARTY 1,,UNC,United Citizens,9,0,0,0,6,0,3
Spartanburg,Reidville Elementary,STRAIGHT PARTY 1,,UNC,United Citizens,13,0,0,0,1,0,12
