county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Calhoun,Bethel,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
Calhoun,Cameron,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,0,0,3
Calhoun,Center Hill,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Calhoun,Creston,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Calhoun,Dixie,STRAIGHT PARTY 1,,UNC,United Citizens,14,0,0,0,6,0,8
Calhoun,Fall Branch,STRAIGHT PARTY 1,,UNC,United Citizens,6,0,0,0,0,0,6
Calhoun,Fort Motte,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Calhoun,Lone Star,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
Calhoun,Midway,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Calhoun,Murph Hill,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,2,0,1
Calhoun,Sandy Run,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
Calhoun,St. Matthews,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,2,0,5
Calhoun,Failsafe,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Calhoun,Provisional,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Calhoun,Failsafe Provisional,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Calhoun,Bethel,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Calhoun,Cameron,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Center Hill,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Calhoun,Creston,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Dixie,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,2,0,0
Calhoun,Fall Branch,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Fort Motte,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Calhoun,Lone Star,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Calhoun,Midway,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Calhoun,Murph Hill,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Sandy Run,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Calhoun,St. Matthews,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Failsafe,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Provisional,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Failsafe Provisional,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Calhoun,Bethel,STRAIGHT PARTY 1,,REP,Republican,139,0,1,0,29,0,109
Calhoun,Cameron,STRAIGHT PARTY 1,,REP,Republican,73,0,0,0,15,0,58
Calhoun,Center Hill,STRAIGHT PARTY 1,,REP,Republican,130,0,2,0,21,0,107
Calhoun,Creston,STRAIGHT PARTY 1,,REP,Republican,29,0,0,0,3,0,26
Calhoun,Dixie,STRAIGHT PARTY 1,,REP,Republican,93,0,6,0,30,0,57
Calhoun,Fall Branch,STRAIGHT PARTY 1,,REP,Republican,50,0,0,0,7,0,43
Calhoun,Fort Motte,STRAIGHT PARTY 1,,REP,Republican,31,0,0,0,5,0,26
Calhoun,Lone Star,STRAIGHT PARTY 1,,REP,Republican,216,0,11,0,67,0,138
Calhoun,Midway,STRAIGHT PARTY 1,,REP,Republican,99,0,2,0,8,0,89
Calhoun,Murph Hill,STRAIGHT PARTY 1,,REP,Republican,37,0,0,0,12,0,25
Calhoun,Sandy Run,STRAIGHT PARTY 1,,REP,Republican,369,0,11,0,49,0,309
Calhoun,St. Matthews,STRAIGHT PARTY 1,,REP,Republican,207,0,6,0,53,0,148
Calhoun,Failsafe,STRAIGHT PARTY 1,,REP,Republican,4,4,0,0,0,0,0
Calhoun,Provisional,STRAIGHT PARTY 1,,REP,Republican,1,0,0,0,0,1,0
Calhoun,Failsafe Provisional,STRAIGHT PARTY 1,,REP,Republican,0,0,0,0,0,0,0
Calhoun,Bethel,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Cameron,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Center Hill,STRAIGHT PARTY 1,,ALN,Alliance,2,0,0,0,0,0,2
Calhoun,Creston,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Dixie,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Fall Branch,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Fort Motte,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Lone Star,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Midway,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Murph Hill,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Sandy Run,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,St. Matthews,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Failsafe,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Provisional,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Failsafe Provisional,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
Calhoun,Bethel,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,Cameron,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,Center Hill,STRAIGHT PARTY 1,,LIB,Libertarian,1,0,0,0,0,0,1
Calhoun,Creston,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,Dixie,STRAIGHT PARTY 1,,LIB,Libertarian,4,0,0,0,1,0,3
Calhoun,Fall Branch,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,Fort Motte,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,Lone Star,STRAIGHT PARTY 1,,LIB,Libertarian,1,0,0,0,1,0,0
Calhoun,Midway,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,Murph Hill,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,Sandy Run,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
Calhoun,St. Matthews,STRAIGHT PARTY 1,,LIB,Libertarian,1,0,0,0,1,0,0
