county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
Chesterfield,ANGELUS-CARARRH,STRAIGHT PARTY 1,,UNC,United Citizens,5,0,0,0,1,0,4
Chesterfield,BAY SPRINGS,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,1,0,0
Chesterfield,BLACK CREEK,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,1,0,0
Chesterfield,BROCKS MILL,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,6,0,1
Chesterfield,CASH,STRAIGHT PARTY 1,,UNC,United Citizens,6,0,0,0,0,0,6
Chesterfield,Center Grove-Winzo,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,2,0,5
Chesterfield,Cheraw No. 1,STRAIGHT PARTY 1,,UNC,United Citizens,10,0,0,0,2,0,8
Chesterfield,Cheraw No. 2,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,0,0,7
Chesterfield,CHERAW NO. 3,STRAIGHT PARTY 1,,UNC,United Citizens,11,0,0,0,1,0,10
Chesterfield,CHERAW NO. 4,STRAIGHT PARTY 1,,UNC,United Citizens,17,0,0,0,0,0,17
Chesterfield,COURTHOUSE,STRAIGHT PARTY 1,,UNC,United Citizens,21,0,0,0,7,0,14
Chesterfield,Dudley-Mangum,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Chesterfield,GRANTS MILL,STRAIGHT PARTY 1,,UNC,United Citizens,10,0,0,0,2,0,8
Chesterfield,JEFFERSON,STRAIGHT PARTY 1,,UNC,United Citizens,7,0,0,0,1,0,6
Chesterfield,McBee,STRAIGHT PARTY 1,,UNC,United Citizens,24,0,3,0,2,0,19
Chesterfield,MIDDENDORF,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,0,0,1
Chesterfield,MT. GROGHAN,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,1,0,1
Chesterfield,OUSLEYDALE,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
Chesterfield,Pageland No. 1,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,0,0,0,0,8
Chesterfield,Pageland No. 2,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,0,0,0,0,8
Chesterfield,PATRICK,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
Chesterfield,PEE DEE,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,RUBY,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,0,0,2,0,6
Chesterfield,SHILOH,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,1,0,2
Chesterfield,Snow Hill-Vaughn,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,0,0,3
Chesterfield,Failsafe,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,Provisional,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,Failsafe Provisional,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
Chesterfield,ANGELUS-CARARRH,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Chesterfield,BAY SPRINGS,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,BLACK CREEK,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,BROCKS MILL,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,CASH,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Center Grove-Winzo,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Cheraw No. 1,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Chesterfield,Cheraw No. 2,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,1,0,1
Chesterfield,CHERAW NO. 3,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,CHERAW NO. 4,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,COURTHOUSE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Dudley-Mangum,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Chesterfield,GRANTS MILL,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,JEFFERSON,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,McBee,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,MIDDENDORF,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,MT. GROGHAN,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Chesterfield,OUSLEYDALE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Pageland No. 1,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Pageland No. 2,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,PATRICK,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,PEE DEE,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,RUBY,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,1,0,0
Chesterfield,SHILOH,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Snow Hill-Vaughn,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,0,0,1
Chesterfield,Failsafe,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
Chesterfield,Provisional,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
