county,precinct,office,district,party,candidate,votes,failsafe,absentee_by_mail,failsafe_provisional,early_voting,provisional,election_day
McCormick,Mt. Carmel,STRAIGHT PARTY 1,,UNC,United Citizens,4,0,0,0,0,0,4
McCormick,Monticello,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Savannah,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,2,0,0
McCormick,Willington,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,0,0,1
McCormick,McCormick No. 1,STRAIGHT PARTY 1,,UNC,United Citizens,8,0,0,0,2,0,6
McCormick,Bethany,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
McCormick,McCormick No. 2,STRAIGHT PARTY 1,,UNC,United Citizens,3,0,0,0,0,0,3
McCormick,Plum Branch,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Parksville,STRAIGHT PARTY 1,,UNC,United Citizens,1,0,0,0,0,0,1
McCormick,Modoc,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Clark's Hill,STRAIGHT PARTY 1,,UNC,United Citizens,2,0,0,0,0,0,2
McCormick,Failsafe,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Provisional,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,STRAIGHT PARTY 1,,UNC,United Citizens,0,0,0,0,0,0,0
McCormick,Mt. Carmel,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Monticello,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Savannah,STRAIGHT PARTY 1,,GRN,Green,2,0,0,0,1,0,1
McCormick,Willington,STRAIGHT PARTY 1,,GRN,Green,1,0,0,0,1,0,0
McCormick,McCormick No. 1,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Bethany,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,McCormick No. 2,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Plum Branch,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Parksville,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Modoc,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Clark's Hill,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Failsafe,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Provisional,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,STRAIGHT PARTY 1,,GRN,Green,0,0,0,0,0,0,0
McCormick,Mt. Carmel,STRAIGHT PARTY 1,,REP,Republican,11,0,0,0,1,0,10
McCormick,Monticello,STRAIGHT PARTY 1,,REP,Republican,206,0,2,0,110,0,94
McCormick,Savannah,STRAIGHT PARTY 1,,REP,Republican,811,0,17,0,421,0,373
McCormick,Willington,STRAIGHT PARTY 1,,REP,Republican,26,0,0,0,10,0,16
McCormick,McCormick No. 1,STRAIGHT PARTY 1,,REP,Republican,85,0,1,0,38,0,46
McCormick,Bethany,STRAIGHT PARTY 1,,REP,Republican,41,0,0,0,15,0,26
McCormick,McCormick No. 2,STRAIGHT PARTY 1,,REP,Republican,62,0,1,0,27,0,34
McCormick,Plum Branch,STRAIGHT PARTY 1,,REP,Republican,75,0,4,0,12,0,59
McCormick,Parksville,STRAIGHT PARTY 1,,REP,Republican,39,0,0,0,6,0,33
McCormick,Modoc,STRAIGHT PARTY 1,,REP,Republican,102,0,0,0,23,0,79
McCormick,Clark's Hill,STRAIGHT PARTY 1,,REP,Republican,95,0,4,0,31,0,60
McCormick,Failsafe,STRAIGHT PARTY 1,,REP,Republican,4,4,0,0,0,0,0
McCormick,Provisional,STRAIGHT PARTY 1,,REP,Republican,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,STRAIGHT PARTY 1,,REP,Republican,0,0,0,0,0,0,0
McCormick,Mt. Carmel,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Monticello,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Savannah,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Willington,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,McCormick No. 1,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Bethany,STRAIGHT PARTY 1,,ALN,Alliance,1,0,0,0,0,0,1
McCormick,McCormick No. 2,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Plum Branch,STRAIGHT PARTY 1,,ALN,Alliance,1,0,0,0,1,0,0
McCormick,Parksville,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Modoc,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Clark's Hill,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Failsafe,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Provisional,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,STRAIGHT PARTY 1,,ALN,Alliance,0,0,0,0,0,0,0
McCormick,Mt. Carmel,STRAIGHT PARTY 1,,LIB,Libertarian,3,0,0,0,0,0,3
McCormick,Monticello,STRAIGHT PARTY 1,,LIB,Libertarian,2,0,0,0,1,0,1
McCormick,Savannah,STRAIGHT PARTY 1,,LIB,Libertarian,1,0,0,0,0,0,1
McCormick,Willington,STRAIGHT PARTY 1,,LIB,Libertarian,2,0,0,0,0,0,2
McCormick,McCormick No. 1,STRAIGHT PARTY 1,,LIB,Libertarian,2,0,0,0,2,0,0
McCormick,Bethany,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
McCormick,McCormick No. 2,STRAIGHT PARTY 1,,LIB,Libertarian,3,0,0,0,2,0,1
McCormick,Plum Branch,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
McCormick,Parksville,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
McCormick,Modoc,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
McCormick,Clark's Hill,STRAIGHT PARTY 1,,LIB,Libertarian,2,0,0,0,0,0,2
McCormick,Failsafe,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
McCormick,Provisional,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
McCormick,Failsafe Provisional,STRAIGHT PARTY 1,,LIB,Libertarian,0,0,0,0,0,0,0
McCormick,Mt. Carmel,STRAIGHT PARTY 1,,DEM,Democratic,68,0,1,0,6,0,61
McCormick,Monticello,STRAIGHT PARTY 1,,DEM,Democratic,45,0,1,0,27,0,17
McCormick,Savannah,STRAIGHT PARTY 1,,DEM,Democratic,174,0,7,0,126,0,41
McCormick,Willington,STRAIGHT PARTY 1,,DEM,Democratic,38,0,8,0,8,0,22
McCormick,McCormick No. 1,STRAIGHT PARTY 1,,DEM,Democratic,245,0,10,0,139,0,96
McCormick,Bethany,STRAIGHT PARTY 1,,DEM,Democratic,115,0,3,0,43,0,69
McCormick,McCormick No. 2,STRAIGHT PARTY 1,,DEM,Democratic,197,0,5,0,103,0,89
McCormick,Plum Branch,STRAIGHT PARTY 1,,DEM,Democratic,183,0,8,0,86,0,89
McCormick,Parksville,STRAIGHT PARTY 1,,DEM,Democratic,13,0,2,0,2,0,9
McCormick,Modoc,STRAIGHT PARTY 1,,DEM,Democratic,8,0,0,0,3,0,5
McCormick,Clark's Hill,STRAIGHT PARTY 1,,DEM,Democratic,57,0,2,0,14,0,41
McCormick,Failsafe,STRAIGHT PARTY 1,,DEM,Democratic,1,1,0,0,0,0,0
McCormick,Provisional,STRAIGHT PARTY 1,,DEM,Democratic,1,0,0,0,0,1,0
McCormick,Failsafe Provisional,STRAIGHT PARTY 1,,DEM,Democratic,0,0,0,0,0,0,0
McCormick,Mt. Carmel,Governor and Lieutenant Governor,,REP,REP Henry McMaster,22,0,0,0,2,0,20
McCormick,Monticello,Governor and Lieutenant Governor,,REP,REP Henry McMaster,366,0,8,0,196,0,162
McCormick,Savannah,Governor and Lieutenant Governor,,REP,REP Henry McMaster,1245,0,35,0,646,0,564
McCormick,Willington,Governor and Lieutenant Governor,,REP,REP Henry McMaster,51,0,4,0,11,0,36
McCormick,McCormick No. 1,Governor and Lieutenant Governor,,REP,REP Henry McMaster,237,0,5,0,88,0,144
